algorithm,normalized_utilization,acceptance_ratio,num_samples,num_successful
gpfp_tie,0.1,1.0,5,5
gpfp_tie,0.33,0.8,5,4
gpfp_tie,0.55,0.4,5,2
gpfp_tie,0.78,0.4,5,2
gpfp_tgf,0.1,1.0,5,5
gpfp_tgf,0.33,1.0,5,5
gpfp_tgf,0.55,0.4,5,2
gpfp_tgf,0.78,0.75,4,3
gpfp_btie,0.1,1.0,5,5
gpfp_btie,0.33,0.8,5,4
gpfp_btie,0.55,0.4,5,2
gpfp_btie,0.78,0.5,4,2
