algorithm,normalized_utilization,acceptance_ratio,num_samples,num_successful
gpfp_tie,0.1,1.0,5,5
gpfp_tie,0.325,1.0,5,5
gpfp_tie,0.55,1.0,5,5
gpfp_tie,0.775,1.0,5,5
gpfp_tie,1.0,0.8,5,4
gpfp_tgf,0.1,1.0,5,5
gpfp_tgf,0.325,1.0,5,5
gpfp_tgf,0.55,1.0,5,5
gpfp_tgf,0.775,1.0,5,5
gpfp_tgf,1.0,0.8,5,4
gpfp_btie,0.1,1.0,5,5
gpfp_btie,0.325,1.0,5,5
gpfp_btie,0.55,1.0,5,5
gpfp_btie,0.775,1.0,5,5
gpfp_btie,1.0,0.8,5,4
