simulation_id,cell_id,taskset_id,taskset_hash,exact_e0,M,status,reason,comparison_eligible,horizon,simulation_initial_battery,release_e0_valid,minimum_release_energy_j,service_curve_reference,no_overflow_guard,runtime_seconds,attempt_count,horizons_attempted,observed_jobs,completed_jobs,missed_jobs,censored_jobs,retained_trace_path,system_config_path,taskset_path
e70478d4e900326073533bdf446f10ffd666b77000bc1dc478c893169cfcc069,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,4,SIM_PASS_OBSERVED,minimum_jobs_observed,True,300,20,True,20.0389,cfefc8cde975eba455b468cbfdd7634637db7513bbd77b4a0dcbdea3dbc27d62,True,2.852234571,1,[300],36,36,0,0,,artifacts/v9_3_unified_rehearsal/core3/simulation_inputs/e70478d4e900326073533bdf446f10ffd666b77000bc1dc478c893169cfcc069/system_config.yaml,artifacts/v9_3_unified_rehearsal/core3/simulation_inputs/e70478d4e900326073533bdf446f10ffd666b77000bc1dc478c893169cfcc069/taskset.yaml
