analysis_id,simulation_id,cell_id,taskset_id,taskset_hash,exact_e0,analysis_variant,rta_solver_status,rta_certification_status,rta_taskset_proven,simulation_status,release_e0_valid,comparison_eligible,soundness_class,p0_violation_candidate
79a42b6479950b25fe59bdecb5e3a62ec23b1fdd2321cd5a32ecb0b9bb7effd7,e70478d4e900326073533bdf446f10ffd666b77000bc1dc478c893169cfcc069,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,LOC_THETA_LOC,NO_CANDIDATE,NOT_CERTIFIED,False,SIM_PASS_OBSERVED,True,True,RTA_FAIL_SIM_PASS,False
9829aa7a6fa771b9b58c98bba8b1b4b8b5cc7b39033a8735287b7aad90d77296,e70478d4e900326073533bdf446f10ffd666b77000bc1dc478c893169cfcc069,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,CW_THETA_CW,NO_CANDIDATE,NOT_CERTIFIED,False,SIM_PASS_OBSERVED,True,True,RTA_FAIL_SIM_PASS,False
