cell_id,taskset_id,exact_e0,cw_runtime,loc_runtime,cw_status,loc_status
ed9006e44380fd9df5d30c8de40c403169a8a3b5004f0a0b8602ce736ee1749e,v93-21471487b7-t00000-56e20a8a37c7,0,0.638396299,0.628779754,COMPLETED,COMPLETED
