kind,identifier,method,status,runtime_seconds,attempt_count
RTA,62919a2660e59a8a753a97afdc5297414c0be1cc4c2e4442851e49ea0653795e,LOC_THETA_LOC,NO_CANDIDATE,0.732204497,1
RTA,79a42b6479950b25fe59bdecb5e3a62ec23b1fdd2321cd5a32ecb0b9bb7effd7,LOC_THETA_LOC,NO_CANDIDATE,0.388063941,1
RTA,9829aa7a6fa771b9b58c98bba8b1b4b8b5cc7b39033a8735287b7aad90d77296,CW_THETA_CW,NO_CANDIDATE,0.410298544,1
RTA,a4241738b5f6eba6c19927873cb445ab3ccddcea2efa4124dbe5245bfefa4c07,CW_THETA_CW,NO_CANDIDATE,0.737131710,1
SIMULATION,054fb83a9dd74eec37da11e42b8c8674d965dc7c2fe8ce0f8355741a0f5fcbb4,ASAP_BLOCK,SIM_PASS_OBSERVED,5.165406194,1
SIMULATION,2732d845f3ffcaec9511999fdc5357f9f42694a8b6e2f6f5774b1aebed721f38,ASAP_BLOCK,SIM_PASS_OBSERVED,5.237388139,1
