analysis_id,simulation_id,cell_id,taskset_id,taskset_hash,exact_e0,analysis_variant,rta_solver_status,rta_certification_status,rta_taskset_proven,simulation_status,release_e0_valid,comparison_eligible,soundness_class,p0_violation_candidate
62919a2660e59a8a753a97afdc5297414c0be1cc4c2e4442851e49ea0653795e,2732d845f3ffcaec9511999fdc5357f9f42694a8b6e2f6f5774b1aebed721f38,40aef34a12c4eace2f8da86f3e0464c48f8e6c288cf0a57629ec73753a0410c3,v93-cd19d17b28-t00000-a5ba4f306431,a5ba4f306431b1cf4b31fbbc5728aae3d6541d073b2f9ff2fc2099049ca533c0,1,LOC_THETA_LOC,NO_CANDIDATE,NOT_CERTIFIED,False,SIM_PASS_OBSERVED,True,True,RTA_FAIL_SIM_PASS,False
79a42b6479950b25fe59bdecb5e3a62ec23b1fdd2321cd5a32ecb0b9bb7effd7,054fb83a9dd74eec37da11e42b8c8674d965dc7c2fe8ce0f8355741a0f5fcbb4,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,LOC_THETA_LOC,NO_CANDIDATE,NOT_CERTIFIED,False,SIM_PASS_OBSERVED,True,True,RTA_FAIL_SIM_PASS,False
9829aa7a6fa771b9b58c98bba8b1b4b8b5cc7b39033a8735287b7aad90d77296,054fb83a9dd74eec37da11e42b8c8674d965dc7c2fe8ce0f8355741a0f5fcbb4,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,CW_THETA_CW,NO_CANDIDATE,NOT_CERTIFIED,False,SIM_PASS_OBSERVED,True,True,RTA_FAIL_SIM_PASS,False
a4241738b5f6eba6c19927873cb445ab3ccddcea2efa4124dbe5245bfefa4c07,2732d845f3ffcaec9511999fdc5357f9f42694a8b6e2f6f5774b1aebed721f38,40aef34a12c4eace2f8da86f3e0464c48f8e6c288cf0a57629ec73753a0410c3,v93-cd19d17b28-t00000-a5ba4f306431,a5ba4f306431b1cf4b31fbbc5728aae3d6541d073b2f9ff2fc2099049ca533c0,1,CW_THETA_CW,NO_CANDIDATE,NOT_CERTIFIED,False,SIM_PASS_OBSERVED,True,True,RTA_FAIL_SIM_PASS,False
