simulation_id,cell_id,taskset_id,taskset_hash,exact_e0,M,status,reason,comparison_eligible,horizon,simulation_initial_battery,release_e0_valid,minimum_release_energy_j,service_curve_reference,no_overflow_guard,runtime_seconds,attempt_count,horizons_attempted,observed_jobs,completed_jobs,missed_jobs,censored_jobs,retained_trace_path,system_config_path,taskset_path
054fb83a9dd74eec37da11e42b8c8674d965dc7c2fe8ce0f8355741a0f5fcbb4,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,4,SIM_PASS_OBSERVED,minimum_jobs_observed,True,800,20,True,20.0389,cfefc8cde975eba455b468cbfdd7634637db7513bbd77b4a0dcbdea3dbc27d62,True,5.165406194,1,[800],92,91,0,1,,artifacts/v9_3_core3_smoke/simulation_inputs/054fb83a9dd74eec37da11e42b8c8674d965dc7c2fe8ce0f8355741a0f5fcbb4/system_config.yaml,artifacts/v9_3_core3_smoke/simulation_inputs/054fb83a9dd74eec37da11e42b8c8674d965dc7c2fe8ce0f8355741a0f5fcbb4/taskset.yaml
2732d845f3ffcaec9511999fdc5357f9f42694a8b6e2f6f5774b1aebed721f38,40aef34a12c4eace2f8da86f3e0464c48f8e6c288cf0a57629ec73753a0410c3,v93-cd19d17b28-t00000-a5ba4f306431,a5ba4f306431b1cf4b31fbbc5728aae3d6541d073b2f9ff2fc2099049ca533c0,1,4,SIM_PASS_OBSERVED,minimum_jobs_observed,True,800,20,True,20.1556,cfefc8cde975eba455b468cbfdd7634637db7513bbd77b4a0dcbdea3dbc27d62,True,5.237388139,1,[800],78,73,0,5,,artifacts/v9_3_core3_smoke/simulation_inputs/2732d845f3ffcaec9511999fdc5357f9f42694a8b6e2f6f5774b1aebed721f38/system_config.yaml,artifacts/v9_3_core3_smoke/simulation_inputs/2732d845f3ffcaec9511999fdc5357f9f42694a8b6e2f6f5774b1aebed721f38/taskset.yaml
