phase,cell_id,U_norm,taskset_index,generation_seed,taskset_id,exact_e0,e0_index,request_id,analysis_id,analysis_variant,initial_solver_status,retry_solver_status,final_solver_status,certification_status,taskset_proven,first_failed_priority,candidate_vector,task_status_vector,candidate_found_task_count,certified_task_count,checked_w_count,checked_h_count,checked_q_count,envelope_calls,worker_startup_seconds,solver_wall_seconds,solver_cpu_seconds,serialization_seconds,deserialization_seconds,transport_and_exit_seconds,total_wall_seconds,timeout,numeric_error,internal_error,not_applicable,dependency_status,dominance_status,source_vector_hash,target_carry_in_vector_hash,task_input_hash
SCREENING,U0.6-E0=0,0.6,2,1851882293,v93-p3-screening-u1-t02-be97542acea3,0,0,e743261bf66dbd19d4a9464480ad2dcc9dd541d9e5861b2db16c6f380b78278a,a7a5e8977e5d9c44865bf409044519078173561ee1e8abab0b78885982df0232,CW_THETA_CW,NO_CANDIDATE,,NO_CANDIDATE,NOT_CERTIFIED,False,0,"[[""0"",null],[""1"",null],[""2"",null],[""3"",null],[""4"",null],[""5"",null],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""NO_CANDIDATE"",""NOT_CERTIFIED""],[""1"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""2"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""3"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""4"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""5"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""6"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""7"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""8"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""9"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""]]",0,0,47,1128,1128,1128,0.002611415,0.232781184,0.232762629,0.000360114,0.000432241,0.001499668,0.237684622,False,False,False,False,NOT_CHECKED,NOT_CHECKED,,,0def6fe2a9c96f303c6433bd209e105125cbcf604634f72b76bb6b2751164a68
SCREENING,U0.6-E0=0,0.6,2,1851882293,v93-p3-screening-u1-t02-be97542acea3,0,0,5fc1c4ab8b91ec6ce8518e1cffc2ef7950abbbab2eab16189a4c287d8385e0a2,b82ccdcab5b01328b44b42f482ce43d44374e3fc96c1388a1f85aab082a3c7db,LOC_THETA_CW,NOT_APPLICABLE_DEPENDENCY,,NOT_APPLICABLE_DEPENDENCY,NOT_APPLICABLE,False,,"[[""0"",null],[""1"",null],[""2"",null],[""3"",null],[""4"",null],[""5"",null],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""1"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""2"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""3"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""4"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""5"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""6"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""7"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""8"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""9"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""]]",0,0,0,0,0,0,0.002238513,0.001443892,0.001436829,0.000219667,0.000377748,0.001155954,0.005435774,False,False,False,True,INVALID,NOT_APPLICABLE,,,0def6fe2a9c96f303c6433bd209e105125cbcf604634f72b76bb6b2751164a68
SCREENING,U0.6-E0=0,0.6,2,1851882293,v93-p3-screening-u1-t02-be97542acea3,0,0,2c79d91c6f5b515d177b180d674c50cdf75d52194518ac5bed77e3b6cb1673e7,6dad5ddc4c541927686b547d329cd79da0fd62a958b8c8800d01688bfa2fe386,LOC_THETA_LOC,NO_CANDIDATE,,NO_CANDIDATE,NOT_CERTIFIED,False,0,"[[""0"",null],[""1"",null],[""2"",null],[""3"",null],[""4"",null],[""5"",null],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""NO_CANDIDATE"",""NOT_CERTIFIED""],[""1"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""2"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""3"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""4"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""5"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""6"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""7"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""8"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""9"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""]]",0,0,47,1128,1128,1128,0.002476083,0.231892763,0.231882714,0.000343783,0.000392626,0.001632679,0.236737934,False,False,False,False,NOT_CHECKED,NOT_CHECKED,,,0def6fe2a9c96f303c6433bd209e105125cbcf604634f72b76bb6b2751164a68
SCREENING,U0.6-E0=0,0.6,3,218967907,v93-p3-screening-u1-t03-e78c167606f4,0,0,5bd03b9c8e1a228597797e0d08eacf84e1367c6150e7311a63caa5311ffce17a,672c9b2f9ab0564b2eef0285d95ce1217a705c765aa518decca9fbc783e5da14,CW_D,NO_CANDIDATE,,NO_CANDIDATE,NOT_CERTIFIED,False,0,"[[""0"",null],[""1"",null],[""2"",null],[""3"",null],[""4"",null],[""5"",null],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""NO_CANDIDATE"",""NOT_CERTIFIED""],[""1"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""2"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""3"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""4"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""5"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""6"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""7"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""8"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""9"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""]]",0,0,31,496,496,496,0.002411199,0.103386902,0.103377783,0.000284040,0.000379841,0.001599288,0.108061270,False,False,False,False,NOT_CHECKED,NOT_CHECKED,573c0d341d41222046cbc81ae820a9f6efd4ca5592f680582d55d1e6a113146e,,6666147a0bec257f23ceef9a52e246dc09f3765ae2c9264ca72524d9d24d5cd9
SCREENING,U0.6-E0=0,0.6,3,218967907,v93-p3-screening-u1-t03-e78c167606f4,0,0,9e8f87a0717748f336904aaf3f569ecfa52a097a29e57fef45be742fd2e2b23c,fe9ae1c851dfec4332f4f02b87abaa6bc071ccdb99ec302c6c8c58d61a4483f7,LOC_D,NO_CANDIDATE,,NO_CANDIDATE,NOT_CERTIFIED,False,0,"[[""0"",null],[""1"",null],[""2"",null],[""3"",null],[""4"",null],[""5"",null],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""NO_CANDIDATE"",""NOT_CERTIFIED""],[""1"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""2"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""3"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""4"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""5"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""6"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""7"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""8"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""9"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""]]",0,0,31,496,496,496,0.002258861,0.102140906,0.102132659,0.000280653,0.000446729,0.001371037,0.106498186,False,False,False,False,NOT_CHECKED,NOT_CHECKED,573c0d341d41222046cbc81ae820a9f6efd4ca5592f680582d55d1e6a113146e,,6666147a0bec257f23ceef9a52e246dc09f3765ae2c9264ca72524d9d24d5cd9
SCREENING,U0.6-E0=0,0.6,3,218967907,v93-p3-screening-u1-t03-e78c167606f4,0,0,4fb4c48954acb592843dbb98884707bf835b19c20ec3d61002cfe162c76e3f82,d45973084e0ab4e16d4f81559edbae7f623cb87e33a9bdb6494a1097d2c4f708,CW_THETA_CW,NO_CANDIDATE,,NO_CANDIDATE,NOT_CERTIFIED,False,0,"[[""0"",null],[""1"",null],[""2"",null],[""3"",null],[""4"",null],[""5"",null],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""NO_CANDIDATE"",""NOT_CERTIFIED""],[""1"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""2"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""3"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""4"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""5"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""6"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""7"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""8"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""9"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""]]",0,0,31,496,496,496,0.002701005,0.100025397,0.100014615,0.000272357,0.000436840,0.001580287,0.105015886,False,False,False,False,NOT_CHECKED,NOT_CHECKED,,,6666147a0bec257f23ceef9a52e246dc09f3765ae2c9264ca72524d9d24d5cd9
SCREENING,U0.6-E0=0,0.6,3,218967907,v93-p3-screening-u1-t03-e78c167606f4,0,0,9d30befab073f54036fd1f15c008d7a7264e79c6447143e216ac7ab2f8039baf,3284310649ddd81ab2a5847a9e116ad049b2d168e26f320665d76a66856b628d,LOC_THETA_CW,NOT_APPLICABLE_DEPENDENCY,,NOT_APPLICABLE_DEPENDENCY,NOT_APPLICABLE,False,,"[[""0"",null],[""1"",null],[""2"",null],[""3"",null],[""4"",null],[""5"",null],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""1"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""2"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""3"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""4"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""5"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""6"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""7"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""8"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""9"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""]]",0,0,0,0,0,0,0.002513774,0.001483197,0.001474090,0.000262278,0.000398427,0.001224922,0.005882598,False,False,False,True,INVALID,NOT_APPLICABLE,,,6666147a0bec257f23ceef9a52e246dc09f3765ae2c9264ca72524d9d24d5cd9
SCREENING,U0.6-E0=0,0.6,3,218967907,v93-p3-screening-u1-t03-e78c167606f4,0,0,91f3c63d1ed5ebd2dbf84ec38d2e73f7c0b0a6b69626721559f5223559e0ad8e,323b17cf5f1ce7e2c217423e0c5bf33056ba8bf892ef2e82f33be45e9bd4feed,LOC_THETA_LOC,NO_CANDIDATE,,NO_CANDIDATE,NOT_CERTIFIED,False,0,"[[""0"",null],[""1"",null],[""2"",null],[""3"",null],[""4"",null],[""5"",null],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""NO_CANDIDATE"",""NOT_CERTIFIED""],[""1"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""2"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""3"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""4"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""5"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""6"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""7"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""8"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""9"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""]]",0,0,31,496,496,496,0.002007308,0.107327906,0.107278663,0.000284049,0.000409899,0.001431474,0.111460636,False,False,False,False,NOT_CHECKED,NOT_CHECKED,,,6666147a0bec257f23ceef9a52e246dc09f3765ae2c9264ca72524d9d24d5cd9
SCREENING,U0.6-E0=0,0.6,4,1773807839,v93-p3-screening-u1-t04-d799cb83e504,0,0,e8400bf50ee3946b6952fb8d55dce79d3fbe3975b9463823fc37a301b2e76155,0379dfd605b8f16b44286978a15b84e9fa4605e0bbf87cd699eeedfce50a3503,CW_D,NO_CANDIDATE,,NO_CANDIDATE,NOT_CERTIFIED,False,0,"[[""0"",null],[""1"",null],[""2"",null],[""3"",null],[""4"",null],[""5"",null],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""NO_CANDIDATE"",""NOT_CERTIFIED""],[""1"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""2"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""3"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""4"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""5"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""6"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""7"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""8"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""9"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""]]",0,0,39,780,780,780,0.002739592,0.170529812,0.170520349,0.000336940,0.000453922,0.001634233,0.175694499,False,False,False,False,NOT_CHECKED,NOT_CHECKED,26773ff89e7930b7206e449cad28c9759ac7ce9acc6efc85b8a416bd64c1593f,,d0b33af7a2f6b135895b2c01a7d1ddb318faa44b76a91cd837dbd9ffd97e778b
SCREENING,U0.6-E0=0,0.6,4,1773807839,v93-p3-screening-u1-t04-d799cb83e504,0,0,5cae6bc1300383cfe0cf7124c8e14e07bd21efc814bf7db91ac2ea51ad0bc34e,7fb9e8fc48a96258ecb5fdca84a382f6fa99a551efe492565d2bdb23e8f94cba,LOC_D,NO_CANDIDATE,,NO_CANDIDATE,NOT_CERTIFIED,False,0,"[[""0"",null],[""1"",null],[""2"",null],[""3"",null],[""4"",null],[""5"",null],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""NO_CANDIDATE"",""NOT_CERTIFIED""],[""1"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""2"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""3"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""4"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""5"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""6"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""7"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""8"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""9"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""]]",0,0,39,780,780,780,0.002259587,0.219428698,0.219419259,0.000298627,0.000556897,0.001488544,0.224032353,False,False,False,False,NOT_CHECKED,NOT_CHECKED,26773ff89e7930b7206e449cad28c9759ac7ce9acc6efc85b8a416bd64c1593f,,d0b33af7a2f6b135895b2c01a7d1ddb318faa44b76a91cd837dbd9ffd97e778b
SCREENING,U0.6-E0=0,0.6,4,1773807839,v93-p3-screening-u1-t04-d799cb83e504,0,0,cfbe9104c7abbc9443216a7c4c98707a44aecdaa8fc807e0c4f0c5a5b7dbad6b,ecc62711201d0dad5e0bea7bfee2d2b085522ee40d674f6ad484aa792a022319,CW_THETA_CW,NO_CANDIDATE,,NO_CANDIDATE,NOT_CERTIFIED,False,0,"[[""0"",null],[""1"",null],[""2"",null],[""3"",null],[""4"",null],[""5"",null],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""NO_CANDIDATE"",""NOT_CERTIFIED""],[""1"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""2"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""3"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""4"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""5"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""6"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""7"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""8"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""9"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""]]",0,0,39,780,780,780,0.003313047,0.201237037,0.201226924,0.000330959,0.000475543,0.001794724,0.207151310,False,False,False,False,NOT_CHECKED,NOT_CHECKED,,,d0b33af7a2f6b135895b2c01a7d1ddb318faa44b76a91cd837dbd9ffd97e778b
SCREENING,U0.6-E0=0,0.6,4,1773807839,v93-p3-screening-u1-t04-d799cb83e504,0,0,24a05c5a07ddbb344739c55cc5c8787cc015e577d7a744a40dc5e231360825b2,92522e55489f4ff41fae2ff53a329dd45a76ce2975f1bfdf9b250c6007a946f4,LOC_THETA_CW,NOT_APPLICABLE_DEPENDENCY,,NOT_APPLICABLE_DEPENDENCY,NOT_APPLICABLE,False,,"[[""0"",null],[""1"",null],[""2"",null],[""3"",null],[""4"",null],[""5"",null],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""1"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""2"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""3"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""4"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""5"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""6"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""7"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""8"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""9"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""]]",0,0,0,0,0,0,0.002698789,0.001831469,0.001803616,0.000416371,0.000603536,0.002770543,0.008320708,False,False,False,True,INVALID,NOT_APPLICABLE,,,d0b33af7a2f6b135895b2c01a7d1ddb318faa44b76a91cd837dbd9ffd97e778b
SCREENING,U0.6-E0=0,0.6,4,1773807839,v93-p3-screening-u1-t04-d799cb83e504,0,0,d3a185d36bcd9f9b71541ad785d8cd8e56ca84eec1fe09835adaa9975488a64d,df95712e5bdf441c0a8d4c0b321e66a6ecc08fd1d2d27516e8d4bc5bb70a817c,LOC_THETA_LOC,NO_CANDIDATE,,NO_CANDIDATE,NOT_CERTIFIED,False,0,"[[""0"",null],[""1"",null],[""2"",null],[""3"",null],[""4"",null],[""5"",null],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""NO_CANDIDATE"",""NOT_CERTIFIED""],[""1"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""2"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""3"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""4"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""5"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""6"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""7"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""8"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""9"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""]]",0,0,39,780,780,780,0.002658659,0.187134793,0.187080237,0.000334275,0.000476074,0.001986043,0.192589844,False,False,False,False,NOT_CHECKED,NOT_CHECKED,,,d0b33af7a2f6b135895b2c01a7d1ddb318faa44b76a91cd837dbd9ffd97e778b
SCREENING,U0.4-E0=1360181973072000001/16000000000000000000,0.4,0,1593532496,v93-p3-screening-u0-t00-54c35eaa9f43,1360181973072000001/16000000000000000000,1,c29138fe671860e2a21e8c0088eaf7206356899d945998324137a1ece02e9e8a,1f70e15b9da8ad86c637073a9dce1bf20e4eb4ae2894072ade10d5ac8f12b12d,CW_D,TIMEOUT,TIMEOUT,TIMEOUT,NOT_CERTIFIED,False,6,"[[""0"",4],[""1"",6],[""2"",12],[""3"",4],[""4"",43],[""5"",44],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""3"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""4"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""5"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""6"",""TIMEOUT"",""NOT_CERTIFIED""],[""7"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""8"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""9"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""]]",6,0,82,83,3027,3027,0.002199246,90.020391030,90.018391005,0.000341709,0.000458300,0.001614086,90.025004371,True,False,False,False,NOT_CHECKED,NOT_CHECKED,e3bc7a774bf76c9a2c29bdc95e127169edd9a5d825aa71dde1639f330bb7d2ad,,5be92f155a38c803d293d7d0d5ad42f2dfea56499aa9f6161decb29780c25675
SCREENING,U0.4-E0=1360181973072000001/16000000000000000000,0.4,0,1593532496,v93-p3-screening-u0-t00-54c35eaa9f43,1360181973072000001/16000000000000000000,1,3da4e1c1c343fa056632019272f6db0580dbf64c3c675f5e2eba896498c4a32d,0f183ab625e02d9ad2bb95c37db0b5294a1d96b9133c2e692044c503d835a854,LOC_D,TIMEOUT,TIMEOUT,TIMEOUT,NOT_CERTIFIED,False,6,"[[""0"",4],[""1"",6],[""2"",12],[""3"",4],[""4"",43],[""5"",44],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""3"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""4"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""5"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""6"",""TIMEOUT"",""NOT_CERTIFIED""],[""7"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""8"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""9"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""]]",6,0,79,57,2315,2315,0.002775812,90.026358015,90.023976083,0.000288528,0.000427372,0.002424826,90.032274553,True,False,False,False,NOT_CHECKED,NOT_CHECKED,e3bc7a774bf76c9a2c29bdc95e127169edd9a5d825aa71dde1639f330bb7d2ad,,5be92f155a38c803d293d7d0d5ad42f2dfea56499aa9f6161decb29780c25675
