candidate_id,exact_e0,numerator,denominator,origins,covered_intervals,covered_tasksets,covered_tasks,covered_relations,covered_variants,covered_U_0_4_intervals,covered_U_0_4_tasksets,covered_U_0_6_intervals,covered_U_0_6_tasksets,representation_cost,minimum_distance_to_selected,selected,selection_rank
E0C02344,83324995168800003/1600000000000000000,83324995168800003,1600000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,114,9,14,2,4,28,4,83,4,36,,False,
E0C02345,20845049326800000587/400000000000000000000,20845049326800000587,400000000000000000000,INTERVAL_MIDPOINT,113,9,14,2,4,28,4,82,4,41,,False,
E0C02346,20845724385600000383/400000000000000000000,20845724385600000383,400000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,113,9,14,2,4,28,4,82,4,41,,False,
E0C02347,5215162442999999999/100000000000000000000,5215162442999999999,100000000000000000000,INTERVAL_MIDPOINT,115,9,14,2,4,30,4,82,4,40,,False,
E0C02348,20869269275400001063/400000000000000000000,20869269275400001063,400000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,115,9,14,2,4,30,4,82,4,41,,False,
E0C02349,20884493924400001357/400000000000000000000,20884493924400001357,400000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,116,9,14,2,4,30,4,83,4,41,,False,
E0C02350,20887644995400001357/400000000000000000000,20887644995400001357,400000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,117,9,14,2,4,30,4,84,4,41,,False,
E0C02351,10446899756400000043/200000000000000000000,10446899756400000043,200000000000000000000,INTERVAL_MIDPOINT,116,9,14,2,4,30,4,83,4,41,,False,
E0C02352,20893799512800001061/400000000000000000000,20893799512800001061,400000000000000000000,INTERVAL_MIDPOINT,116,9,14,2,4,30,4,83,4,41,,False,
E0C02353,2611864965000000179/50000000000000000000,2611864965000000179,50000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,116,9,14,2,4,30,4,83,4,39,,False,
E0C02354,4179809831280000139/80000000000000000000,4179809831280000139,80000000000000000000,INTERVAL_MIDPOINT,116,9,14,2,4,30,4,83,4,39,,False,
E0C02355,10451844891000001019/200000000000000000000,10451844891000001019,200000000000000000000,INTERVAL_MIDPOINT,117,9,14,2,4,30,4,84,4,41,,False,
E0C02356,104529368985000004909/2000000000000000000000,104529368985000004909,2000000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,117,9,14,2,4,30,4,84,4,43,,False,
E0C02357,104560872471000003629/2000000000000000000000,104560872471000003629,2000000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,118,9,14,2,4,30,4,84,4,43,,False,
E0C02358,52303686235500001127/1000000000000000000000,52303686235500001127,1000000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,119,9,14,2,4,31,4,84,4,42,,False,
E0C02359,26164030657500000389/500000000000000000000,26164030657500000389,500000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,118,9,14,2,4,31,4,83,4,41,,False,
E0C02360,104705997894000001651/2000000000000000000000,104705997894000001651,2000000000000000000000,INTERVAL_MIDPOINT,117,9,14,2,4,30,4,83,4,43,,False,
E0C02361,6544968671250000029/125000000000000000000,6544968671250000029,125000000000000000000,INTERVAL_MIDPOINT,117,9,14,2,4,30,4,83,4,40,,False,
E0C02362,52361985742500002601/1000000000000000000000,52361985742500002601,1000000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,117,9,14,2,4,30,4,83,4,42,,False,
E0C02363,10479221907600000683/200000000000000000000,10479221907600000683,200000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,118,9,14,2,4,30,4,84,4,41,,False,
E0C02364,10480797447300000683/200000000000000000000,10480797447300000683,200000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,119,9,14,2,4,30,4,85,4,41,,False,
E0C02365,1310493466087500063/25000000000000000000,1310493466087500063,25000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,118,9,14,2,4,30,4,84,4,39,,False,
E0C02366,2097322392840000043/40000000000000000000,2097322392840000043,40000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,117,8,13,2,4,30,4,83,3,39,,False,
E0C02367,32784138891562501/625000000000000000,32784138891562501,625000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,118,8,13,2,4,30,4,84,3,35,,False,
E0C02368,20999474734200000211/400000000000000000000,20999474734200000211,400000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,121,9,16,2,4,30,4,87,4,41,,False,
E0C02369,105085873377000000953/2000000000000000000000,105085873377000000953,2000000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,120,9,16,2,4,29,4,87,4,43,,False,
E0C02370,52553248215000001481/1000000000000000000000,52553248215000001481,1000000000000000000000,INTERVAL_MIDPOINT,120,9,16,2,4,29,4,87,4,42,,False,
E0C02371,13142527624875000751/250000000000000000000,13142527624875000751,250000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,121,9,16,2,4,30,4,87,4,41,,False,
E0C02372,21032393704800001373/400000000000000000000,21032393704800001373,400000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,122,9,16,2,4,30,4,88,4,41,,False,
E0C02373,21035544792600001373/400000000000000000000,21035544792600001373,400000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,123,9,16,2,4,30,4,89,4,41,,False,
E0C02374,105208101798000005623/2000000000000000000000,105208101798000005623,2000000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,122,9,16,2,4,30,4,88,4,43,,False,
E0C02375,105234744348000002723/2000000000000000000000,105234744348000002723,2000000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,123,9,16,2,4,31,4,88,4,43,,False,
E0C02376,2633024847675000119/50000000000000000000,2633024847675000119,50000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,124,9,16,2,4,31,4,89,4,39,,False,
E0C02377,26344123888500000879/500000000000000000000,26344123888500000879,500000000000000000000,INTERVAL_MIDPOINT,124,9,16,2,4,31,4,89,4,41,,False,
E0C02378,4215987924960000409/80000000000000000000,4215987924960000409,80000000000000000000,INTERVAL_MIDPOINT,124,9,16,2,4,31,4,89,4,39,,False,
E0C02379,52704561618000001291/1000000000000000000000,52704561618000001291,1000000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,123,9,16,2,4,31,4,89,4,42,,False,
E0C02380,105416998740000000029/2000000000000000000000,105416998740000000029,2000000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,122,9,16,2,4,31,4,88,4,43,,False,
E0C02381,10546237367700000047/200000000000000000000,10546237367700000047,200000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,123,9,16,2,4,32,4,88,4,41,,False,
E0C02382,105489747390000005419/2000000000000000000000,105489747390000005419,2000000000000000000000,INTERVAL_MIDPOINT,123,9,16,2,4,32,4,88,4,43,,False,
E0C02383,105516720948000005523/2000000000000000000000,105516720948000005523,2000000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,122,9,15,2,4,31,4,88,4,43,,False,
E0C02384,1055317179660000069/20000000000000000000,1055317179660000069,20000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,123,9,15,2,4,31,4,89,4,39,,False,
E0C02385,1055474734470000069/20000000000000000000,1055474734470000069,20000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,124,9,15,2,4,31,4,90,4,39,,False,
E0C02386,21113095087800001347/400000000000000000000,21113095087800001347,400000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,123,9,15,2,4,31,4,89,4,41,,False,
E0C02387,21114749326800000919/400000000000000000000,21114749326800000919,400000000000000000000,INTERVAL_MIDPOINT,122,9,15,2,4,31,4,88,4,41,,False,
E0C02388,4223039873160000179/80000000000000000000,4223039873160000179,80000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,122,9,15,2,4,31,4,88,4,39,,False,
E0C02389,5279699910000000013/100000000000000000000,5279699910000000013,100000000000000000000,INTERVAL_MIDPOINT,123,9,15,2,4,31,4,88,4,40,,False,
E0C02390,5279718418950000251/100000000000000000000,5279718418950000251,100000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,123,9,15,2,4,31,4,88,4,40,,False,
E0C02391,1320637426350000033/25000000000000000000,1320637426350000033,25000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,124,9,15,2,4,31,4,89,4,39,,False,
E0C02392,52846874305500000221/1000000000000000000000,52846874305500000221,1000000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,123,9,15,2,4,30,4,89,4,42,,False,
E0C02393,26448930149250001273/500000000000000000000,26448930149250001273,500000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,124,9,15,2,4,31,4,89,4,41,,False,
E0C02394,6614718671249999999/125000000000000000000,6614718671249999999,125000000000000000000,INTERVAL_MIDPOINT,124,9,15,2,4,31,4,89,4,40,,False,
E0C02395,10590146740200000693/200000000000000000000,10590146740200000693,200000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,125,9,15,2,4,31,4,90,4,41,,False,
E0C02396,2647930573125000173/50000000000000000000,2647930573125000173,50000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,126,9,15,2,4,31,4,91,4,39,,False,
E0C02397,2648099962050000049/50000000000000000000,2648099962050000049,50000000000000000000,INTERVAL_MIDPOINT,126,9,15,2,4,31,4,91,4,39,,False,
E0C02398,10593747516600000539/200000000000000000000,10593747516600000539,200000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,125,9,15,2,4,31,4,90,4,41,,False,
E0C02399,21190499439600000233/400000000000000000000,21190499439600000233,400000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,127,9,15,2,4,33,4,90,4,41,,False,
E0C02400,105962622954000000973/2000000000000000000000,105962622954000000973,2000000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,128,9,15,2,4,34,4,90,4,43,,False,
E0C02401,1059716235420000001/20000000000000000000,1059716235420000001,20000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,129,10,16,2,4,34,4,91,5,39,,False,
E0C02402,52988061899999999991/1000000000000000000000,52988061899999999991,1000000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,128,10,16,2,4,33,4,91,5,42,,False,
E0C02403,529893720600000011/10000000000000000000,529893720600000011,10000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,127,10,16,2,4,32,4,91,5,38,,False,
E0C02404,21197549244000000599/400000000000000000000,21197549244000000599,400000000000000000000,INTERVAL_MIDPOINT,128,10,16,2,4,32,4,92,5,41,,False,
E0C02405,848093945616000029/16000000000000000000,848093945616000029,16000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,128,10,16,2,4,32,4,92,5,38,,False,
E0C02406,53032497109500002327/1000000000000000000000,53032497109500002327,1000000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,127,10,16,2,4,32,4,91,5,42,,False,
E0C02407,2122109964000000027/40000000000000000000,2122109964000000027,40000000000000000000,INTERVAL_MIDPOINT,128,10,16,2,4,32,4,92,5,39,,False,
E0C02408,6633796711875000029/125000000000000000000,6633796711875000029,125000000000000000000,INTERVAL_MIDPOINT,128,10,16,2,4,32,4,92,5,40,,False,
E0C02409,106163619654000004057/2000000000000000000000,106163619654000004057,2000000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,128,10,16,2,4,32,4,92,5,43,,False,
E0C02410,53122499094000000769/1000000000000000000000,53122499094000000769,1000000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,127,10,16,2,4,31,4,92,5,42,,False,
E0C02411,10625734505100000583/200000000000000000000,10625734505100000583,200000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,129,10,17,2,4,33,4,92,5,41,,False,
E0C02412,21251549064000000713/400000000000000000000,21251549064000000713,400000000000000000000,INTERVAL_MIDPOINT,129,10,17,2,4,33,4,92,5,41,,False,
E0C02413,1328390210400000087/25000000000000000000,1328390210400000087,25000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,130,10,17,2,4,33,4,93,5,39,,False,
E0C02414,5314047366600000513/100000000000000000000,5314047366600000513,100000000000000000000,INTERVAL_MIDPOINT,131,10,17,2,4,33,4,94,5,40,,False,
E0C02415,5314348619850000349/100000000000000000000,5314348619850000349,100000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,131,10,17,2,4,33,4,94,5,40,,False,
E0C02416,2126144493840000109/40000000000000000000,2126144493840000109,40000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,130,10,17,2,4,33,4,93,5,39,,False,
E0C02417,106325622264000000483/2000000000000000000000,106325622264000000483,2000000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,131,10,17,2,4,34,4,93,5,43,,False,
E0C02418,106341743457000002393/2000000000000000000000,106341743457000002393,2000000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,130,10,17,2,4,33,4,93,5,43,,False,
E0C02419,851087946336000039/16000000000000000000,851087946336000039,16000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,131,10,17,2,4,33,4,94,5,38,,False,
E0C02420,10651049719800000553/200000000000000000000,10651049719800000553,200000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,130,10,17,2,4,33,4,94,5,41,,False,
E0C02421,106510497210000005543/2000000000000000000000,106510497210000005543,2000000000000000000000,INTERVAL_MIDPOINT,130,10,17,2,4,33,4,94,5,43,,False,
E0C02422,1332628096650000021/25000000000000000000,1332628096650000021,25000000000000000000,INTERVAL_MIDPOINT,131,10,17,2,4,33,4,94,5,39,,False,
E0C02423,21323393761200001607/400000000000000000000,21323393761200001607,400000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,131,10,17,2,4,33,4,94,5,41,,False,
E0C02424,5332048312800000351/100000000000000000000,5332048312800000351,100000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,132,10,17,2,4,33,4,95,5,40,,False,
E0C02425,5332534826700000513/100000000000000000000,5332534826700000513,100000000000000000000,INTERVAL_MIDPOINT,133,10,17,2,4,33,4,96,5,40,,False,
E0C02426,106656721863000007/2000000000000000000,106656721863000007,2000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,133,10,17,2,4,33,4,96,5,37,,False,
E0C02427,53338487106000002733/1000000000000000000000,53338487106000002733,1000000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,132,10,17,2,4,33,4,95,5,42,,False,
E0C02428,26675904385500000649/500000000000000000000,26675904385500000649,500000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,133,10,17,2,4,34,4,95,5,41,,False,
E0C02429,1667484355312500001/31250000000000000000,1667484355312500001,31250000000000000000,INTERVAL_MIDPOINT,133,10,17,2,4,34,4,95,5,39,,False,
E0C02430,106805618274000004013/2000000000000000000000,106805618274000004013,2000000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,134,10,17,2,4,34,4,96,5,43,,False,
E0C02431,667931225025000019/12500000000000000000,667931225025000019,12500000000000000000,INTERVAL_MIDPOINT,134,10,17,2,4,34,4,96,5,38,,False,
E0C02432,106895998188000002673/2000000000000000000000,106895998188000002673,2000000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,133,10,17,2,4,34,4,95,5,43,,False,
E0C02433,6683343591000000161/125000000000000000000,6683343591000000161,125000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,130,9,14,2,4,34,4,92,4,40,,False,
E0C02434,106949248614000000211/2000000000000000000000,106949248614000000211,2000000000000000000000,INTERVAL_MIDPOINT,130,9,14,2,4,34,4,92,4,43,,False,
E0C02435,53492796591000003413/1000000000000000000000,53492796591000003413,1000000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,129,9,14,2,4,34,4,91,4,42,,False,
E0C02436,13376339459250000883/250000000000000000000,13376339459250000883,250000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,130,9,14,2,4,34,4,92,4,41,,False,
E0C02437,5351022286500000517/100000000000000000000,5351022286500000517,100000000000000000000,INTERVAL_MIDPOINT,131,9,14,2,4,34,4,93,4,40,,False,
E0C02438,13378308915375000883/250000000000000000000,13378308915375000883,250000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,131,9,14,2,4,34,4,93,4,41,,False,
E0C02439,4281868949040000221/80000000000000000000,4281868949040000221,80000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,130,9,14,2,4,34,4,92,4,39,,False,
E0C02440,107084248344000000171/2000000000000000000000,107084248344000000171,2000000000000000000000,INTERVAL_MIDPOINT,131,9,14,2,4,35,4,92,4,43,,False,
E0C02441,21422549395200000269/400000000000000000000,21422549395200000269,400000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,131,9,14,2,4,35,4,92,4,41,,False,
E0C02442,5356949754000000179/100000000000000000000,5356949754000000179,100000000000000000000,INTERVAL_MIDPOINT,131,9,14,2,4,35,4,92,4,40,,False,
E0C02443,6703687347562500117/125000000000000000000,6703687347562500117,125000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,132,9,14,2,4,36,4,92,4,40,,False,
E0C02444,26816437012500000071/500000000000000000000,26816437012500000071,500000000000000000000,INTERVAL_MIDPOINT,132,9,14,2,4,36,4,92,4,41,,False,
E0C02445,53679936532500000437/1000000000000000000000,53679936532500000437,1000000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,133,9,14,2,4,37,4,92,4,42,,False,
E0C02446,53686109455500002591/1000000000000000000000,53686109455500002591,1000000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,137,9,16,2,4,41,4,92,4,42,,False,
E0C02447,10738046508600000711/200000000000000000000,10738046508600000711,200000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,138,9,16,2,4,41,4,93,4,41,,False,
E0C02448,5369509746000000519/100000000000000000000,5369509746000000519,100000000000000000000,INTERVAL_MIDPOINT,139,9,16,2,4,41,4,94,4,40,,False,
E0C02449,10739622077700000711/200000000000000000000,10739622077700000711,200000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,139,9,16,2,4,41,4,94,4,41,,False,
E0C02450,10741647323400000557/200000000000000000000,10741647323400000557,200000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,138,9,16,2,4,41,4,93,4,41,,False,
E0C02451,10743149641800000181/200000000000000000000,10743149641800000181,200000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,139,9,16,2,4,42,4,93,4,41,,False,
E0C02452,26859843027750001033/500000000000000000000,26859843027750001033,500000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,138,9,16,2,4,42,4,92,4,41,,False,
E0C02453,26862655734000000733/500000000000000000000,26862655734000000733,500000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,137,9,16,2,4,42,4,92,4,41,,False,
E0C02454,21506249404800001129/400000000000000000000,21506249404800001129,400000000000000000000,INTERVAL_MIDPOINT,138,9,16,2,4,42,4,93,4,41,,False,
E0C02455,21507824511600000109/400000000000000000000,21507824511600000109,400000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,138,9,16,2,4,42,4,93,4,41,,False,
E0C02456,21523949326800000651/400000000000000000000,21523949326800000651,400000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,139,9,16,2,4,43,4,93,4,41,,False,
E0C02457,26908593171750000733/500000000000000000000,26908593171750000733,500000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,140,9,16,2,4,43,4,93,4,41,,False,
E0C02458,53848296741000002601/1000000000000000000000,53848296741000002601,1000000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,141,9,17,2,4,43,4,94,4,42,,False,
E0C02459,5387510724600000357/100000000000000000000,5387510724600000357,100000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,142,9,17,2,4,43,4,95,4,40,,False,
E0C02460,4310009831280000123/80000000000000000000,4310009831280000123,80000000000000000000,INTERVAL_MIDPOINT,142,9,17,2,4,43,4,95,4,39,,False,
E0C02461,53878498215000002381/1000000000000000000000,53878498215000002381,1000000000000000000000,INTERVAL_MIDPOINT,143,9,17,2,4,43,4,96,4,42,,False,
E0C02462,5387997205200000521/100000000000000000000,5387997205200000521,100000000000000000000,INTERVAL_MIDPOINT,143,9,17,2,4,43,4,96,4,40,,False,
E0C02463,5388298511250000357/100000000000000000000,5388298511250000357,100000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,143,9,17,2,4,43,4,96,4,40,,False,
E0C02464,10778622273600000561/200000000000000000000,10778622273600000561,200000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,142,9,17,2,4,43,4,95,4,41,,False,
E0C02465,26953124302500000127/500000000000000000000,26953124302500000127,500000000000000000000,INTERVAL_MIDPOINT,143,9,17,2,4,44,4,95,4,41,,False,
E0C02466,2696924962050000031/50000000000000000000,2696924962050000031,50000000000000000000,INTERVAL_MIDPOINT,143,9,17,2,4,44,4,95,4,39,,False,
E0C02467,53939624307000000313/1000000000000000000000,53939624307000000313,1000000000000000000000,INTERVAL_MIDPOINT,143,9,17,2,4,44,4,95,4,42,,False,
E0C02468,5395049837850000029/100000000000000000000,5395049837850000029,100000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,143,9,17,2,4,44,4,95,4,40,,False,
E0C02469,108013123236000000207/2000000000000000000000,108013123236000000207,2000000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,142,9,17,2,4,43,4,95,4,43,,False,
E0C02470,864161958672000029/16000000000000000000,864161958672000029,16000000000000000000,INTERVAL_MIDPOINT,142,9,17,2,4,43,4,95,4,38,,False,
E0C02471,27016685877750000573/500000000000000000000,27016685877750000573,500000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,140,9,17,2,4,41,4,95,4,41,,False,
E0C02472,6754218671249999999/125000000000000000000,6754218671249999999,125000000000000000000,INTERVAL_MIDPOINT,140,9,17,2,4,41,4,95,4,40,,False,
E0C02473,21622642564200001499/400000000000000000000,21622642564200001499,400000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,141,9,17,2,4,41,4,96,4,41,,False,
E0C02474,10811996389200000719/200000000000000000000,10811996389200000719,200000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,142,9,17,2,4,41,4,97,4,41,,False,
E0C02475,5406484664100000523/100000000000000000000,5406484664100000523,100000000000000000000,INTERVAL_MIDPOINT,143,9,17,2,4,41,4,98,4,40,,False,
E0C02476,10813571966700000719/200000000000000000000,10813571966700000719,200000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,143,9,17,2,4,41,4,98,4,41,,False,
E0C02477,108155972232000005653/2000000000000000000000,108155972232000005653,2000000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,142,9,17,2,4,41,4,97,4,43,,False,
E0C02478,54091685974500000243/1000000000000000000000,54091685974500000243,1000000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,143,9,17,2,4,42,4,97,4,42,,False,
E0C02479,21640724708400000011/400000000000000000000,21640724708400000011,400000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,142,9,16,2,4,42,4,96,4,41,,False,
E0C02480,54104061899999999991/1000000000000000000000,54104061899999999991,1000000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,141,9,16,2,4,41,4,96,4,42,,False,
E0C02481,5414212377000000083/100000000000000000000,5414212377000000083,100000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,142,10,17,2,4,42,5,96,4,40,,False,
E0C02482,5417437442999999999/100000000000000000000,5417437442999999999,100000000000000000000,INTERVAL_MIDPOINT,142,10,17,2,4,42,5,96,4,40,,False,
E0C02483,10837724754000000167/200000000000000000000,10837724754000000167,200000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,141,10,17,2,4,42,5,95,4,41,,False,
E0C02484,27107343258750000691/500000000000000000000,27107343258750000691,500000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,143,11,19,2,4,42,5,97,5,41,,False,
E0C02485,54236795925000004007/1000000000000000000000,54236795925000004007,1000000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,142,11,19,2,4,42,5,97,5,42,,False,
E0C02486,2712149191875000131/50000000000000000000,2712149191875000131,50000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,143,11,19,2,4,42,5,98,5,39,,False,
E0C02487,2712299861775000049/50000000000000000000,2712299861775000049,50000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,142,10,18,2,4,41,4,98,5,39,,False,
E0C02488,1356243030675000131/25000000000000000000,1356243030675000131,25000000000000000000,INTERVAL_MIDPOINT,143,10,18,2,4,41,4,99,5,39,,False,
E0C02489,5425273455150000361/100000000000000000000,5425273455150000361,100000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,143,10,18,2,4,41,4,99,5,40,,False,
E0C02490,21702899512800000341/400000000000000000000,21702899512800000341,400000000000000000000,INTERVAL_MIDPOINT,143,10,18,2,4,41,4,99,5,41,,False,
E0C02491,1085257217220000057/20000000000000000000,1085257217220000057,20000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,142,10,18,2,4,41,4,98,5,39,,False,
E0C02492,5426737443/100000000000,5426737443,100000000000,INTERVAL_MIDPOINT,142,10,18,2,4,41,4,98,5,22,,False,
E0C02493,27135467718750000859/500000000000000000000,27135467718750000859,500000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,143,10,18,2,4,42,4,98,5,41,,False,
E0C02494,21710399366400001151/400000000000000000000,21710399366400001151,400000000000000000000,INTERVAL_MIDPOINT,144,10,18,2,4,42,4,98,5,41,,False,
E0C02495,13575234010125000477/250000000000000000000,13575234010125000477,250000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,144,10,18,2,4,42,4,98,5,41,,False,
E0C02496,27157873888500000779/500000000000000000000,27157873888500000779,500000000000000000000,INTERVAL_MIDPOINT,144,10,18,2,4,42,4,98,5,41,,False,
E0C02497,108660748050000001439/2000000000000000000000,108660748050000001439,2000000000000000000000,INTERVAL_MIDPOINT,143,10,18,2,4,41,4,98,5,43,,False,
E0C02498,10866524829600000083/200000000000000000000,10866524829600000083,200000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,143,10,18,2,4,41,4,98,5,41,,False,
E0C02499,13588546629375000113/250000000000000000000,13588546629375000113,250000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,141,9,16,2,4,41,4,96,4,41,,False,
E0C02500,54375186388500000701/1000000000000000000000,54375186388500000701,1000000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,142,9,16,2,4,42,4,96,4,42,,False,
E0C02501,10876162354200000049/200000000000000000000,10876162354200000049,200000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,141,9,16,2,4,41,4,96,4,41,,False,
E0C02502,6797812421249999999/125000000000000000000,6797812421249999999,125000000000000000000,INTERVAL_MIDPOINT,137,9,14,2,4,37,4,96,4,40,,False,
E0C02503,108796872687000001437/2000000000000000000000,108796872687000001437,2000000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,137,9,14,2,4,37,4,96,4,43,,False,
E0C02504,21768218224800001343/400000000000000000000,21768218224800001343,400000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,136,9,14,2,4,37,4,95,4,41,,False,
E0C02505,5442973133700000363/100000000000000000000,5442973133700000363,100000000000000000000,ADJACENT_ENDPOINT_REPRESENTATIVE,137,9,14,2,4,37,4,96,4,40,,False,
E0C02506,217738383240000021/4000000000000000000,217738383240000021,4000000000000000000,INTERVAL_MIDPOINT,138,9,14,2,4,37,4,97,4,37,,False,
