purpose,request_id,analysis_id,taskset_id,generation_seed,U_norm,E0,analysis_variant,budget_seconds,solver_status,certification_status,taskset_proven,first_failed_priority,candidate_vector,task_status_vector,checked_w_count,checked_h_count,checked_q_count,envelope_calls,worker_startup_seconds,solver_wall_seconds,solver_cpu_seconds,serialization_seconds,deserialization_seconds,transport_and_exit_seconds,total_wall_seconds,outer_timeout,outcome_matches_original,candidate_matches_original,certification_matches_original,error_code
TIMEOUT_REQUEST,999a2ee060a5a205238f3ea85bc62db4f78a449ff3ae84bbfd79732b84869b82,36ef0fbb1bdb4bcfb7e44b1b5c1e23325a7fe13dda43d3ff21e5df7f6903bfe9,v93-u2-e1-t08-17ccce2d4ba7,1542967639,0.6,1,LOC_D,30,TIMEOUT,NOT_CERTIFIED,False,5,"[[""0"",2],[""1"",21],[""2"",34],[""3"",37],[""4"",41],[""5"",null],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""3"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""4"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""5"",""TIMEOUT"",""NOT_CERTIFIED""],[""6"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""7"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""8"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""9"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""]]",83,6,243,243,0.002194253,30.483089750,30.482428260,0.000281345,0.000292055,0.001674425,30.487531828,False,True,True,True,
TIMEOUT_REQUEST,999a2ee060a5a205238f3ea85bc62db4f78a449ff3ae84bbfd79732b84869b82,36ef0fbb1bdb4bcfb7e44b1b5c1e23325a7fe13dda43d3ff21e5df7f6903bfe9,v93-u2-e1-t08-17ccce2d4ba7,1542967639,0.6,1,LOC_D,60,TIMEOUT,NOT_CERTIFIED,False,6,"[[""0"",2],[""1"",21],[""2"",34],[""3"",37],[""4"",41],[""5"",160],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""3"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""4"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""5"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""6"",""TIMEOUT"",""NOT_CERTIFIED""],[""7"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""8"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""9"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""]]",172,7,298,298,0.002426474,60.002168908,60.001046256,0.000321590,0.000287336,0.001681860,60.006886168,False,False,False,True,
TIMEOUT_REQUEST,2d582169191d2594e591cd10b12afecc0c9705d3ec29259eab1220d133bfaf5d,2ddbfeb995e137dc977bd4ccacf9772cb75fb82045c490cd3ff41087fd9f2d1b,v93-u2-e1-t08-17ccce2d4ba7,1542967639,0.6,1,LOC_THETA_LOC,30,TIMEOUT,NOT_CERTIFIED,False,5,"[[""0"",2],[""1"",21],[""2"",34],[""3"",37],[""4"",39],[""5"",null],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""3"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""4"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""5"",""TIMEOUT"",""NOT_CERTIFIED""],[""6"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""7"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""8"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""9"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""]]",46,6,239,239,0.002065277,30.448104146,30.447454351,0.000271626,0.000284801,0.001572301,30.452298151,False,True,True,True,
TIMEOUT_REQUEST,2d582169191d2594e591cd10b12afecc0c9705d3ec29259eab1220d133bfaf5d,2ddbfeb995e137dc977bd4ccacf9772cb75fb82045c490cd3ff41087fd9f2d1b,v93-u2-e1-t08-17ccce2d4ba7,1542967639,0.6,1,LOC_THETA_LOC,60,NO_CANDIDATE,NOT_CERTIFIED,False,9,"[[""0"",2],[""1"",21],[""2"",34],[""3"",37],[""4"",39],[""5"",125],[""6"",47],[""7"",100],[""8"",92],[""9"",null]]","[[""0"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""3"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""4"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""5"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""6"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""7"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""8"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""9"",""NO_CANDIDATE"",""NOT_CERTIFIED""]]",319,9,497,497,0.002139047,57.176629019,57.175309525,0.000289560,0.000383989,0.002209463,57.181651078,False,False,False,True,
TIMEOUT_REQUEST,68440c815e523d5a77af0e5918499ac11de2265784692c4c73327dc3b1afb07a,f010b11c6dda94c3ea788d14cbbd5cda5c019383103edf619d50da7757c3aed0,v93-u2-e1-t09-578372cb5af5,1256822176,0.6,1,CW_THETA_CW,30,COMPLETED,CERTIFIED_TASKSET,True,,"[[""0"",29],[""1"",7],[""2"",4],[""3"",42],[""4"",41],[""5"",60],[""6"",143],[""7"",74],[""8"",68],[""9"",78]]","[[""0"",""CANDIDATE_FOUND"",""CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""CERTIFIED""],[""3"",""CANDIDATE_FOUND"",""CERTIFIED""],[""4"",""CANDIDATE_FOUND"",""CERTIFIED""],[""5"",""CANDIDATE_FOUND"",""CERTIFIED""],[""6"",""CANDIDATE_FOUND"",""CERTIFIED""],[""7"",""CANDIDATE_FOUND"",""CERTIFIED""],[""8"",""CANDIDATE_FOUND"",""CERTIFIED""],[""9"",""CANDIDATE_FOUND"",""CERTIFIED""]]",304,10,546,546,0.003249978,28.946548200,28.945546725,0.000380683,0.000407053,0.002069434,28.952655348,False,False,False,False,
TIMEOUT_REQUEST,216edf7f6bdecac0c95a7e9c52b54fe4cde69c6e2ae2de6f8e2477c34fcc33c2,16628e337e4365c2767408bab9b58860dc6586af69915a0d3b93250c04303c00,v93-u2-e1-t09-578372cb5af5,1256822176,0.6,1,LOC_THETA_LOC,30,TIMEOUT,NOT_CERTIFIED,False,9,"[[""0"",29],[""1"",7],[""2"",4],[""3"",42],[""4"",41],[""5"",60],[""6"",143],[""7"",74],[""8"",68],[""9"",null]]","[[""0"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""3"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""4"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""5"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""6"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""7"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""8"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""9"",""TIMEOUT"",""NOT_CERTIFIED""]]",304,10,528,528,0.002371545,30.002291239,30.001196691,0.000437300,0.000326220,0.002094954,30.007521258,False,False,False,True,
TIMEOUT_REQUEST,216edf7f6bdecac0c95a7e9c52b54fe4cde69c6e2ae2de6f8e2477c34fcc33c2,16628e337e4365c2767408bab9b58860dc6586af69915a0d3b93250c04303c00,v93-u2-e1-t09-578372cb5af5,1256822176,0.6,1,LOC_THETA_LOC,60,COMPLETED,CERTIFIED_TASKSET,True,,"[[""0"",29],[""1"",7],[""2"",4],[""3"",42],[""4"",41],[""5"",60],[""6"",143],[""7"",74],[""8"",68],[""9"",78]]","[[""0"",""CANDIDATE_FOUND"",""CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""CERTIFIED""],[""3"",""CANDIDATE_FOUND"",""CERTIFIED""],[""4"",""CANDIDATE_FOUND"",""CERTIFIED""],[""5"",""CANDIDATE_FOUND"",""CERTIFIED""],[""6"",""CANDIDATE_FOUND"",""CERTIFIED""],[""7"",""CANDIDATE_FOUND"",""CERTIFIED""],[""8"",""CANDIDATE_FOUND"",""CERTIFIED""],[""9"",""CANDIDATE_FOUND"",""CERTIFIED""]]",304,10,546,546,0.002438186,26.516457940,26.515666558,0.000330607,0.000478148,0.003492684,26.523197565,False,False,False,False,
NON_TIMEOUT_CONTROL,21d757f75680b8aba95f3516fbeca8efc503e6e740ed2539f51cd3578e7a02b3,701f9695e340840e8ce49b0a774c64ede43868c749abbc1edacc0e292c1dad86,v93-u0-e1-t00-f8b4c71f0699,1275494143,0.2,1,CW_D,30,COMPLETED,CERTIFIED_TASKSET,True,,"[[""0"",4],[""1"",1],[""2"",2],[""3"",6],[""4"",13],[""5"",17],[""6"",31],[""7"",32],[""8"",36],[""9"",71]]","[[""0"",""CANDIDATE_FOUND"",""CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""CERTIFIED""],[""3"",""CANDIDATE_FOUND"",""CERTIFIED""],[""4"",""CANDIDATE_FOUND"",""CERTIFIED""],[""5"",""CANDIDATE_FOUND"",""CERTIFIED""],[""6"",""CANDIDATE_FOUND"",""CERTIFIED""],[""7"",""CANDIDATE_FOUND"",""CERTIFIED""],[""8"",""CANDIDATE_FOUND"",""CERTIFIED""],[""9"",""CANDIDATE_FOUND"",""CERTIFIED""]]",118,10,213,213,0.003591340,1.072744549,1.072711081,0.000288858,0.000378559,0.001732168,1.078735474,False,True,True,True,
NON_TIMEOUT_CONTROL,ab95aac671a98f46926e628a2fce3ffc0e7a9610818aeccd38653d89e080343c,be5da115ab75ec61e8c1468842e625941260d971a1b6c87e4fad9bee06e71361,v93-u2-e1-t09-578372cb5af5,1256822176,0.6,1,CW_D,30,NO_CANDIDATE,NOT_CERTIFIED,False,6,"[[""0"",29],[""1"",7],[""2"",4],[""3"",42],[""4"",45],[""5"",71],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""3"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""4"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""5"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""6"",""NO_CANDIDATE"",""NOT_CERTIFIED""],[""7"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""8"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""9"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""]]",144,6,198,198,0.002811229,11.944975941,11.944537748,0.000248552,0.000544635,0.001301145,11.949881502,False,True,True,True,
NON_TIMEOUT_CONTROL,b856b64e404788f934e5ce8fa3b9299e04dad8a971b0e6dfe406d0cb3fc087bb,29296dffa15ff5f239c541773a219772bfc2218bfd1047c76f65e5a6c083a992,v93-u0-e1-t00-f8b4c71f0699,1275494143,0.2,1,LOC_D,30,COMPLETED,CERTIFIED_TASKSET,True,,"[[""0"",4],[""1"",1],[""2"",2],[""3"",6],[""4"",13],[""5"",17],[""6"",31],[""7"",32],[""8"",36],[""9"",71]]","[[""0"",""CANDIDATE_FOUND"",""CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""CERTIFIED""],[""3"",""CANDIDATE_FOUND"",""CERTIFIED""],[""4"",""CANDIDATE_FOUND"",""CERTIFIED""],[""5"",""CANDIDATE_FOUND"",""CERTIFIED""],[""6"",""CANDIDATE_FOUND"",""CERTIFIED""],[""7"",""CANDIDATE_FOUND"",""CERTIFIED""],[""8"",""CANDIDATE_FOUND"",""CERTIFIED""],[""9"",""CANDIDATE_FOUND"",""CERTIFIED""]]",118,10,213,213,0.002577521,1.110006330,1.109986319,0.000299379,0.000322161,0.001800094,1.115005485,False,True,True,True,
NON_TIMEOUT_CONTROL,5c7bbbcf44eea26ab32484e7b29ace308370969bc85b4ebe2bc761d56db9bdf6,9ae35b53f0fb624a1d4c8f94e648a1b299c2122215c16461e5be3725be37e44a,v93-u2-e1-t09-578372cb5af5,1256822176,0.6,1,LOC_D,30,NO_CANDIDATE,NOT_CERTIFIED,False,6,"[[""0"",29],[""1"",7],[""2"",4],[""3"",42],[""4"",45],[""5"",71],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""3"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""4"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""5"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""6"",""NO_CANDIDATE"",""NOT_CERTIFIED""],[""7"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""8"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""9"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""]]",144,6,198,198,0.003196189,11.845523574,11.845204915,0.000277056,0.000333643,0.002157044,11.851487506,False,True,True,True,
NON_TIMEOUT_CONTROL,bef25630c3f5d817195b9b2a93f515d94a8825c8334ded2061a501c13b36f022,654ed3ac578fa3bb53539756b82fb3fe5fbf648b4ad4fc937c88a61a993e2368,v93-u0-e1-t00-f8b4c71f0699,1275494143,0.2,1,CW_THETA_CW,30,COMPLETED,CERTIFIED_TASKSET,True,,"[[""0"",4],[""1"",1],[""2"",2],[""3"",6],[""4"",12],[""5"",14],[""6"",24],[""7"",20],[""8"",21],[""9"",53]]","[[""0"",""CANDIDATE_FOUND"",""CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""CERTIFIED""],[""3"",""CANDIDATE_FOUND"",""CERTIFIED""],[""4"",""CANDIDATE_FOUND"",""CERTIFIED""],[""5"",""CANDIDATE_FOUND"",""CERTIFIED""],[""6"",""CANDIDATE_FOUND"",""CERTIFIED""],[""7"",""CANDIDATE_FOUND"",""CERTIFIED""],[""8"",""CANDIDATE_FOUND"",""CERTIFIED""],[""9"",""CANDIDATE_FOUND"",""CERTIFIED""]]",62,10,157,157,0.002344052,0.700287736,0.700264731,0.000268119,0.000306412,0.001592214,0.704798533,False,True,True,True,
NON_TIMEOUT_CONTROL,4e86a5f186bdf803632da3f41671e3549021badfec61a2c2842c3a9b9c0e0d3c,d4c2f163148a93382f61a7d5f200abc125e64058fc74936f0a15fa907017ead5,v93-u2-e1-t00-0dbe5034b87f,1926685825,0.6,1,CW_THETA_CW,30,NO_CANDIDATE,NOT_CERTIFIED,False,9,"[[""0"",35],[""1"",6],[""2"",25],[""3"",7],[""4"",7],[""5"",12],[""6"",53],[""7"",88],[""8"",50],[""9"",null]]","[[""0"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""3"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""4"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""5"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""6"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""7"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""8"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""9"",""NO_CANDIDATE"",""NOT_CERTIFIED""]]",189,9,283,283,0.002198065,14.247710698,14.247276567,0.000284700,0.000367097,0.001647554,14.252208114,False,True,True,True,
NON_TIMEOUT_CONTROL,57c261e23be2d7da01af0e353cff92733f990874f9cadeb3f714d3f8b07d264e,444234783e619331aba8226ab61d65daf9527ec2a104f0778abc97ac99921e56,v93-u0-e1-t00-f8b4c71f0699,1275494143,0.2,1,LOC_THETA_CW,30,COMPLETED,CERTIFIED_TASKSET,True,,"[[""0"",4],[""1"",1],[""2"",2],[""3"",6],[""4"",12],[""5"",14],[""6"",24],[""7"",20],[""8"",21],[""9"",53]]","[[""0"",""CANDIDATE_FOUND"",""CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""CERTIFIED""],[""3"",""CANDIDATE_FOUND"",""CERTIFIED""],[""4"",""CANDIDATE_FOUND"",""CERTIFIED""],[""5"",""CANDIDATE_FOUND"",""CERTIFIED""],[""6"",""CANDIDATE_FOUND"",""CERTIFIED""],[""7"",""CANDIDATE_FOUND"",""CERTIFIED""],[""8"",""CANDIDATE_FOUND"",""CERTIFIED""],[""9"",""CANDIDATE_FOUND"",""CERTIFIED""]]",62,10,157,157,0.002325523,0.687249427,0.687233183,0.000292716,0.000353943,0.001534999,0.691756608,False,True,True,True,
NON_TIMEOUT_CONTROL,9f31c5296b9a82318f84fbd29e3a5935d606d17049c35f4703cfbe39b91e5d77,75f3665a0a2c97d96a7ecb5c1fca1681d5e06bd1ac283ed47436245979b091b2,v93-u2-e1-t06-74861e481f42,1727304055,0.6,1,LOC_THETA_CW,30,COMPLETED,CERTIFIED_TASKSET,True,,"[[""0"",22],[""1"",1],[""2"",30],[""3"",33],[""4"",7],[""5"",70],[""6"",39],[""7"",49],[""8"",60],[""9"",110]]","[[""0"",""CANDIDATE_FOUND"",""CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""CERTIFIED""],[""3"",""CANDIDATE_FOUND"",""CERTIFIED""],[""4"",""CANDIDATE_FOUND"",""CERTIFIED""],[""5"",""CANDIDATE_FOUND"",""CERTIFIED""],[""6"",""CANDIDATE_FOUND"",""CERTIFIED""],[""7"",""CANDIDATE_FOUND"",""CERTIFIED""],[""8"",""CANDIDATE_FOUND"",""CERTIFIED""],[""9"",""CANDIDATE_FOUND"",""CERTIFIED""]]",203,10,421,421,0.002023324,11.617041477,11.616777602,0.000274170,0.000399679,0.001608667,11.621347317,False,True,True,True,
NON_TIMEOUT_CONTROL,b35df8c84802c96d5a0279d4924285785120b7f06a44016e95ede7444724261a,4306277546f1a98b96053a2137932b22d47bd4713787070a3fa05483f0697f7d,v93-u0-e1-t00-f8b4c71f0699,1275494143,0.2,1,LOC_THETA_LOC,30,COMPLETED,CERTIFIED_TASKSET,True,,"[[""0"",4],[""1"",1],[""2"",2],[""3"",6],[""4"",12],[""5"",14],[""6"",24],[""7"",20],[""8"",21],[""9"",53]]","[[""0"",""CANDIDATE_FOUND"",""CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""CERTIFIED""],[""3"",""CANDIDATE_FOUND"",""CERTIFIED""],[""4"",""CANDIDATE_FOUND"",""CERTIFIED""],[""5"",""CANDIDATE_FOUND"",""CERTIFIED""],[""6"",""CANDIDATE_FOUND"",""CERTIFIED""],[""7"",""CANDIDATE_FOUND"",""CERTIFIED""],[""8"",""CANDIDATE_FOUND"",""CERTIFIED""],[""9"",""CANDIDATE_FOUND"",""CERTIFIED""]]",62,10,157,157,0.002775426,0.697108883,0.697083809,0.000284660,0.000366506,0.002143006,0.702678481,False,True,True,True,
NON_TIMEOUT_CONTROL,923996541d89ccf1c00c93072eb3ee95d9440141a9f5e6bb7eeecc40668f0b9a,3da001d07757925267d47d694b848c3f49dfe2ece4506892dfa79f486a9feb72,v93-u2-e1-t00-0dbe5034b87f,1926685825,0.6,1,LOC_THETA_LOC,30,NO_CANDIDATE,NOT_CERTIFIED,False,9,"[[""0"",35],[""1"",6],[""2"",25],[""3"",7],[""4"",7],[""5"",12],[""6"",53],[""7"",88],[""8"",50],[""9"",null]]","[[""0"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""3"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""4"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""5"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""6"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""7"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""8"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""9"",""NO_CANDIDATE"",""NOT_CERTIFIED""]]",189,9,283,283,0.002481646,14.467355775,14.466947943,0.000279751,0.000406903,0.001617523,14.472141598,False,True,True,True,
