phase,structure,cell_id,U_norm,taskset_id,relation,task_id,priority_rank,complete_candidate,local_candidate,improvement,status,envelope_common_count,envelope_strict_count,envelope_equal_count,envelope_violation_count,local_only_closure_count,q_plus_h_equals_w_count
SCREENING,S1,S1-U0.4,0.4,v93-p2-screening-s1-u0-t04-935baf6ed992,RECURSIVE_CARRY_IN,6,6,17,17,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.4,0.4,v93-p2-screening-s1-u0-t04-935baf6ed992,RECURSIVE_CARRY_IN,7,7,56,56,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.4,0.4,v93-p2-screening-s1-u0-t04-935baf6ed992,RECURSIVE_CARRY_IN,8,8,42,42,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.4,0.4,v93-p2-screening-s1-u0-t04-935baf6ed992,RECURSIVE_CARRY_IN,9,9,62,62,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t00-eb9a9b0a21aa,DEADLINE_CARRY_IN,0,0,10,10,0,EQUAL,10,0,10,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t00-eb9a9b0a21aa,DEADLINE_CARRY_IN,1,1,50,50,0,EQUAL,50,0,50,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t00-eb9a9b0a21aa,DEADLINE_CARRY_IN,2,2,28,28,0,EQUAL,28,0,28,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t00-eb9a9b0a21aa,DEADLINE_CARRY_IN,3,3,22,22,0,EQUAL,22,0,22,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t00-eb9a9b0a21aa,DEADLINE_CARRY_IN,4,4,51,51,0,EQUAL,51,0,51,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t00-eb9a9b0a21aa,DEADLINE_CARRY_IN,5,5,,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t00-eb9a9b0a21aa,DEADLINE_CARRY_IN,6,6,,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t00-eb9a9b0a21aa,DEADLINE_CARRY_IN,7,7,,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t00-eb9a9b0a21aa,DEADLINE_CARRY_IN,8,8,,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t00-eb9a9b0a21aa,DEADLINE_CARRY_IN,9,9,,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t00-eb9a9b0a21aa,FIXED_CW_CARRY_IN,0,0,10,10,0,EQUAL,10,0,10,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t00-eb9a9b0a21aa,FIXED_CW_CARRY_IN,1,1,50,50,0,EQUAL,50,0,50,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t00-eb9a9b0a21aa,FIXED_CW_CARRY_IN,2,2,28,28,0,EQUAL,28,0,28,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t00-eb9a9b0a21aa,FIXED_CW_CARRY_IN,3,3,22,22,0,EQUAL,22,0,22,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t00-eb9a9b0a21aa,FIXED_CW_CARRY_IN,4,4,41,41,0,EQUAL,41,0,41,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t00-eb9a9b0a21aa,FIXED_CW_CARRY_IN,5,5,142,142,0,EQUAL,142,113,29,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t00-eb9a9b0a21aa,FIXED_CW_CARRY_IN,6,6,90,90,0,EQUAL,90,0,90,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t00-eb9a9b0a21aa,FIXED_CW_CARRY_IN,7,7,75,75,0,EQUAL,75,0,75,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t00-eb9a9b0a21aa,FIXED_CW_CARRY_IN,8,8,77,77,0,EQUAL,77,0,77,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t00-eb9a9b0a21aa,FIXED_CW_CARRY_IN,9,9,91,91,0,EQUAL,91,69,22,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t00-eb9a9b0a21aa,RECURSIVE_CARRY_IN,0,0,10,10,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t00-eb9a9b0a21aa,RECURSIVE_CARRY_IN,1,1,50,50,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t00-eb9a9b0a21aa,RECURSIVE_CARRY_IN,2,2,28,28,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t00-eb9a9b0a21aa,RECURSIVE_CARRY_IN,3,3,22,22,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t00-eb9a9b0a21aa,RECURSIVE_CARRY_IN,4,4,41,41,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t00-eb9a9b0a21aa,RECURSIVE_CARRY_IN,5,5,142,142,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t00-eb9a9b0a21aa,RECURSIVE_CARRY_IN,6,6,90,90,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t00-eb9a9b0a21aa,RECURSIVE_CARRY_IN,7,7,75,75,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t00-eb9a9b0a21aa,RECURSIVE_CARRY_IN,8,8,77,77,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t00-eb9a9b0a21aa,RECURSIVE_CARRY_IN,9,9,91,91,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t01-270d168f9e75,DEADLINE_CARRY_IN,0,0,2,2,0,EQUAL,2,0,2,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t01-270d168f9e75,DEADLINE_CARRY_IN,1,1,28,28,0,EQUAL,28,0,28,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t01-270d168f9e75,DEADLINE_CARRY_IN,2,2,12,12,0,EQUAL,12,0,12,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t01-270d168f9e75,DEADLINE_CARRY_IN,3,3,22,22,0,EQUAL,22,0,22,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t01-270d168f9e75,DEADLINE_CARRY_IN,4,4,24,24,0,EQUAL,24,0,24,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t01-270d168f9e75,DEADLINE_CARRY_IN,5,5,49,49,0,EQUAL,49,42,7,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t01-270d168f9e75,DEADLINE_CARRY_IN,6,6,61,61,0,EQUAL,61,34,27,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t01-270d168f9e75,DEADLINE_CARRY_IN,7,7,105,105,0,EQUAL,105,79,26,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t01-270d168f9e75,DEADLINE_CARRY_IN,8,8,113,113,0,EQUAL,113,88,25,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t01-270d168f9e75,DEADLINE_CARRY_IN,9,9,,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t01-270d168f9e75,FIXED_CW_CARRY_IN,0,0,2,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t01-270d168f9e75,FIXED_CW_CARRY_IN,1,1,28,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t01-270d168f9e75,FIXED_CW_CARRY_IN,2,2,12,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t01-270d168f9e75,FIXED_CW_CARRY_IN,3,3,22,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t01-270d168f9e75,FIXED_CW_CARRY_IN,4,4,22,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t01-270d168f9e75,FIXED_CW_CARRY_IN,5,5,33,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t01-270d168f9e75,FIXED_CW_CARRY_IN,6,6,36,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t01-270d168f9e75,FIXED_CW_CARRY_IN,7,7,71,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t01-270d168f9e75,FIXED_CW_CARRY_IN,8,8,65,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t01-270d168f9e75,FIXED_CW_CARRY_IN,9,9,,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t01-270d168f9e75,RECURSIVE_CARRY_IN,0,0,2,2,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t01-270d168f9e75,RECURSIVE_CARRY_IN,1,1,28,28,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t01-270d168f9e75,RECURSIVE_CARRY_IN,2,2,12,12,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t01-270d168f9e75,RECURSIVE_CARRY_IN,3,3,22,22,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t01-270d168f9e75,RECURSIVE_CARRY_IN,4,4,22,22,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t01-270d168f9e75,RECURSIVE_CARRY_IN,5,5,33,33,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t01-270d168f9e75,RECURSIVE_CARRY_IN,6,6,36,36,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t01-270d168f9e75,RECURSIVE_CARRY_IN,7,7,71,71,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t01-270d168f9e75,RECURSIVE_CARRY_IN,8,8,65,65,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t01-270d168f9e75,RECURSIVE_CARRY_IN,9,9,,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t02-1d629ff79f83,DEADLINE_CARRY_IN,0,0,22,22,0,EQUAL,22,0,22,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t02-1d629ff79f83,DEADLINE_CARRY_IN,1,1,22,22,0,EQUAL,22,0,22,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t02-1d629ff79f83,DEADLINE_CARRY_IN,2,2,24,24,0,EQUAL,24,0,24,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t02-1d629ff79f83,DEADLINE_CARRY_IN,3,3,5,5,0,EQUAL,5,0,5,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t02-1d629ff79f83,DEADLINE_CARRY_IN,4,4,24,24,0,EQUAL,24,0,24,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t02-1d629ff79f83,DEADLINE_CARRY_IN,5,5,,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t02-1d629ff79f83,DEADLINE_CARRY_IN,6,6,,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t02-1d629ff79f83,DEADLINE_CARRY_IN,7,7,,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t02-1d629ff79f83,DEADLINE_CARRY_IN,8,8,,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t02-1d629ff79f83,DEADLINE_CARRY_IN,9,9,,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t02-1d629ff79f83,FIXED_CW_CARRY_IN,0,0,22,22,0,EQUAL,22,0,22,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t02-1d629ff79f83,FIXED_CW_CARRY_IN,1,1,22,22,0,EQUAL,22,0,22,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t02-1d629ff79f83,FIXED_CW_CARRY_IN,2,2,24,24,0,EQUAL,24,0,24,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t02-1d629ff79f83,FIXED_CW_CARRY_IN,3,3,5,5,0,EQUAL,5,0,5,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t02-1d629ff79f83,FIXED_CW_CARRY_IN,4,4,19,19,0,EQUAL,19,0,19,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t02-1d629ff79f83,FIXED_CW_CARRY_IN,5,5,100,100,0,EQUAL,100,75,25,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t02-1d629ff79f83,FIXED_CW_CARRY_IN,6,6,74,74,0,EQUAL,74,33,41,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t02-1d629ff79f83,FIXED_CW_CARRY_IN,7,7,50,50,0,EQUAL,50,0,50,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t02-1d629ff79f83,FIXED_CW_CARRY_IN,8,8,157,157,0,EQUAL,157,132,25,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t02-1d629ff79f83,FIXED_CW_CARRY_IN,9,9,83,83,0,EQUAL,83,49,34,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t02-1d629ff79f83,RECURSIVE_CARRY_IN,0,0,22,22,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t02-1d629ff79f83,RECURSIVE_CARRY_IN,1,1,22,22,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t02-1d629ff79f83,RECURSIVE_CARRY_IN,2,2,24,24,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t02-1d629ff79f83,RECURSIVE_CARRY_IN,3,3,5,5,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t02-1d629ff79f83,RECURSIVE_CARRY_IN,4,4,19,19,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t02-1d629ff79f83,RECURSIVE_CARRY_IN,5,5,100,100,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t02-1d629ff79f83,RECURSIVE_CARRY_IN,6,6,74,74,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t02-1d629ff79f83,RECURSIVE_CARRY_IN,7,7,50,50,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t02-1d629ff79f83,RECURSIVE_CARRY_IN,8,8,157,157,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t02-1d629ff79f83,RECURSIVE_CARRY_IN,9,9,83,83,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t03-f8a725eeb7dd,DEADLINE_CARRY_IN,0,0,11,11,0,EQUAL,11,0,11,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t03-f8a725eeb7dd,DEADLINE_CARRY_IN,1,1,27,27,0,EQUAL,27,0,27,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t03-f8a725eeb7dd,DEADLINE_CARRY_IN,2,2,72,72,0,EQUAL,72,0,72,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t03-f8a725eeb7dd,DEADLINE_CARRY_IN,3,3,40,40,0,EQUAL,40,0,40,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t03-f8a725eeb7dd,DEADLINE_CARRY_IN,4,4,40,40,0,EQUAL,40,0,40,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t03-f8a725eeb7dd,DEADLINE_CARRY_IN,5,5,77,77,0,EQUAL,77,0,77,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t03-f8a725eeb7dd,DEADLINE_CARRY_IN,6,6,93,93,0,EQUAL,93,0,93,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t03-f8a725eeb7dd,DEADLINE_CARRY_IN,7,7,127,127,0,EQUAL,127,0,127,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t03-f8a725eeb7dd,DEADLINE_CARRY_IN,8,8,,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t03-f8a725eeb7dd,DEADLINE_CARRY_IN,9,9,,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t03-f8a725eeb7dd,FIXED_CW_CARRY_IN,0,0,11,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t03-f8a725eeb7dd,FIXED_CW_CARRY_IN,1,1,27,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t03-f8a725eeb7dd,FIXED_CW_CARRY_IN,2,2,72,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t03-f8a725eeb7dd,FIXED_CW_CARRY_IN,3,3,40,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t03-f8a725eeb7dd,FIXED_CW_CARRY_IN,4,4,29,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t03-f8a725eeb7dd,FIXED_CW_CARRY_IN,5,5,44,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t03-f8a725eeb7dd,FIXED_CW_CARRY_IN,6,6,54,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t03-f8a725eeb7dd,FIXED_CW_CARRY_IN,7,7,81,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t03-f8a725eeb7dd,FIXED_CW_CARRY_IN,8,8,,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t03-f8a725eeb7dd,FIXED_CW_CARRY_IN,9,9,,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t03-f8a725eeb7dd,RECURSIVE_CARRY_IN,0,0,11,11,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t03-f8a725eeb7dd,RECURSIVE_CARRY_IN,1,1,27,27,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t03-f8a725eeb7dd,RECURSIVE_CARRY_IN,2,2,72,72,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t03-f8a725eeb7dd,RECURSIVE_CARRY_IN,3,3,40,40,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t03-f8a725eeb7dd,RECURSIVE_CARRY_IN,4,4,29,29,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t03-f8a725eeb7dd,RECURSIVE_CARRY_IN,5,5,44,44,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t03-f8a725eeb7dd,RECURSIVE_CARRY_IN,6,6,54,54,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t03-f8a725eeb7dd,RECURSIVE_CARRY_IN,7,7,81,81,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t03-f8a725eeb7dd,RECURSIVE_CARRY_IN,8,8,,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t03-f8a725eeb7dd,RECURSIVE_CARRY_IN,9,9,,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t04-6e5517f99d93,DEADLINE_CARRY_IN,0,0,7,7,0,EQUAL,7,0,7,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t04-6e5517f99d93,DEADLINE_CARRY_IN,1,1,10,10,0,EQUAL,10,0,10,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t04-6e5517f99d93,DEADLINE_CARRY_IN,2,2,65,65,0,EQUAL,65,44,21,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t04-6e5517f99d93,DEADLINE_CARRY_IN,3,3,9,9,0,EQUAL,9,0,9,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t04-6e5517f99d93,DEADLINE_CARRY_IN,4,4,38,38,0,EQUAL,38,0,38,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t04-6e5517f99d93,DEADLINE_CARRY_IN,5,5,51,51,0,EQUAL,51,0,51,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t04-6e5517f99d93,DEADLINE_CARRY_IN,6,6,62,62,0,EQUAL,62,45,17,0,0,1
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t04-6e5517f99d93,DEADLINE_CARRY_IN,7,7,,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t04-6e5517f99d93,DEADLINE_CARRY_IN,8,8,,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t04-6e5517f99d93,DEADLINE_CARRY_IN,9,9,,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t04-6e5517f99d93,FIXED_CW_CARRY_IN,0,0,7,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t04-6e5517f99d93,FIXED_CW_CARRY_IN,1,1,10,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t04-6e5517f99d93,FIXED_CW_CARRY_IN,2,2,65,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t04-6e5517f99d93,FIXED_CW_CARRY_IN,3,3,9,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t04-6e5517f99d93,FIXED_CW_CARRY_IN,4,4,31,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t04-6e5517f99d93,FIXED_CW_CARRY_IN,5,5,38,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t04-6e5517f99d93,FIXED_CW_CARRY_IN,6,6,35,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t04-6e5517f99d93,FIXED_CW_CARRY_IN,7,7,,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t04-6e5517f99d93,FIXED_CW_CARRY_IN,8,8,,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t04-6e5517f99d93,FIXED_CW_CARRY_IN,9,9,,,,NOT_APPLICABLE,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t04-6e5517f99d93,RECURSIVE_CARRY_IN,0,0,7,7,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t04-6e5517f99d93,RECURSIVE_CARRY_IN,1,1,10,10,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t04-6e5517f99d93,RECURSIVE_CARRY_IN,2,2,65,65,0,EQUAL,0,0,0,0,0,0
SCREENING,S1,S1-U0.6,0.6,v93-p2-screening-s1-u1-t04-6e5517f99d93,RECURSIVE_CARRY_IN,3,3,9,9,0,EQUAL,0,0,0,0,0,0
