request_id,cell_id,taskset_id,taskset_hash,trace_id,trace_hash,trace_scale,segment_id,scheduler_id,status,reason,comparison_eligible,horizon,horizon_censoring,runtime_seconds,maximum_observed_response_time,missed_jobs,energy_blocked_ticks,harvested_energy_j,consumed_energy_j,battery_minimum_j,battery_maximum_j,battery_trajectory_json
a29e7aad9b00789dd853b42ba5fab3d91903a9173f4cd4f2ed3cbb4cb1e2598f,41f34dd994ed7b46de0de9c3a7da5f3c7016af2055b2760a088a83df9364a525,v93-37de4b1c56-t00000-711d8359e8b3,711d8359e8b3a6163b8c2c29e1e5f9d68cad486f56ab885f26a9776feaabba97,ext2-synthetic-smoke-v1:segment:0:3:scale:1:resampled:60000000000ns,039c201a3a2c58f5bfc1420907b7532715561f33ecc3e9756753f6ea9d3bf008,1,6c4ed46666f2d544fc7a21367562124d7b5448c7ce1d865f82ae1658fcd54c63,gpfp_asap_block,SIM_PASS_OBSERVED,minimum_jobs_observed,True,300,False,0.226588950,28,0,0,0.29,0.087978,20.0,20.202,"[{""energy_j"":20.0,""time"":0},{""energy_j"":20.0,""time"":0},{""energy_j"":20.0009,""time"":2},{""energy_j"":20.0018,""time"":2},{""energy_j"":20.0036,""time"":5},{""energy_j"":20.0045,""time"":5},{""energy_j"":20.0045,""time"":6},{""energy_j"":20.0045,""time"":6},{""energy_j"":20.0053,""time"":6},{""energy_j"":20.0053,""time"":7},{""energy_j"":20.0053,""time"":7},{""energy_j"":20.0063,""time"":8},{""energy_j"":20.0069,""time"":8},{""energy_j"":20.008,""time"":11},{""energy_j"":20.007900000000003,""time"":11},{""energy_j"":20.007900000000003,""time"":12},{""energy_j"":20.0073,""time"":12},{""energy_j"":20.0073,""time"":13},{""energy_j"":20.0073,""time"":13},{""energy_j"":20.0073,""time"":13},{""energy_j"":20.006400000000003,""time"":13},{""energy_j"":20.0038,""time"":17},{""energy_j"":20.0035,""time"":17},{""energy_j"":20.0031,""time"":19},{""energy_j"":20.0045,""time"":23},{""energy_j"":20.0053,""time"":25},{""energy_j"":20.0119,""time"":40},{""energy_j"":20.021900000000002,""time"":50},{""energy_j"":20.0229,""time"":50},{""energy_j"":20.0305,""time"":59},{""energy_j"":20.0314,""time"":59},{""energy_j"":20.0323,""time"":61},{""energy_j"":20.0323,""time"":61},{""energy_j"":20.0326,""time"":61},{""energy_j"":20.0334,""time"":65},{""energy_j"":20.034599999999998,""time"":69},{""energy_j"":20.057599999999997,""time"":92},{""energy_j"":20.0582,""time"":92},{""energy_j"":20.0607,""time"":97},{""energy_j"":20.0607,""time"":97},{""energy_j"":20.0607,""time"":97},{""energy_j"":20.0611,""time"":97},{""energy_j"":20.0611,""time"":97},{""energy_j"":20.0623,""time"":101},{""energy_j"":20.0623,""time"":101},{""energy_j"":20.0723,""time"":111},{""energy_j"":20.072599999999998,""time"":111},{""energy_j"":20.0729,""time"":113},{""energy_j"":20.0731,""time"":113},{""energy_j"":20.073400000000003,""time"":115},{""energy_j"":20.0746,""time"":119},{""energy_j"":20.0906,""time"":135},{""energy_j"":20.0916,""time"":135},{""energy_j"":20.0963,""time"":141},{""energy_j"":20.0972,""time"":141},{""energy_j"":20.102700000000002,""time"":148},{""energy_j"":20.108400000000003,""time"":154},{""energy_j"":20.1154,""time"":161},{""energy_j"":20.1157,""time"":161},{""energy_j"":20.1172,""time"":167},{""energy_j"":20.1175,""time"":167},{""energy_j"":20.1177,""time"":169},{""energy_j"":20.1177,""time"":169},{""energy_j"":20.1247,""time"":176},{""energy_j"":20.125400000000003,""time"":176},{""energy_j"":20.1279,""time"":181},{""energy_j"":20.1279,""time"":181},{""energy_j"":20.1283,""time"":181},{""energy_j"":20.1296,""time"":185},{""energy_j"":20.136599999999998,""time"":192},{""energy_j"":20.1376,""time"":192},{""energy_j"":20.1405,""time"":196},{""energy_j"":20.1445,""time"":200},{""energy_j"":20.1449,""time"":200},{""energy_j"":20.1462,""time"":204},{""energy_j"":20.1466,""time"":204},{""energy_j"":20.1486,""time"":210},{""energy_j"":20.149,""time"":211},{""energy_j"":20.148799999999998,""time"":211},{""energy_j"":20.147,""time"":219},{""energy_j"":20.1479,""time"":221},{""energy_j"":20.1483,""time"":221},{""energy_j"":20.1487,""time"":223},{""energy_j"":20.1509,""time"":228},{""energy_j"":20.167900000000003,""time"":245},{""energy_j"":20.1688,""time"":245},{""energy_j"":20.1822,""time"":260},{""energy_j"":20.1822,""time"":260},{""energy_j"":20.1828,""time"":260},{""energy_j"":20.1828,""time"":261},{""energy_j"":20.1827,""time"":261},{""energy_j"":20.182599999999997,""time"":264},{""energy_j"":20.1825,""time"":264},{""energy_j"":20.1825,""time"":265},{""energy_j"":20.1825,""time"":265},{""energy_j"":20.1822,""time"":265},{""energy_j"":20.1813,""time"":269},{""energy_j"":20.1813,""time"":269},{""energy_j"":20.187,""time"":275},{""energy_j"":20.187900000000003,""time"":275},{""energy_j"":20.1888,""time"":277},{""energy_j"":20.1936,""time"":282},{""energy_j"":20.1945,""time"":282},{""energy_j"":20.1945,""time"":283},{""energy_j"":20.1983,""time"":287},{""energy_j"":20.1992,""time"":287},{""energy_j"":20.2001,""time"":289},{""energy_j"":20.202,""time"":291}]"
