phase,cell_id,utilization,exact_e0,taskset_id,relation,task_id,priority_rank,w,h,q,visited_by_complete,visited_by_local,complete_envelope,local_envelope,envelope_relation,service_value,complete_closure,local_closure,local_only_closure,predicted_interval_hit
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,8,8,31,0,14,True,True,435937500000000003/12500000000000000000,1283400000000000021/40000000000000000000,STRICT,15055570000000001/10000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,8,8,31,0,15,True,True,115232812500000001/3125000000000000000,3408450000000000053/100000000000000000000,STRICT,15444460000000001/10000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,8,8,31,0,16,True,True,97185000000000001/2500000000000000000,1771650000000000027/50000000000000000000,STRICT,7916675000000001/5000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,8,8,31,0,17,True,True,255459375000000003/6250000000000000000,735630000000000011/20000000000000000000,STRICT,16222240000000001/10000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,8,8,31,0,18,True,True,535912500000000007/12500000000000000000,476625000000000007/12500000000000000000,STRICT,8305565000000001/5000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,8,8,31,0,19,True,True,4422150000000000057/100000000000000000000,3947850000000000057/100000000000000000000,STRICT,8500010000000001/5000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,8,8,31,0,20,True,True,2278500000000000029/50000000000000000000,1631220000000000023/40000000000000000000,STRICT,8694455000000001/5000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,8,8,31,0,21,True,True,9253500000000000119/200000000000000000000,1653540000000000023/40000000000000000000,STRICT,8888900000000001/5000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,8,8,31,0,22,True,True,4696500000000000061/100000000000000000000,1675860000000000023/40000000000000000000,STRICT,9083345000000001/5000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,8,8,31,0,23,True,True,9513900000000000123/200000000000000000000,1698180000000000023/40000000000000000000,STRICT,18555580000000003/10000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,8,8,31,0,24,True,True,9625500000000000123/200000000000000000000,1720500000000000023/40000000000000000000,STRICT,9472235000000001/5000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,8,8,31,0,25,True,True,9737100000000000123/200000000000000000000,1742820000000000023/40000000000000000000,STRICT,19333360000000003/10000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,8,8,31,0,26,True,True,9848700000000000123/200000000000000000000,1793040000000000023/40000000000000000000,STRICT,9861125000000001/5000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,8,8,31,0,27,True,True,9848700000000000123/200000000000000000000,1820940000000000023/40000000000000000000,STRICT,20111140000000003/10000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,8,8,31,0,28,True,True,9848700000000000123/200000000000000000000,1848840000000000023/40000000000000000000,STRICT,10250015000000001/5000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,8,8,31,0,29,True,True,9848700000000000123/200000000000000000000,1876740000000000023/40000000000000000000,STRICT,10444460000000001/5000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,8,8,31,0,30,True,True,9848700000000000123/200000000000000000000,1926960000000000023/40000000000000000000,STRICT,5319452500000001/2500000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,8,8,31,0,31,True,True,9848700000000000123/200000000000000000000,9848700000000000123/200000000000000000000,EQUAL,21666700000000003/10000000000000000,True,True,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,9,9,25,0,1,True,True,279/100000,279/100000,EQUAL,1,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,9,9,25,0,2,True,True,279/50000,10881/2000000,STRICT,103888900000000001/100000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,9,9,25,0,3,True,True,16461/2000000,16461/2000000,EQUAL,107777800000000001/100000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,9,9,25,0,4,True,True,10881/1000000,21483/2000000,STRICT,111666700000000003/100000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,9,9,25,0,5,True,True,27063/2000000,5301/400000,STRICT,115555600000000003/100000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,9,9,25,0,6,True,True,8091/500000,31527/2000000,STRICT,59722250000000003/50000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,9,9,25,0,7,True,True,37107/2000000,222037500000000001/12500000000000000000,STRICT,123333400000000007/100000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,9,9,25,0,8,True,True,518475000000000001/25000000000000000000,123515625000000001/6250000000000000000,STRICT,25444460000000001/20000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,9,9,25,0,9,True,True,568462500000000003/25000000000000000000,272025000000000003/12500000000000000000,STRICT,65555600000000003/50000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,9,9,25,0,10,True,True,123690000000000001/5000000000000000000,74254687500000001/3125000000000000000,STRICT,13500010000000001/10000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,9,9,25,0,11,True,True,668437500000000007/25000000000000000000,64402500000000001/2500000000000000000,STRICT,13888900000000001/10000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,9,9,25,0,12,True,True,718425000000000009/25000000000000000000,173503125000000003/6250000000000000000,STRICT,142777900000000013/100000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,9,9,25,0,13,True,True,768412500000000011/25000000000000000000,752137500000000013/25000000000000000000,STRICT,73333400000000007/50000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,9,9,25,0,14,True,True,818400000000000013/25000000000000000000,1283400000000000021/40000000000000000000,STRICT,15055570000000001/10000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,9,9,25,0,15,True,True,3408450000000000053/100000000000000000000,3408450000000000053/100000000000000000000,EQUAL,15444460000000001/10000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,9,9,25,0,16,True,True,1771650000000000027/50000000000000000000,1771650000000000027/50000000000000000000,EQUAL,7916675000000001/5000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,9,9,25,0,17,True,True,735630000000000011/20000000000000000000,735630000000000011/20000000000000000000,EQUAL,16222240000000001/10000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,9,9,25,0,18,True,True,476625000000000007/12500000000000000000,476625000000000007/12500000000000000000,EQUAL,8305565000000001/5000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,9,9,25,0,19,True,True,3947850000000000057/100000000000000000000,3947850000000000057/100000000000000000000,EQUAL,8500010000000001/5000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,9,9,25,0,20,True,True,1631220000000000023/40000000000000000000,1631220000000000023/40000000000000000000,EQUAL,8694455000000001/5000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,9,9,25,0,21,True,True,1653540000000000023/40000000000000000000,1653540000000000023/40000000000000000000,EQUAL,8888900000000001/5000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,9,9,25,0,22,True,True,1675860000000000023/40000000000000000000,1675860000000000023/40000000000000000000,EQUAL,9083345000000001/5000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,9,9,25,0,23,True,True,1698180000000000023/40000000000000000000,1698180000000000023/40000000000000000000,EQUAL,18555580000000003/10000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,9,9,25,0,24,True,True,1720500000000000023/40000000000000000000,1720500000000000023/40000000000000000000,EQUAL,9472235000000001/5000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,DEADLINE_CARRY_IN,9,9,25,0,25,True,True,1742820000000000023/40000000000000000000,1742820000000000023/40000000000000000000,EQUAL,19333360000000003/10000000000000000,True,True,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,0,0,3,0,1,True,True,279/100000,279/100000,EQUAL,1,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,0,0,3,0,2,True,True,279/50000,10881/2000000,STRICT,103888900000000001/100000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,0,0,3,0,3,True,True,16461/2000000,16461/2000000,EQUAL,107777800000000001/100000000000000000,True,True,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,1,1,1,0,1,True,True,61612500000000001/25000000000000000000,61612500000000001/25000000000000000000,EQUAL,1,True,True,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,2,2,1,0,1,True,True,5301/2000000,5301/2000000,EQUAL,1,True,True,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,3,3,6,0,1,True,True,279/100000,279/100000,EQUAL,1,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,3,3,6,0,2,True,True,279/50000,10881/2000000,STRICT,103888900000000001/100000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,3,3,6,0,3,True,True,16461/2000000,16461/2000000,EQUAL,107777800000000001/100000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,3,3,6,0,4,True,True,21483/2000000,21483/2000000,EQUAL,111666700000000003/100000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,3,3,6,0,5,True,True,5301/400000,5301/400000,EQUAL,115555600000000003/100000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,3,3,6,0,6,True,True,31527/2000000,31527/2000000,EQUAL,59722250000000003/50000000000000000,True,True,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,4,4,2,0,1,True,True,279/100000,279/100000,EQUAL,1,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,4,4,2,0,2,True,True,5301/1000000,5301/1000000,EQUAL,103888900000000001/100000000000000000,True,True,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,5,5,27,0,1,True,True,5301/2000000,5301/2000000,EQUAL,1,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,5,5,27,0,2,True,True,5301/1000000,5301/1000000,EQUAL,103888900000000001/100000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,5,5,27,0,3,True,True,15903/2000000,15903/2000000,EQUAL,107777800000000001/100000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,5,5,27,0,4,True,True,5301/500000,5301/500000,EQUAL,111666700000000003/100000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,5,5,27,0,5,True,True,13113/1000000,13113/1000000,EQUAL,115555600000000003/100000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,5,5,27,0,6,True,True,385950000000000001/25000000000000000000,385950000000000001/25000000000000000000,EQUAL,59722250000000003/50000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,5,5,27,0,7,True,True,435937500000000003/25000000000000000000,435937500000000003/25000000000000000000,EQUAL,123333400000000007/100000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,5,5,27,0,8,True,True,97185000000000001/5000000000000000000,97185000000000001/5000000000000000000,EQUAL,25444460000000001/20000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,5,5,27,0,9,True,True,535912500000000007/25000000000000000000,535912500000000007/25000000000000000000,EQUAL,65555600000000003/50000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,5,5,27,0,10,True,True,585900000000000009/25000000000000000000,585900000000000009/25000000000000000000,EQUAL,13500010000000001/10000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,5,5,27,0,11,True,True,635887500000000011/25000000000000000000,635887500000000011/25000000000000000000,EQUAL,13888900000000001/10000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,5,5,27,0,12,True,True,685875000000000013/25000000000000000000,685875000000000013/25000000000000000000,EQUAL,142777900000000013/100000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,5,5,27,0,13,True,True,2878350000000000053/100000000000000000000,2878350000000000053/100000000000000000000,EQUAL,73333400000000007/50000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,5,5,27,0,14,True,True,1506600000000000027/50000000000000000000,1506600000000000027/50000000000000000000,EQUAL,15055570000000001/10000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,5,5,27,0,15,True,True,629610000000000011/20000000000000000000,629610000000000011/20000000000000000000,EQUAL,15444460000000001/10000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,5,5,27,0,16,True,True,410362500000000007/12500000000000000000,410362500000000007/12500000000000000000,EQUAL,7916675000000001/5000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,5,5,27,0,17,True,True,3417750000000000057/100000000000000000000,3417750000000000057/100000000000000000000,EQUAL,16222240000000001/10000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,5,5,27,0,18,True,True,1419180000000000023/40000000000000000000,1419180000000000023/40000000000000000000,EQUAL,8305565000000001/5000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,5,5,27,0,19,True,True,1469400000000000023/40000000000000000000,1469400000000000023/40000000000000000000,EQUAL,8500010000000001/5000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,5,5,27,0,20,True,True,1519620000000000023/40000000000000000000,1519620000000000023/40000000000000000000,EQUAL,8694455000000001/5000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,5,5,27,0,21,True,True,1541940000000000023/40000000000000000000,1541940000000000023/40000000000000000000,EQUAL,8888900000000001/5000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,5,5,27,0,22,True,True,1564260000000000023/40000000000000000000,1564260000000000023/40000000000000000000,EQUAL,9083345000000001/5000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,5,5,27,0,23,True,True,1586580000000000023/40000000000000000000,1586580000000000023/40000000000000000000,EQUAL,18555580000000003/10000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,5,5,27,0,24,True,True,1608900000000000023/40000000000000000000,1608900000000000023/40000000000000000000,EQUAL,9472235000000001/5000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,5,5,27,0,25,True,True,1631220000000000023/40000000000000000000,1631220000000000023/40000000000000000000,EQUAL,19333360000000003/10000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,5,5,27,0,26,True,True,1653540000000000023/40000000000000000000,1653540000000000023/40000000000000000000,EQUAL,9861125000000001/5000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,5,5,27,0,27,True,True,1653540000000000023/40000000000000000000,1653540000000000023/40000000000000000000,EQUAL,20111140000000003/10000000000000000,True,True,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,6,6,9,0,1,True,True,5301/2000000,5301/2000000,EQUAL,1,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,6,6,9,0,2,True,True,10323/2000000,10323/2000000,EQUAL,103888900000000001/100000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,6,6,9,0,3,True,True,187162500000000001/25000000000000000000,187162500000000001/25000000000000000000,EQUAL,107777800000000001/100000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,6,6,9,0,4,True,True,1897200000000000009/200000000000000000000,1897200000000000009/200000000000000000000,EQUAL,111666700000000003/100000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,6,6,9,0,5,True,True,229710000000000001/20000000000000000000,229710000000000001/20000000000000000000,EQUAL,115555600000000003/100000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,6,6,9,0,6,True,True,1348500000000000013/100000000000000000000,1348500000000000013/100000000000000000000,EQUAL,59722250000000003/50000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,6,6,9,0,7,True,True,606360000000000007/40000000000000000000,606360000000000007/40000000000000000000,EQUAL,123333400000000007/100000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,6,6,9,0,8,True,True,841650000000000011/50000000000000000000,841650000000000011/50000000000000000000,EQUAL,25444460000000001/20000000000000000,False,False,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,6,6,9,0,9,True,True,3701400000000000053/200000000000000000000,3701400000000000053/200000000000000000000,EQUAL,65555600000000003/50000000000000000,True,True,False,False
A,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,1/5,1,v93-21471487b7-t00000-40bc3958eb59,FIXED_CW_CARRY_IN,7,7,11,0,1,True,True,5301/2000000,5301/2000000,EQUAL,1,False,False,False,False
