phase,cell_id,utilization,exact_e0,taskset_id,relation,task_id,priority_rank,w,h,q,visited_by_complete,visited_by_local,complete_envelope,local_envelope,envelope_relation,service_value,complete_closure,local_closure,local_only_closure,predicted_interval_hit
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,4,4,53,0,33,True,True,812006250000000029/12500000000000000000,1619362500000000059/25000000000000000000,STRICT,270362699401200040281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,4,4,53,0,34,True,True,1665862500000000061/25000000000000000000,1665862500000000061/25000000000000000000,EQUAL,278140499401200080281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,4,4,53,0,35,True,True,26683007812500001/390625000000000000,26683007812500001/390625000000000000,EQUAL,285918299401200060281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,4,4,53,0,36,True,True,1749562500000000067/25000000000000000000,1749562500000000067/25000000000000000000,EQUAL,293696099401200060281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,4,4,53,0,37,True,True,179141250000000007/2500000000000000000,179141250000000007/2500000000000000000,EQUAL,301473899401200100281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,4,4,53,0,38,True,True,914306250000000037/12500000000000000000,914306250000000037/12500000000000000000,EQUAL,309251699401200080281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,4,4,53,0,39,True,True,932906250000000039/12500000000000000000,932906250000000039/12500000000000000000,EQUAL,317029499401200080281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,4,4,53,0,40,True,True,951506250000000041/12500000000000000000,951506250000000041/12500000000000000000,EQUAL,324807299401200060281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,4,4,53,0,41,True,True,970106250000000043/12500000000000000000,970106250000000043/12500000000000000000,EQUAL,332585099401200100281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,4,4,53,0,42,True,True,197741250000000009/2500000000000000000,197741250000000009/2500000000000000000,EQUAL,340362899401200080281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,4,4,53,0,43,True,True,1007306250000000047/12500000000000000000,1007306250000000047/12500000000000000000,EQUAL,348140699401200080281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,4,4,53,0,44,True,True,1025906250000000049/12500000000000000000,1025906250000000049/12500000000000000000,EQUAL,355918499401200080281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,4,4,53,0,45,True,True,8290950000000000401/100000000000000000000,8290950000000000401/100000000000000000000,EQUAL,363696299401200100281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,4,4,53,0,46,True,True,837465000000000041/10000000000000000000,837465000000000041/10000000000000000000,EQUAL,371474099401200100281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,4,4,53,0,47,True,True,8458350000000000419/100000000000000000000,8458350000000000419/100000000000000000000,EQUAL,379251899401200080281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,4,4,53,0,48,True,True,2135512500000000107/25000000000000000000,2135512500000000107/25000000000000000000,EQUAL,387029699401200080281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,4,4,53,0,49,True,True,856065000000000043/10000000000000000000,856065000000000043/10000000000000000000,EQUAL,394807499401200120281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,4,4,53,0,50,True,True,536203125000000027/6250000000000000000,536203125000000027/6250000000000000000,EQUAL,402585299401200100281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,4,4,53,0,51,True,True,4298925000000000217/50000000000000000000,4298925000000000217/50000000000000000000,EQUAL,410363099401200100281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,4,4,53,0,52,True,True,2154112500000000109/25000000000000000000,2154112500000000109/25000000000000000000,EQUAL,418140899401200080281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,4,4,53,0,53,True,True,4317525000000000219/50000000000000000000,4317525000000000219/50000000000000000000,EQUAL,425918699401200120281/200000000000000000000,True,True,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,5,5,23,0,1,True,True,2511/1000000,2511/1000000,EQUAL,21473099401200000281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,5,5,23,0,2,True,True,2511/500000,2511/500000,EQUAL,29250899401200002281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,5,5,23,0,3,True,True,7533/1000000,7533/1000000,EQUAL,37028699401200002281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,5,5,23,0,4,True,True,2511/250000,2511/250000,EQUAL,44806499401200006281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,5,5,23,0,5,True,True,2511/200000,2511/200000,EQUAL,52584299401200006281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,5,5,23,0,6,True,True,180187500000000001/12500000000000000000,180187500000000001/12500000000000000000,EQUAL,60362099401200012281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,5,5,23,0,7,True,True,101718750000000001/6250000000000000000,101718750000000001/6250000000000000000,EQUAL,68139899401200014281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,5,5,23,0,8,True,True,226687500000000003/12500000000000000000,226687500000000003/12500000000000000000,EQUAL,75917699401200010281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,5,5,23,0,9,True,True,62484375000000001/3125000000000000000,62484375000000001/3125000000000000000,EQUAL,83695499401200012281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,5,5,23,0,10,True,True,54637500000000001/2500000000000000000,54637500000000001/2500000000000000000,EQUAL,91473299401200020281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,5,5,23,0,11,True,True,148218750000000003/6250000000000000000,148218750000000003/6250000000000000000,EQUAL,99251099401200020281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,5,5,23,0,12,True,True,319687500000000007/12500000000000000000,319687500000000007/12500000000000000000,EQUAL,107028899401200026281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,5,5,23,0,13,True,True,42867187500000001/1562500000000000000,42867187500000001/1562500000000000000,EQUAL,114806699401200028281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,5,5,23,0,14,True,True,36153750000000001/1250000000000000000,36153750000000001/1250000000000000000,EQUAL,122584499401200020281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,5,5,23,0,15,True,True,95034375000000003/3125000000000000000,95034375000000003/3125000000000000000,EQUAL,130362299401200020281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,5,5,23,0,16,True,True,199368750000000007/6250000000000000000,199368750000000007/6250000000000000000,EQUAL,138140099401200040281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,5,5,23,0,17,True,True,26083593750000001/781250000000000000,26083593750000001/781250000000000000,EQUAL,145917899401200020281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,5,5,23,0,18,True,True,217968750000000009/6250000000000000000,217968750000000009/6250000000000000000,EQUAL,153695699401200040281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,5,5,23,0,19,True,True,22726875000000001/625000000000000000,7207500000000000313/200000000000000000000,STRICT,161473499401200040281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,5,5,23,0,20,True,True,1501020000000000069/40000000000000000000,7374900000000000331/200000000000000000000,STRICT,169251299401200040281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,5,5,23,0,21,True,True,1901850000000000089/50000000000000000000,7542300000000000349/200000000000000000000,STRICT,177029099401200040281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,5,5,23,0,22,True,True,7709700000000000367/200000000000000000000,7709700000000000367/200000000000000000000,EQUAL,184806899401200040281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,5,5,23,0,23,True,True,3906000000000000189/100000000000000000000,3906000000000000189/100000000000000000000,EQUAL,192584699401200060281/200000000000000000000,True,True,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,39,0,1,True,True,58125000000000001/25000000000000000000,58125000000000001/25000000000000000000,EQUAL,21473099401200000281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,39,0,2,True,True,58125000000000001/12500000000000000000,58125000000000001/12500000000000000000,EQUAL,29250899401200002281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,39,0,3,True,True,174375000000000003/25000000000000000000,174375000000000003/25000000000000000000,EQUAL,37028699401200002281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,39,0,4,True,True,58125000000000001/6250000000000000000,58125000000000001/6250000000000000000,EQUAL,44806499401200006281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,39,0,5,True,True,58125000000000001/5000000000000000000,58125000000000001/5000000000000000000,EQUAL,52584299401200006281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,39,0,6,True,True,340612500000000007/25000000000000000000,41559375000000001/3125000000000000000,STRICT,60362099401200012281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,39,0,7,True,True,390600000000000009/25000000000000000000,374325000000000011/25000000000000000000,STRICT,68139899401200014281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,39,0,8,True,True,440587500000000011/25000000000000000000,3301500000000000097/200000000000000000000,STRICT,75917699401200010281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,39,0,9,True,True,490575000000000013/25000000000000000000,3636300000000000121/200000000000000000000,STRICT,83695499401200012281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,39,0,10,True,True,108112500000000003/5000000000000000000,394320000000000013/20000000000000000000,STRICT,91473299401200020281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,39,0,11,True,True,291206250000000009/12500000000000000000,4250100000000000139/200000000000000000000,STRICT,99251099401200020281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,39,0,12,True,True,624262500000000021/25000000000000000000,4584900000000000163/200000000000000000000,STRICT,107028899401200026281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,39,0,13,True,True,5301000000000000177/200000000000000000000,1222950000000000043/50000000000000000000,STRICT,114806699401200028281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,39,0,14,True,True,5635800000000000201/200000000000000000000,5161500000000000189/200000000000000000000,STRICT,122584499401200020281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,39,0,15,True,True,594270000000000021/20000000000000000000,2715600000000000103/100000000000000000000,STRICT,130362299401200020281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,39,0,16,True,True,6249600000000000219/200000000000000000000,5700900000000000223/200000000000000000000,STRICT,138140099401200040281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,39,0,17,True,True,6584400000000000243/200000000000000000000,74632500000000003/2500000000000000000,STRICT,145917899401200020281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,39,0,18,True,True,1722825000000000063/50000000000000000000,6240300000000000257/200000000000000000000,STRICT,153695699401200040281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,39,0,19,True,True,7198200000000000261/200000000000000000000,6537900000000000289/200000000000000000000,STRICT,161473499401200040281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,39,0,20,True,True,1506600000000000057/40000000000000000000,3403800000000000153/100000000000000000000,STRICT,169251299401200040281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,39,0,21,True,True,3919950000000000147/100000000000000000000,7077300000000000323/200000000000000000000,STRICT,177029099401200040281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,39,0,22,True,True,8146800000000000303/200000000000000000000,7412100000000000347/200000000000000000000,STRICT,184806899401200040281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,39,0,23,True,True,8481600000000000327/200000000000000000000,1929750000000000089/50000000000000000000,STRICT,192584699401200060281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,39,0,24,True,True,549281250000000021/12500000000000000000,402690000000000019/10000000000000000000,STRICT,200362499401200040281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,39,0,25,True,True,1819080000000000069/40000000000000000000,8360700000000000389/200000000000000000000,STRICT,208140299401200060281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,39,0,26,True,True,9430200000000000369/200000000000000000000,4333800000000000199/100000000000000000000,STRICT,215918099401200040281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,39,0,27,True,True,4849950000000000193/100000000000000000000,4501200000000000211/100000000000000000000,STRICT,223695899401200060281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,39,0,28,True,True,9969600000000000403/200000000000000000000,9309300000000000431/200000000000000000000,STRICT,231473699401200040281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,39,0,29,True,True,511965000000000021/10000000000000000000,9709200000000000447/200000000000000000000,STRICT,239251499401200040281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,39,0,30,True,True,10509000000000000437/200000000000000000000,157518750000000007/3125000000000000000,STRICT,247029299401200080281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,39,0,31,True,True,5389350000000000227/100000000000000000000,655068750000000029/12500000000000000000,STRICT,254807099401200060281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,39,0,32,True,True,11048400000000000471/200000000000000000000,68006250000000003/1250000000000000000,STRICT,262584899401200060281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,39,0,33,True,True,1414762500000000061/25000000000000000000,11253000000000000481/200000000000000000000,STRICT,270362699401200040281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,39,0,34,True,True,2317560000000000101/40000000000000000000,2317560000000000101/40000000000000000000,EQUAL,278140499401200080281/200000000000000000000,False,False,False,False
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,39,0,35,True,True,5928750000000000261/100000000000000000000,5928750000000000261/100000000000000000000,EQUAL,285918299401200060281/200000000000000000000,False,False,False,False
