phase,analysis_id,request_id,cell_id,taskset_id,taskset_hash,generation_seed,M,task_n,utilization,exact_e0,deadline_mode,analysis_variant,method_role,solver_status,certification_status,taskset_proven,first_failed_priority,n_tasks_total,n_tasks_evaluated,n_tasks_candidate_found,n_tasks_certified,source_analysis_id,source_vector_hash,target_carry_in_vector_hash,dependency_check_status,fixed_carry_in_interface_status,dominance_invariant_status,dominance_violation_count,diagnostic_mode,final_attempt_id,attempt_count,timeout_budget_seconds,runtime_wall_seconds,runtime_cpu_seconds,worker_startup_seconds,serialization_seconds,ipc_seconds,outer_timeout,terminal_origin
A,d33f97142f2ede713ff4b43016e281b511ef67c83fec68dd79d23718ec92df87,b8a8e26eb2907f482afaf525365f2a2196d2bbfd4fca56067130484102235520,8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,v93-21471487b7-t00000-40bc3958eb59,40bc3958eb59dc0aeaabae0f50aa10dff23cd7be35516f731b30d0322d55276c,959759777,4,10,1/5,1,constrained,LOC_THETA_LOC,MAIN_METHOD,COMPLETED,CERTIFIED_TASKSET,True,,10,10,10,10,a2c195df55bf87a3bd9f0241492ce78ac2b13849bc60cb406c4cda650ab803d4,,,NOT_CHECKED,NOT_APPLICABLE,NOT_APPLICABLE,0,False,8fcd50ee054a973b65780ebeeccd33a2c49de5fe0de4243dc16fd215746353ce,1,30.0,0.851967780,0.749226793,0.089072280,0.000393888,0.009828538,False,PRODUCTION_ANALYZER
A,d50f19109fd16b880da2fa2d49553af0b195352b28af638e83f03776ce92957e,e2c760c75288890158053ba0f3c81ccab510d37be1d42983042d6f17a510abfe,6c35ae1fbc861f44a6d0accc5bc399855f3693f6014fdfdacf821b2a2e743986,v93-cfffce69e8-t00000-3b4a9aaf332f,3b4a9aaf332f0a0c9187a7271e82507b78ba4e559cf821a55eff509734c6146d,453664908,4,10,3/10,1,constrained,LOC_D,AUXILIARY_ABLATION,COMPLETED,CERTIFIED_TASKSET,True,,10,10,10,10,,f4679812edc7157f9e64d7761c3902f98660a402b04b88b34ea903f4bfd8f8c6,,NOT_CHECKED,ACTIVE,NOT_APPLICABLE,0,False,fef0210808ca4b2218c33eb1661054240e99da6cdffa90e634b597ddb2f3a2bd,1,30.0,4.152702867,4.046663142,0.086716022,0.000590692,0.010394057,False,PRODUCTION_ANALYZER
A,d728e68195a17aea615264045aa89e527fc2469f56f5ae66125a6ebbcdd668f9,5cf1a95b5e0180c9ba42be28687d803408e653072d65ca5cd986030ad4febfe6,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,v93-5ae59c98f2-t00000-20b67e1aa38f,20b67e1aa38f71b9f11f41e0c07cf76ac1f94e324e7a2bfb1335618548ce03a5,11215736,4,10,2/5,1,constrained,CW_THETA_CW,MAIN_METHOD,COMPLETED,CERTIFIED_TASKSET,True,,10,10,10,10,,,,NOT_CHECKED,NOT_APPLICABLE,NOT_APPLICABLE,0,False,864afd90d5e89a6ca71b05395f4a4734f416aa09aec10b48225c3e8d59aba718,1,30.0,7.724394015,7.611569686,0.090945028,0.000463050,0.010387744,False,PRODUCTION_ANALYZER
A,e277c6acf469ee7438c676281c5c1dc8087a493bb2ddecf66fdb92c5fd3f91de,92047c902b46e8219608c95b71249a8dc806364a40801c4570f58ed986f9cbdc,6c35ae1fbc861f44a6d0accc5bc399855f3693f6014fdfdacf821b2a2e743986,v93-cfffce69e8-t00000-3b4a9aaf332f,3b4a9aaf332f0a0c9187a7271e82507b78ba4e559cf821a55eff509734c6146d,453664908,4,10,3/10,1,constrained,CW_THETA_CW,MAIN_METHOD,COMPLETED,CERTIFIED_TASKSET,True,,10,10,10,10,,,,NOT_CHECKED,NOT_APPLICABLE,NOT_APPLICABLE,0,False,44c301c0c0bedf4e99c9daa95f2cd42fea7d694eb1daed151d432802965ffbbf,1,30.0,3.316684064,3.210304745,0.091760369,0.000447209,0.011607299,False,PRODUCTION_ANALYZER
A,e2c4f820e46227ad543070b381da539043d1a03fcc4166d1806d6710f437d540,278e6e83537281dae0b23500fab5a622fd15a791b6bb583aed7c4216d3710be5,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,v93-5ae59c98f2-t00000-20b67e1aa38f,20b67e1aa38f71b9f11f41e0c07cf76ac1f94e324e7a2bfb1335618548ce03a5,11215736,4,10,2/5,1,constrained,LOC_D,AUXILIARY_ABLATION,COMPLETED,CERTIFIED_TASKSET,True,,10,10,10,10,,9d5dc9c1a16557ca74969e4f18752f62cf8a6367bd7a12a117a68c8f540749d5,,NOT_CHECKED,ACTIVE,NOT_APPLICABLE,0,False,cbff8045e555b166f2d02f5eef7f439ad4fefea9e9687b828c0a658cadb88700,1,30.0,8.532043735,8.422729986,0.087462040,0.000625398,0.010397597,False,PRODUCTION_ANALYZER
A,e395e7c4da1b769730715d82c945ff51ee6d902c3282db7ab40ff10a93836bdf,d8d14af956531a4fd4bb31d65e890f2e8b3286a41c8ca01b9127c0765985355b,d7b5eed4292dabab90ad067822a4289831395dee070079e96dd145f1f9a4c544,v93-5ae59c98f2-t00000-20b67e1aa38f,20b67e1aa38f71b9f11f41e0c07cf76ac1f94e324e7a2bfb1335618548ce03a5,11215736,4,10,2/5,21473099401200000281/200000000000000000000,constrained,CW_D,AUXILIARY_ABLATION,COMPLETED,CERTIFIED_TASKSET,True,,10,10,10,10,,9d5dc9c1a16557ca74969e4f18752f62cf8a6367bd7a12a117a68c8f540749d5,,NOT_CHECKED,ACTIVE,NOT_APPLICABLE,0,False,fe43ade4466500d6d2ca920cfbf35b14422315c672ec4874b811279482e94dfa,1,30.0,8.496466395,8.366618992,0.110290222,0.000591914,0.010422489,False,PRODUCTION_ANALYZER
A,f717659c4df07470309ebb55f27d3ebba7acd66d6d2d69794d14cc0c4e316bd9,e0504a3808a226140176e94c444ea64fe456a6ae9354bab15b7af9972902f43d,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,v93-5ae59c98f2-t00000-20b67e1aa38f,20b67e1aa38f71b9f11f41e0c07cf76ac1f94e324e7a2bfb1335618548ce03a5,11215736,4,10,2/5,1,constrained,CW_D,AUXILIARY_ABLATION,COMPLETED,CERTIFIED_TASKSET,True,,10,10,10,10,,9d5dc9c1a16557ca74969e4f18752f62cf8a6367bd7a12a117a68c8f540749d5,,NOT_CHECKED,ACTIVE,NOT_APPLICABLE,0,False,ec7b6999f9b07c72567ba6f3f180089d907dec6d36223d2b1b6b6f4f921109fa,1,30.0,8.540877934,8.435514225,0.090739296,0.000679681,0.010664898,False,PRODUCTION_ANALYZER
A,fb8ec62a95a06c77fde8c9c54ea647ac5df5a16dc123e38a554c7d6f333e9474,d84080b657e95aaf76454bbf164627cd34143dc253f49da8da9d7e240bb439eb,6c35ae1fbc861f44a6d0accc5bc399855f3693f6014fdfdacf821b2a2e743986,v93-cfffce69e8-t00000-3b4a9aaf332f,3b4a9aaf332f0a0c9187a7271e82507b78ba4e559cf821a55eff509734c6146d,453664908,4,10,3/10,1,constrained,LOC_THETA_LOC,MAIN_METHOD,COMPLETED,CERTIFIED_TASKSET,True,,10,10,10,10,e277c6acf469ee7438c676281c5c1dc8087a493bb2ddecf66fdb92c5fd3f91de,,,NOT_CHECKED,NOT_APPLICABLE,NOT_APPLICABLE,0,False,8e88d5290ddfc9b8a9a5532bb72c39623e4d4f67d06a03ff59cc56b67f1b50dc,1,30.0,3.231389921,3.131400141,0.086428469,0.000485101,0.010051042,False,PRODUCTION_ANALYZER
A,fefb9f5e3ed891b7d43fef7cf1d7ff1266f02e19682248c4b5f20c31c6f6302a,21d86423f532ac384690a726e45f227ea84b1cab71974027ab1b0e6d3278166c,d7b5eed4292dabab90ad067822a4289831395dee070079e96dd145f1f9a4c544,v93-5ae59c98f2-t00000-20b67e1aa38f,20b67e1aa38f71b9f11f41e0c07cf76ac1f94e324e7a2bfb1335618548ce03a5,11215736,4,10,2/5,21473099401200000281/200000000000000000000,constrained,LOC_THETA_LOC,MAIN_METHOD,COMPLETED,CERTIFIED_TASKSET,True,,10,10,10,10,3a15ae69dfae879cc0eeebd9f27fabcf7caf31a075daa2d6e56fb5bed0db5867,,,NOT_CHECKED,NOT_APPLICABLE,NOT_APPLICABLE,0,False,250ff8c7772db2f84b36cede32f747633b9e4b5bf0f1242ba9dd2b56727f3af7,1,30.0,7.845031936,7.742712086,0.087338140,0.000465174,0.011788248,False,PRODUCTION_ANALYZER
A,ffef9125bdbcff53adaec0ea2ec178a6d5d24b337ae94d94b0cf0e855e30b1a0,14b254fd42fd7b9f302bd987593df911b81f79667b302e3cc864c71cd2559502,d7b5eed4292dabab90ad067822a4289831395dee070079e96dd145f1f9a4c544,v93-5ae59c98f2-t00000-20b67e1aa38f,20b67e1aa38f71b9f11f41e0c07cf76ac1f94e324e7a2bfb1335618548ce03a5,11215736,4,10,2/5,21473099401200000281/200000000000000000000,constrained,LOC_D,AUXILIARY_ABLATION,COMPLETED,CERTIFIED_TASKSET,True,,10,10,10,10,,9d5dc9c1a16557ca74969e4f18752f62cf8a6367bd7a12a117a68c8f540749d5,,NOT_CHECKED,ACTIVE,NOT_APPLICABLE,0,False,19c881604777e45b480eae9e2892b5fca8be9233c99f1bb833c4454b1034ba58,1,30.0,8.803038667,8.693918012,0.088290438,0.000699669,0.012080965,False,PRODUCTION_ANALYZER
B,004b9256c907af0de6c783f772215ad2f3c989d06ad45d8e1c10bfc965f9ff8b,b8add0ad895256eb5073768e3ef9cfc7c428ee26edc8c5a6455b4ed135ae693d,3dcad6f9d2161e9dcc2e6111388712cf626d31bc2dd1ed446488a6e6ac0d7ad5,v93-5ae59c98f2-t00001-79e06ae2e5a4,79e06ae2e5a4227b6796f7fe36913aee04a8941436b9eb8361b8b716a943943f,2014539790,4,10,2/5,1,constrained,LOC_THETA_CW,AUXILIARY_ABLATION,NOT_APPLICABLE_DEPENDENCY,NOT_APPLICABLE,False,,10,0,0,0,645fefe23f1e38d0467b6f7807079697000dc4dd2704440a6953509054b8b673,,,INVALID,ACTIVE,NOT_APPLICABLE,0,False,d08c290201513b54fc8a67396c9db7c6a4c3c15bd55be5bdf61e24230223bd01,1,30.0,0.104362233,0.000645937,0.089159609,0.000149744,0.011614249,False,PRODUCTION_ANALYZER
B,038e8ca391c1405c0d2df4ceb4f860d5af167336ec062a4d0b10c971a7bf693e,f4d8c82e3ad73ddf8e72eec23057692bc81ea0ef8fb1ffdf90aa3af131eb27e7,95bd8075f55bf21925d3c6c016b7ce52b1e24e3dad75e410403f9f01f501cd34,v93-21471487b7-t00001-5f2d8a968c46,5f2d8a968c4639ceab44e93f5b32c59722c31080f188686f91ad7504ca89f810,1241746954,4,10,1/5,21473099401200000281/200000000000000000000,constrained,CW_THETA_CW,MAIN_METHOD,COMPLETED,CERTIFIED_TASKSET,True,,10,10,10,10,,,,NOT_CHECKED,NOT_APPLICABLE,NOT_APPLICABLE,0,False,1ab9b86fdaa5596ac9ee7132feb7102bed4f6b09e0813462de720246420fe696,1,30.0,0.539707033,0.428685863,0.088780930,0.000509277,0.012024528,False,PRODUCTION_ANALYZER
B,082a28339f5a01b416d9e2ad14e902c90e82517ca754f8f580dffa3c9811f47c,c1696b2d7769b2ffb415292760349b66560de95cf84455a852c082a737a49165,4c2026d7e41a7fc826b6051a9f377988686907cca9ae778da934dbe9d6d13fa4,v93-cfffce69e8-t00001-2ccd7d77f533,2ccd7d77f533cf66be3b177b3c0e397dafcd4689c4601bb4410422a19033e9c8,1267133459,4,10,3/10,21473099401200000281/200000000000000000000,constrained,LOC_THETA_LOC,MAIN_METHOD,NO_CANDIDATE,NOT_CERTIFIED,False,7,10,8,7,0,ccd5251a26da683f5079e75511da7f0a9bcb285293c6a0a5e1235e7ad0efc54d,,,NOT_CHECKED,NOT_APPLICABLE,NOT_CHECKED,0,False,5bffb39938798f0a7d3537a2a98c826914059b95341caf552dba4316521847f3,1,30.0,2.945135756,2.834311597,0.096285863,0.000410841,0.011658704,False,PRODUCTION_ANALYZER
B,093d441ea7ffd42098d38a45451e995cfd608d52e4199dfbb2ae03a8b755f63d,87d9724b4d5ea8eb6648eb8461f577dcb3b095116d9b15dace36f2b670fd5544,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,v93-5ae59c98f2-t00001-79e06ae2e5a4,79e06ae2e5a4227b6796f7fe36913aee04a8941436b9eb8361b8b716a943943f,2014539790,4,10,2/5,21473099401200000281/200000000000000000000,constrained,LOC_D,AUXILIARY_ABLATION,NO_CANDIDATE,NOT_CERTIFIED,False,9,10,10,9,0,,9814c27c0d0d386f43ca6b97e0d7521fe017a6f03372d53c1f52092b88dee94f,,NOT_CHECKED,ACTIVE,NOT_CHECKED,0,False,b3f24bfb010f8255505445b9c189e6290c65d804e4c49bba4685a5f77452afc6,1,30.0,7.065644615,6.964979882,0.086204621,0.000708996,0.011530120,False,PRODUCTION_ANALYZER
B,10b5b3efaf7965446d0a8100a463e98c7683e2e52d96d1b1714a7aade1c9244e,c2cc297330e2122a7f0486807c52e3ea7335fc0aa753a077db5039e322fd883b,d93f24e09475a68c00cbf9c7eaf3d6821502176adb3db76f05e0832cdceb292b,v93-cfffce69e8-t00001-2ccd7d77f533,2ccd7d77f533cf66be3b177b3c0e397dafcd4689c4601bb4410422a19033e9c8,1267133459,4,10,3/10,1,constrained,CW_THETA_CW,MAIN_METHOD,NO_CANDIDATE,NOT_CERTIFIED,False,7,10,8,7,0,,,,NOT_CHECKED,NOT_APPLICABLE,NOT_CHECKED,0,False,f586ab875fcfe331d2c6b0d99e83bf0983d76f5edade42a47afe3f1d5dce3d29,1,30.0,2.963281619,2.844418059,0.093346053,0.000463720,0.011741963,False,PRODUCTION_ANALYZER
B,1912d6698992b9854c40537fa1ef0e60816fe8c180eca01c34932f69d9b1404c,ac4d51cc997ff17a41875e0fe4e3da695a79e63b65517f6adf434659c0b9aa45,4c2026d7e41a7fc826b6051a9f377988686907cca9ae778da934dbe9d6d13fa4,v93-cfffce69e8-t00001-2ccd7d77f533,2ccd7d77f533cf66be3b177b3c0e397dafcd4689c4601bb4410422a19033e9c8,1267133459,4,10,3/10,21473099401200000281/200000000000000000000,constrained,CW_D,AUXILIARY_ABLATION,NO_CANDIDATE,NOT_CERTIFIED,False,7,10,8,7,0,,a24604d2031a9d9fa419c8ae73d855d1c25a325724a600595f961d5ce256f560,,NOT_CHECKED,ACTIVE,NOT_CHECKED,0,False,2c3536b3b74dc6b5da888a305a7101b0ac838a2e254d246c04fee8ce3790a787,1,30.0,3.016838027,2.905011251,0.089897374,0.000655415,0.010528781,False,PRODUCTION_ANALYZER
B,1e5c6ed447885b82eeebe3325bfe2206a03f7cec7967b917c60cf1718b1b1863,a8e7b80de1e535e66016c5e86e27bfdf5855bcb2678bcea25187898065a6a2fb,d93f24e09475a68c00cbf9c7eaf3d6821502176adb3db76f05e0832cdceb292b,v93-cfffce69e8-t00001-2ccd7d77f533,2ccd7d77f533cf66be3b177b3c0e397dafcd4689c4601bb4410422a19033e9c8,1267133459,4,10,3/10,1,constrained,CW_D,AUXILIARY_ABLATION,NO_CANDIDATE,NOT_CERTIFIED,False,7,10,8,7,0,,a24604d2031a9d9fa419c8ae73d855d1c25a325724a600595f961d5ce256f560,,NOT_CHECKED,ACTIVE,NOT_CHECKED,0,False,4bf77e42a357245d23e98ccea00c33c3408b1ec706a503004b9ed4ccce5fc576,1,30.0,3.019844634,2.918582121,0.086351161,0.000712623,0.011896876,False,PRODUCTION_ANALYZER
B,2ea911229c46497e6ad80f512f0ae56e8286b537fc6eae0b88b152b520cfd78d,d742b80f3746979a09f27fecc6c2bd89fd8b4bdd11e6e394342e0319fc348ab7,3dcad6f9d2161e9dcc2e6111388712cf626d31bc2dd1ed446488a6e6ac0d7ad5,v93-5ae59c98f2-t00001-79e06ae2e5a4,79e06ae2e5a4227b6796f7fe36913aee04a8941436b9eb8361b8b716a943943f,2014539790,4,10,2/5,1,constrained,LOC_D,AUXILIARY_ABLATION,NO_CANDIDATE,NOT_CERTIFIED,False,9,10,10,9,0,,9814c27c0d0d386f43ca6b97e0d7521fe017a6f03372d53c1f52092b88dee94f,,NOT_CHECKED,ACTIVE,NOT_CHECKED,0,False,fd05b4b71ba609b64120be30ce0a3c6204100e0b460ed57942c9f27559e1c231,1,30.0,7.048196989,6.942486652,0.086720175,0.000804908,0.010381243,False,PRODUCTION_ANALYZER
B,30b628fa476a8a7cd31aa399d642ca34c1c05e0d5e8ba53a3ddd4daffd8aa8e2,578eecc4a1ded6fc465573640d31632921c12a8277de889f576ccd43d4af36d2,d93f24e09475a68c00cbf9c7eaf3d6821502176adb3db76f05e0832cdceb292b,v93-cfffce69e8-t00001-2ccd7d77f533,2ccd7d77f533cf66be3b177b3c0e397dafcd4689c4601bb4410422a19033e9c8,1267133459,4,10,3/10,1,constrained,LOC_D,AUXILIARY_ABLATION,NO_CANDIDATE,NOT_CERTIFIED,False,7,10,8,7,0,,a24604d2031a9d9fa419c8ae73d855d1c25a325724a600595f961d5ce256f560,,NOT_CHECKED,ACTIVE,NOT_CHECKED,0,False,f4ce5a9e43ba4294a66a36acbb048605e54ef8476dd3ef6249341bfb6a6e1273,1,30.0,3.048375035,2.942642278,0.091634987,0.000596343,0.010549145,False,PRODUCTION_ANALYZER
B,38b17fa328801189b5e8a8f44eb4ad09db458ca2d4ce1cf92505cfed48cd2044,725ed2c50eb6fad1ee80433af02ce4cf21ddb275154d525943891758ddc07194,79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,v93-21471487b7-t00001-5f2d8a968c46,5f2d8a968c4639ceab44e93f5b32c59722c31080f188686f91ad7504ca89f810,1241746954,4,10,1/5,1,constrained,CW_THETA_CW,MAIN_METHOD,COMPLETED,CERTIFIED_TASKSET,True,,10,10,10,10,,,,NOT_CHECKED,NOT_APPLICABLE,NOT_APPLICABLE,0,False,d157a1c09d7cc9d517ab5fdfa6d45dfcc579d42c271579cb3e99a24e4bfe50a0,1,30.0,0.537921262,0.428376577,0.087641296,0.000491613,0.010976644,False,PRODUCTION_ANALYZER
B,448b1baee707af545ef7ead7a06dc295c514710efc60335bcc6f543a37802475,b0b54a7cbac47a9937dc75cfb59fe1f1ade44075302a9604f03263f3180b943f,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,v93-5ae59c98f2-t00001-79e06ae2e5a4,79e06ae2e5a4227b6796f7fe36913aee04a8941436b9eb8361b8b716a943943f,2014539790,4,10,2/5,21473099401200000281/200000000000000000000,constrained,CW_THETA_CW,MAIN_METHOD,NO_CANDIDATE,NOT_CERTIFIED,False,9,10,10,9,0,,,,NOT_CHECKED,NOT_APPLICABLE,NOT_CHECKED,0,False,b7a7f18fe7f92b99eff1f703ae301d19384215c0b73cfd8abe7403c3d543469d,1,30.0,6.025910627,5.923691301,0.088551122,0.000382216,0.010517789,False,PRODUCTION_ANALYZER
B,56b3feda8ad07bee174eb660efbf15b742409ca4fe4f130c285449de416e68b2,b5ae7844e945bf8961085656e96ee5bb0abc1763396663391fd3a9c3a30fa0b3,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,v93-5ae59c98f2-t00001-79e06ae2e5a4,79e06ae2e5a4227b6796f7fe36913aee04a8941436b9eb8361b8b716a943943f,2014539790,4,10,2/5,21473099401200000281/200000000000000000000,constrained,LOC_THETA_CW,AUXILIARY_ABLATION,NOT_APPLICABLE_DEPENDENCY,NOT_APPLICABLE,False,,10,0,0,0,448b1baee707af545ef7ead7a06dc295c514710efc60335bcc6f543a37802475,,,INVALID,ACTIVE,NOT_APPLICABLE,0,False,50eb5c1107e9748b0e2b5d383c026f4965032074d5ca7cba4d79403ddad51102,1,30.0,0.101270945,0.000705700,0.088062133,0.000194169,0.009631608,False,PRODUCTION_ANALYZER
B,645fefe23f1e38d0467b6f7807079697000dc4dd2704440a6953509054b8b673,034196c3985b36e55ea6de4f78371476ed4e5c7c53267b91d282ecb570011dd6,3dcad6f9d2161e9dcc2e6111388712cf626d31bc2dd1ed446488a6e6ac0d7ad5,v93-5ae59c98f2-t00001-79e06ae2e5a4,79e06ae2e5a4227b6796f7fe36913aee04a8941436b9eb8361b8b716a943943f,2014539790,4,10,2/5,1,constrained,CW_THETA_CW,MAIN_METHOD,NO_CANDIDATE,NOT_CERTIFIED,False,9,10,10,9,0,,,,NOT_CHECKED,NOT_APPLICABLE,NOT_CHECKED,0,False,361a18a97e29f0e45373d74bc6cc74ca6cf7ddc254f688b19885acd3de7b6240,1,30.0,6.236149429,6.132087793,0.090194985,0.000539505,0.010387595,False,PRODUCTION_ANALYZER
B,6739b7b24ab98c44fbb2c182514bf4607c25cce32c7c55f1af7ffc09064e4452,d3d32c82ce2fdf741bf92956089d46c9e9dc804d4f28d8ba364198bacbec3c39,79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,v93-21471487b7-t00001-5f2d8a968c46,5f2d8a968c4639ceab44e93f5b32c59722c31080f188686f91ad7504ca89f810,1241746954,4,10,1/5,1,constrained,LOC_THETA_CW,AUXILIARY_ABLATION,COMPLETED,CERTIFIED_TASKSET,True,,10,10,10,10,38b17fa328801189b5e8a8f44eb4ad09db458ca2d4ce1cf92505cfed48cd2044,735616528e17d48d02b26324847acdf6ade33e8aeda9b66a45fbe66872edf5fa,735616528e17d48d02b26324847acdf6ade33e8aeda9b66a45fbe66872edf5fa,VALID,ACTIVE,SATISFIED,0,False,bc5a5f718cb7245f819494dc16841d8ee8cd93b4435a121c8cd09c2ffedf6154,1,30.0,0.523156559,0.422464504,0.087316823,0.000687646,0.010481849,False,PRODUCTION_ANALYZER
B,6c59654e64cd418dbcd8f2acbbad3e9ea0db27a1d87d3b8a2fa8b5f6d9afcbe4,13d2f17fe8d085b062d3e0ba4d7e37c23ccd8858b50976b58fb3d413356dd53b,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,v93-5ae59c98f2-t00001-79e06ae2e5a4,79e06ae2e5a4227b6796f7fe36913aee04a8941436b9eb8361b8b716a943943f,2014539790,4,10,2/5,21473099401200000281/200000000000000000000,constrained,CW_D,AUXILIARY_ABLATION,NO_CANDIDATE,NOT_CERTIFIED,False,9,10,10,9,0,,9814c27c0d0d386f43ca6b97e0d7521fe017a6f03372d53c1f52092b88dee94f,,NOT_CHECKED,ACTIVE,NOT_CHECKED,0,False,b8983ab98cee4f4891f4008d00dd07586ec77f942b61c576e61eab7f5de85a41,1,30.0,6.909264995,6.805157060,0.090008686,0.000644885,0.010489262,False,PRODUCTION_ANALYZER
B,70188aaa414d687ddefc9a7070d4aa2acd4455344d83a03ce5ce15d6bc51867e,1c9ead0fbfab3ba1c08f565b3a11c9055b8d55c6b412caf56995553e55c0fb10,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,v93-5ae59c98f2-t00001-79e06ae2e5a4,79e06ae2e5a4227b6796f7fe36913aee04a8941436b9eb8361b8b716a943943f,2014539790,4,10,2/5,21473099401200000281/200000000000000000000,constrained,LOC_THETA_LOC,MAIN_METHOD,NO_CANDIDATE,NOT_CERTIFIED,False,9,10,10,9,0,448b1baee707af545ef7ead7a06dc295c514710efc60335bcc6f543a37802475,,,NOT_CHECKED,NOT_APPLICABLE,NOT_CHECKED,0,False,b68a81b02bdf1a765b2d7c656187cd26a850c605749ff1a238c71de0f907bda4,1,30.0,6.122265035,6.018405663,0.088342395,0.000441609,0.011833538,False,PRODUCTION_ANALYZER
B,793f6a47de3677c1789d38daa2681c998a2e1068adce45395f01e9e5eb26522c,eaa3ed74c3f3b7b9243e8d6daa6f0880969bce7da533d26c87dcecc7b3c523b5,79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,v93-21471487b7-t00001-5f2d8a968c46,5f2d8a968c4639ceab44e93f5b32c59722c31080f188686f91ad7504ca89f810,1241746954,4,10,1/5,1,constrained,CW_D,AUXILIARY_ABLATION,COMPLETED,CERTIFIED_TASKSET,True,,10,10,10,10,,7e705059e1b4cdf239e97263c638ae793ab8584a06b2250c9536836b30847bcd,,NOT_CHECKED,ACTIVE,NOT_APPLICABLE,0,False,4a9f3db25c1a578f3360ac6efe490ed054df50b6361c205fa6ec171fadd8bfb4,1,30.0,0.535247342,0.429616819,0.091043060,0.000711421,0.011899897,False,PRODUCTION_ANALYZER
B,7960bd7507a5722c45a504bf78b3db75d7a22d14329a3da91ad0a6c7e8f34bd6,9888f2b7a2964d887a9726f95a34492133837eb8fabc3816fb47f09d89387d9d,d93f24e09475a68c00cbf9c7eaf3d6821502176adb3db76f05e0832cdceb292b,v93-cfffce69e8-t00001-2ccd7d77f533,2ccd7d77f533cf66be3b177b3c0e397dafcd4689c4601bb4410422a19033e9c8,1267133459,4,10,3/10,1,constrained,LOC_THETA_CW,AUXILIARY_ABLATION,NOT_APPLICABLE_DEPENDENCY,NOT_APPLICABLE,False,,10,0,0,0,10b5b3efaf7965446d0a8100a463e98c7683e2e52d96d1b1714a7aade1c9244e,,,INVALID,ACTIVE,NOT_APPLICABLE,0,False,d869609f7bd2c954de636add7f940d63c8e0ffd0ab98f5374c789f7e216d3d91,1,30.0,0.101420959,0.000653591,0.088281463,0.000150687,0.009553532,False,PRODUCTION_ANALYZER
B,864483340a6fe627ebc9b391d5bc3c95dde36d5e35b2066e346d41156e12d9f3,7ce196ff85e5149bf4b3e7e41dd5638abcd52be027ef3941e46bda1c4bdade60,79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,v93-21471487b7-t00001-5f2d8a968c46,5f2d8a968c4639ceab44e93f5b32c59722c31080f188686f91ad7504ca89f810,1241746954,4,10,1/5,1,constrained,LOC_THETA_LOC,MAIN_METHOD,COMPLETED,CERTIFIED_TASKSET,True,,10,10,10,10,38b17fa328801189b5e8a8f44eb4ad09db458ca2d4ce1cf92505cfed48cd2044,,,NOT_CHECKED,NOT_APPLICABLE,NOT_APPLICABLE,0,False,a562d57da080526a2945343dd3adc4e281f5e18d08c5406e9f9728bb9fb9d6db,1,30.0,0.524657162,0.424334716,0.087129574,0.000399880,0.009897283,False,PRODUCTION_ANALYZER
B,92f727fe521b31a204f25c2517c60c207e18e627c7f7896b51042267d3de837d,348261162f0256ca15c0b659ed00b196cef6410a65e8f232900e9e01a6f56646,95bd8075f55bf21925d3c6c016b7ce52b1e24e3dad75e410403f9f01f501cd34,v93-21471487b7-t00001-5f2d8a968c46,5f2d8a968c4639ceab44e93f5b32c59722c31080f188686f91ad7504ca89f810,1241746954,4,10,1/5,21473099401200000281/200000000000000000000,constrained,LOC_THETA_LOC,MAIN_METHOD,COMPLETED,CERTIFIED_TASKSET,True,,10,10,10,10,038e8ca391c1405c0d2df4ceb4f860d5af167336ec062a4d0b10c971a7bf693e,,,NOT_CHECKED,NOT_APPLICABLE,NOT_APPLICABLE,0,False,bcef7463e756a42085838ddf4ab7aa5f0730522dbe20cdecdbc2ed7b11e25400,1,30.0,0.540748814,0.423872719,0.095305912,0.000533544,0.011018325,False,PRODUCTION_ANALYZER
