attempt_id,analysis_id,attempt_number,parent_attempt_id,timeout_budget_seconds,solver_status,outer_timeout,solver_wall_seconds,solver_cpu_seconds,worker_startup_seconds,serialization_seconds,ipc_seconds,total_wall_seconds,exception_type,exception_message,traceback,started_at_utc
71ffc885f6451627d318afcd2e2b0868b4f2a732b54f23a6d79ff108cbcaf756,5bb4e1132eb4061b9ad93b6c22d67ff1806c364adc94dd3ba05b6097bdeceeba,1,,4.0,COMPLETED,False,0.549259035,0.549264800,0.086428764,0.007913108,0.012090278,0.655691185,,,,2026-07-13T17:03:42.353340Z
1222bdb935bf488c05b2fca9f7b01a14853aaa997f95e10ab9046a390927326d,8d1277a1e1d3f16e21318c72b15c43cd1fccb3fb8133a1d34380fb1d74e52aa4,1,,4.0,COMPLETED,False,0.503680421,0.503685782,0.084105807,0.002799337,0.011540176,0.602125741,,,,2026-07-13T17:03:43.018176Z
66e131c89db907db419f141343df5c85bf7eecfb2f0acc035f633c6e7124581f,d01ccda7f495e62deceabfe99048b0a22eb8b1612cf7171886cafb6942824033,1,,4.0,COMPLETED,False,0.030807282,0.030811813,0.087466269,0.002667411,0.016266142,0.137207104,,,,2026-07-13T17:03:40.484074Z
02e9e299eac96c72093dafc83271c9fea3f1f5d8ca243e46e9f7fb9a354557f1,0f7d937c4c85187ce99d1727cf1258d32e1d03a5d3abaa79ba24837220e7a567,1,,4.0,COMPLETED,False,0.030959841,0.030966948,0.086125124,0.002741451,0.010278903,0.130105319,,,,2026-07-13T17:03:40.629509Z
872ee9abc75792936543cb22e966f8305b866ebb1e17de78eb5478d14649040f,a0f2a300b6b06345f91f88ae5f1f7dc674b11980c005b359d4cabbcb8d9c3103,1,,4.0,COMPLETED,False,0.030310580,0.030315591,0.085615766,0.002715484,0.013247848,0.131889678,,,,2026-07-13T17:03:37.834378Z
cd38dfa23b7c20ba241725ed484593eacb88ce32144d03591084472635a22987,f78bab905d3418b01ed6f46af89e325d88ca82d9c7e633b30132ec4083fad7f3,1,,4.0,COMPLETED,False,0.030270343,0.030276947,0.084303773,0.003186023,0.012109270,0.129869409,,,,2026-07-13T17:03:37.983697Z
cf072af67e019fec4df64b7b20038e1b981fcc700b929ae8181eba70ec583a3f,d6cc01a318856de7e82b372664b9cf4869222732b43a33c966d0167f2069b7b5,1,,4.0,NO_CANDIDATE,False,0.309151200,0.309157050,0.087980030,0.007869894,0.010983154,0.415984278,,,,2026-07-13T17:03:45.989277Z
0a3cb518407af326cd5147b16dbcd3cc1b95463a0177eec6520cf1b4e16688c7,0b14b91b702b5ce79bec614dc0dc55cc9397aab3359721f56db75cf10c140272,1,,4.0,NO_CANDIDATE,False,0.308290335,0.308295172,0.085315302,0.008053962,0.013586911,0.415246510,,,,2026-07-13T17:03:46.414087Z
cabc1aa348997d1e7b822443ba97594d9c9ef4c2f3c8f49a92a7b6e36fe24d00,ea390f27ba3d67d225a11ee6db184925894914c2ebcd26a308343995d159c86b,1,,4.0,COMPLETED,False,0.032987393,0.032994669,0.083554560,0.002702077,0.011670994,0.130915024,,,,2026-07-13T17:03:47.362065Z
ab8b494976dea0408be56b06dd6c3fb7c517005885bc2ad8ae6d56136f331113,6b496d608d242a7666774239e2a79f8de3e923c7f8a064dff96adfce4d6e668c,1,,4.0,COMPLETED,False,0.032587623,0.032592886,0.087593682,0.002791332,0.013475999,0.136448636,,,,2026-07-13T17:03:47.502005Z
8898cd17f3acde2219fdf9fb07cfb66aedbbf398af92f54b1dcb8ee9c9b5ded6,dd8f86a91ff7dcc7cc91bdb4747167cb85728dae1906c757165bf75b4f631ff8,1,,4.0,NO_CANDIDATE,False,0.034356460,0.034361525,0.085100415,0.002538215,0.011892339,0.133887429,,,,2026-07-13T17:03:39.658931Z
1990fa414d2d28697029069d1d3f43ccfa4d31b055fdc655fac2cb241d140640,07bf6377b3b29c3ffa520b9ab752f74b2d5bf44ee875690744cbd723c718e1d2,1,,4.0,NO_CANDIDATE,False,0.034540319,0.034545405,0.084594895,0.002572530,0.010798522,0.132506266,,,,2026-07-13T17:03:39.801881Z
6bbba1433270c415bc706ebc2d3384b3e7bee69c80f6317d4fcbbf57be7e4f08,158d3ee7104e21caf37dd87998abd89dbd8e9cb981c256f4cd51c50f41314808,1,,4.0,COMPLETED,False,0.030717842,0.030723155,0.084350709,0.002838020,0.010314183,0.128220754,,,,2026-07-13T17:03:44.148402Z
28b02ec34e17b4e3f00d4e23c0b26c5b8cfcb5840d06bca587eaab152e91228c,ae786bc55bfe9529aa83a9b774111cbc91b46e24722269298f3fb6e71e488864,1,,4.0,COMPLETED,False,0.032267865,0.032264226,0.085462658,0.002534343,0.010814481,0.131079347,,,,2026-07-13T17:03:44.285418Z
3e624a5f352af588cbc339bce2ad25315c65f8f5caaa416da40b5f79c15a3627,09b1377305929e66ad0ae2187b4ae59a252d6733a8b548d82720bf1158e4a113,1,,4.0,COMPLETED,False,0.030515447,0.030513766,0.085777988,0.003575197,0.011146675,0.131015307,,,,2026-07-13T17:03:48.165986Z
748fcc22b501e465423b6cd091d912a96b9f3dc43d14f586bf5286dc5e9f85f1,a6e89183574fe8bde8b2fd2c1a087037f38cb36ba802ebd87130c3b110c922c7,1,,4.0,COMPLETED,False,0.031332719,0.031338594,0.085967566,0.002582887,0.011761660,0.131644832,,,,2026-07-13T17:03:48.309010Z
