scalability_cell_id,scaling_axis,level_id,worker_count,analysis_id,attempt_id,attempt_number,analysis_variant,solver_wall_seconds,solver_cpu_seconds,total_wall_seconds,worker_startup_seconds,serialization_seconds,deserialization_seconds,ipc_seconds,peak_rss,peak_rss_unit,peak_rss_scope,checked_w_count,checked_h_count,checked_q_count,envelope_call_count,fixed_point_iterations,candidate_found_task_count,first_failed_priority,timeout_budget_seconds,terminal_status,outer_timeout
5d93bc0f349ecfa595bb63f4e36939d13862250fe21bcca60e903d57814df12f,task_count,6,1,a0f2a300b6b06345f91f88ae5f1f7dc674b11980c005b359d4cabbcb8d9c3103,872ee9abc75792936543cb22e966f8305b866ebb1e17de78eb5478d14649040f,1,CW_THETA_CW,0.030354372,0.030351630,0.131973360,0.087042454,0.002830842,UNAVAILABLE,0.011745692,19584,KiB,CHILD_PROCESS_MAX_RSS_INCLUDES_SHARED_LIBRARIES,45,18,83,83,UNAVAILABLE,6,,4.0,COMPLETED,False
5d93bc0f349ecfa595bb63f4e36939d13862250fe21bcca60e903d57814df12f,task_count,6,1,f78bab905d3418b01ed6f46af89e325d88ca82d9c7e633b30132ec4083fad7f3,cd38dfa23b7c20ba241725ed484593eacb88ce32144d03591084472635a22987,1,LOC_THETA_LOC,0.030188426,0.030173430,0.129424386,0.086306420,0.002616964,UNAVAILABLE,0.010312576,19524,KiB,CHILD_PROCESS_MAX_RSS_INCLUDES_SHARED_LIBRARIES,45,18,83,83,UNAVAILABLE,6,,4.0,COMPLETED,False
bf898b0957e4c789200ab65cac7c16b63dbcc37841c674717bcd9b0e159012b4,task_count,10,1,dd8f86a91ff7dcc7cc91bdb4747167cb85728dae1906c757165bf75b4f631ff8,8898cd17f3acde2219fdf9fb07cfb66aedbbf398af92f54b1dcb8ee9c9b5ded6,1,CW_THETA_CW,0.036066595,0.036063503,0.132864530,0.084731845,0.002552292,UNAVAILABLE,0.009513798,19748,KiB,CHILD_PROCESS_MAX_RSS_INCLUDES_SHARED_LIBRARIES,39,16,51,51,UNAVAILABLE,5,5,4.0,NO_CANDIDATE,False
bf898b0957e4c789200ab65cac7c16b63dbcc37841c674717bcd9b0e159012b4,task_count,10,1,07bf6377b3b29c3ffa520b9ab752f74b2d5bf44ee875690744cbd723c718e1d2,1990fa414d2d28697029069d1d3f43ccfa4d31b055fdc655fac2cb241d140640,1,LOC_THETA_LOC,0.034978644,0.034983426,0.136235159,0.086123854,0.002492163,UNAVAILABLE,0.012640498,19616,KiB,CHILD_PROCESS_MAX_RSS_INCLUDES_SHARED_LIBRARIES,39,16,51,51,UNAVAILABLE,5,5,4.0,NO_CANDIDATE,False
