attempt_id,analysis_id,sample_id,method,attempt_number,timeout_budget_seconds,solver_status,runtime_seconds,recorded_at_utc
0a11ce9858d9ca3c870999705d07bca32a270c31c3c40c48969846c18949534b,a2ae23ac0778bee62977517a3921132e0ee4b65ab22ccdcdb829f46a0b322ff1,ext4-base-f2daaf1a2b93dbf086e3,CW_THETA_CW,1,2.0,COMPLETED,0.808392350,2026-07-13T17:44:31.614926Z
93aac0452ade37a1069239ea9a8749e5fde1930f0d6e959014ef599024eadc19,d69532638c7773f4bc8ecb6c6ee7efbd33f21759f5a0d1d29d852df287822529,ext4-base-f2daaf1a2b93dbf086e3,LOC_THETA_LOC,1,2.0,COMPLETED,0.821301357,2026-07-13T17:44:32.448270Z
ed32dc64d97906bc1b0328d57eaced453b7bc822914b15b7ab35eb46f4e83542,ce35546a7c0bd126821b1cdc0eb5c3d1523d587918c4385e46904b33ae69a421,ext4-deadline-8d7021d33c9574397b71,CW_THETA_CW,1,2.0,COMPLETED,0.748976444,2026-07-13T17:44:33.209356Z
59fc4a2ef6c2b70acf03e465c2b29d33ee2da356b2ed6558284bf0f58ca24b1c,21e8cfa2e3c419b06f5273768883c7c681470a626f742f5fa0649d47ef386a29,ext4-deadline-8d7021d33c9574397b71,LOC_THETA_LOC,1,2.0,COMPLETED,0.741495655,2026-07-13T17:44:33.965047Z
0e26d06ef2d2fd185bb1fe7d9d81cfffc605fd31b071ea5ca9b03e7b8c1dfd3d,cdfbff9c1e2148d122873a04221ba1fe1f627dee3820493b344c04be1a13ed1c,ext4-period-63ebd600c163dcae807b,CW_THETA_CW,1,2.0,TIMEOUT,2.193004796,2026-07-13T17:44:36.170233Z
65d902eef46f56f133822ba0ba8df49b98c76bcf15dcbbe19c3c5a3dcbc1d869,cdfbff9c1e2148d122873a04221ba1fe1f627dee3820493b344c04be1a13ed1c,ext4-period-63ebd600c163dcae807b,CW_THETA_CW,2,4.0,TIMEOUT,4.169926265,2026-07-13T17:44:40.344919Z
8f248cedb5a89de9979663fc8e71c4f3d7a65972cdc3d583735b1fdeb72d3443,60b3693d53846721dd4e641b86c63967b0e83e94eabba8e27ac2481e01ea1159,ext4-period-63ebd600c163dcae807b,LOC_THETA_LOC,1,2.0,TIMEOUT,2.192465769,2026-07-13T17:44:42.549420Z
922ac3a0ca26d7292a88805b76dc08b06242bde2f99690ee3e5a28bd4a260e30,60b3693d53846721dd4e641b86c63967b0e83e94eabba8e27ac2481e01ea1159,ext4-period-63ebd600c163dcae807b,LOC_THETA_LOC,2,4.0,TIMEOUT,4.210919492,2026-07-13T17:44:46.769904Z
