cell_id,taskset_id,exact_e0,cw_runtime,loc_runtime,cw_status,loc_status
4d3e657273d609d880d180fe41751e2dffcf981b498ee04f4e30ec89449ee193,v93-5b7dce0b03-t00000-2292118c3dc7,0,0.683822366,0.696341670,COMPLETED,COMPLETED
