cell_id,taskset_id,exact_e0,relation,left_variant,right_variant,task_id,priority_rank,left_candidate,right_candidate,reduction,normalized_reduction,status,dominance_expected
0fdf6d8e6f83a7f6db66488768af9ba99458aace827756a9756e2ec6824acfb4,v93-cfffce69e8-t00000-3b4a9aaf332f,21473099401200000281/200000000000000000000,LOC_D_VS_CW_D,CW_D,LOC_D,0,0,5,5,0,0.0,EQUAL,True
0fdf6d8e6f83a7f6db66488768af9ba99458aace827756a9756e2ec6824acfb4,v93-cfffce69e8-t00000-3b4a9aaf332f,21473099401200000281/200000000000000000000,LOC_D_VS_CW_D,CW_D,LOC_D,1,1,4,4,0,0.0,EQUAL,True
0fdf6d8e6f83a7f6db66488768af9ba99458aace827756a9756e2ec6824acfb4,v93-cfffce69e8-t00000-3b4a9aaf332f,21473099401200000281/200000000000000000000,LOC_D_VS_CW_D,CW_D,LOC_D,2,2,22,22,0,0.0,EQUAL,True
0fdf6d8e6f83a7f6db66488768af9ba99458aace827756a9756e2ec6824acfb4,v93-cfffce69e8-t00000-3b4a9aaf332f,21473099401200000281/200000000000000000000,LOC_D_VS_CW_D,CW_D,LOC_D,3,3,5,5,0,0.0,EQUAL,True
0fdf6d8e6f83a7f6db66488768af9ba99458aace827756a9756e2ec6824acfb4,v93-cfffce69e8-t00000-3b4a9aaf332f,21473099401200000281/200000000000000000000,LOC_D_VS_CW_D,CW_D,LOC_D,4,4,15,15,0,0.0,EQUAL,True
0fdf6d8e6f83a7f6db66488768af9ba99458aace827756a9756e2ec6824acfb4,v93-cfffce69e8-t00000-3b4a9aaf332f,21473099401200000281/200000000000000000000,LOC_D_VS_CW_D,CW_D,LOC_D,5,5,31,31,0,0.0,EQUAL,True
0fdf6d8e6f83a7f6db66488768af9ba99458aace827756a9756e2ec6824acfb4,v93-cfffce69e8-t00000-3b4a9aaf332f,21473099401200000281/200000000000000000000,LOC_D_VS_CW_D,CW_D,LOC_D,6,6,19,19,0,0.0,EQUAL,True
0fdf6d8e6f83a7f6db66488768af9ba99458aace827756a9756e2ec6824acfb4,v93-cfffce69e8-t00000-3b4a9aaf332f,21473099401200000281/200000000000000000000,LOC_D_VS_CW_D,CW_D,LOC_D,7,7,51,51,0,0.0,EQUAL,True
0fdf6d8e6f83a7f6db66488768af9ba99458aace827756a9756e2ec6824acfb4,v93-cfffce69e8-t00000-3b4a9aaf332f,21473099401200000281/200000000000000000000,LOC_D_VS_CW_D,CW_D,LOC_D,8,8,117,117,0,0.0,EQUAL,True
0fdf6d8e6f83a7f6db66488768af9ba99458aace827756a9756e2ec6824acfb4,v93-cfffce69e8-t00000-3b4a9aaf332f,21473099401200000281/200000000000000000000,LOC_D_VS_CW_D,CW_D,LOC_D,9,9,42,42,0,0.0,EQUAL,True
6c35ae1fbc861f44a6d0accc5bc399855f3693f6014fdfdacf821b2a2e743986,v93-cfffce69e8-t00000-3b4a9aaf332f,1,LOC_D_VS_CW_D,CW_D,LOC_D,0,0,5,5,0,0.0,EQUAL,True
6c35ae1fbc861f44a6d0accc5bc399855f3693f6014fdfdacf821b2a2e743986,v93-cfffce69e8-t00000-3b4a9aaf332f,1,LOC_D_VS_CW_D,CW_D,LOC_D,1,1,4,4,0,0.0,EQUAL,True
6c35ae1fbc861f44a6d0accc5bc399855f3693f6014fdfdacf821b2a2e743986,v93-cfffce69e8-t00000-3b4a9aaf332f,1,LOC_D_VS_CW_D,CW_D,LOC_D,2,2,22,22,0,0.0,EQUAL,True
6c35ae1fbc861f44a6d0accc5bc399855f3693f6014fdfdacf821b2a2e743986,v93-cfffce69e8-t00000-3b4a9aaf332f,1,LOC_D_VS_CW_D,CW_D,LOC_D,3,3,5,5,0,0.0,EQUAL,True
6c35ae1fbc861f44a6d0accc5bc399855f3693f6014fdfdacf821b2a2e743986,v93-cfffce69e8-t00000-3b4a9aaf332f,1,LOC_D_VS_CW_D,CW_D,LOC_D,4,4,15,15,0,0.0,EQUAL,True
6c35ae1fbc861f44a6d0accc5bc399855f3693f6014fdfdacf821b2a2e743986,v93-cfffce69e8-t00000-3b4a9aaf332f,1,LOC_D_VS_CW_D,CW_D,LOC_D,5,5,31,31,0,0.0,EQUAL,True
6c35ae1fbc861f44a6d0accc5bc399855f3693f6014fdfdacf821b2a2e743986,v93-cfffce69e8-t00000-3b4a9aaf332f,1,LOC_D_VS_CW_D,CW_D,LOC_D,6,6,19,19,0,0.0,EQUAL,True
6c35ae1fbc861f44a6d0accc5bc399855f3693f6014fdfdacf821b2a2e743986,v93-cfffce69e8-t00000-3b4a9aaf332f,1,LOC_D_VS_CW_D,CW_D,LOC_D,7,7,51,51,0,0.0,EQUAL,True
6c35ae1fbc861f44a6d0accc5bc399855f3693f6014fdfdacf821b2a2e743986,v93-cfffce69e8-t00000-3b4a9aaf332f,1,LOC_D_VS_CW_D,CW_D,LOC_D,8,8,117,117,0,0.0,EQUAL,True
6c35ae1fbc861f44a6d0accc5bc399855f3693f6014fdfdacf821b2a2e743986,v93-cfffce69e8-t00000-3b4a9aaf332f,1,LOC_D_VS_CW_D,CW_D,LOC_D,9,9,42,42,0,0.0,EQUAL,True
8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,v93-21471487b7-t00000-40bc3958eb59,1,LOC_D_VS_CW_D,CW_D,LOC_D,0,0,3,3,0,0.0,EQUAL,True
8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,v93-21471487b7-t00000-40bc3958eb59,1,LOC_D_VS_CW_D,CW_D,LOC_D,1,1,1,1,0,0.0,EQUAL,True
8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,v93-21471487b7-t00000-40bc3958eb59,1,LOC_D_VS_CW_D,CW_D,LOC_D,2,2,1,1,0,0.0,EQUAL,True
8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,v93-21471487b7-t00000-40bc3958eb59,1,LOC_D_VS_CW_D,CW_D,LOC_D,3,3,6,6,0,0.0,EQUAL,True
8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,v93-21471487b7-t00000-40bc3958eb59,1,LOC_D_VS_CW_D,CW_D,LOC_D,4,4,2,2,0,0.0,EQUAL,True
8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,v93-21471487b7-t00000-40bc3958eb59,1,LOC_D_VS_CW_D,CW_D,LOC_D,5,5,28,28,0,0.0,EQUAL,True
8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,v93-21471487b7-t00000-40bc3958eb59,1,LOC_D_VS_CW_D,CW_D,LOC_D,6,6,9,9,0,0.0,EQUAL,True
8187934af1038eee5239539296793ea218b51edb974f3a12747786fb3d14e6ca,v93-21471487b7-t00000-40bc3958eb59,1,LOC_D_VS_CW_D,CW_D,LOC_D,7,7,11,11,0,0.0,EQUAL,True
