plot,scheduler_id,trace_id,trace_scale,request_id,category,x,y
battery_trajectory,gpfp_asap_block,ext2-synthetic-smoke-v1:segment:0:3:scale:1:resampled:60000000000ns,1,a29e7aad9b00789dd853b42ba5fab3d91903a9173f4cd4f2ed3cbb4cb1e2598f,SIM_PASS_OBSERVED,97,20.0607
battery_trajectory,gpfp_asap_block,ext2-synthetic-smoke-v1:segment:0:3:scale:1:resampled:60000000000ns,1,a29e7aad9b00789dd853b42ba5fab3d91903a9173f4cd4f2ed3cbb4cb1e2598f,SIM_PASS_OBSERVED,97,20.0607
battery_trajectory,gpfp_asap_block,ext2-synthetic-smoke-v1:segment:0:3:scale:1:resampled:60000000000ns,1,a29e7aad9b00789dd853b42ba5fab3d91903a9173f4cd4f2ed3cbb4cb1e2598f,SIM_PASS_OBSERVED,97,20.0611
battery_trajectory,gpfp_asap_block,ext2-synthetic-smoke-v1:segment:0:3:scale:1:resampled:60000000000ns,1,a29e7aad9b00789dd853b42ba5fab3d91903a9173f4cd4f2ed3cbb4cb1e2598f,SIM_PASS_OBSERVED,97,20.0611
battery_trajectory,gpfp_asap_block,ext2-synthetic-smoke-v1:segment:0:3:scale:1:resampled:60000000000ns,1,a29e7aad9b00789dd853b42ba5fab3d91903a9173f4cd4f2ed3cbb4cb1e2598f,SIM_PASS_OBSERVED,101,20.0623
battery_trajectory,gpfp_asap_block,ext2-synthetic-smoke-v1:segment:0:3:scale:1:resampled:60000000000ns,1,a29e7aad9b00789dd853b42ba5fab3d91903a9173f4cd4f2ed3cbb4cb1e2598f,SIM_PASS_OBSERVED,101,20.0623
battery_trajectory,gpfp_asap_block,ext2-synthetic-smoke-v1:segment:0:3:scale:1:resampled:60000000000ns,1,a29e7aad9b00789dd853b42ba5fab3d91903a9173f4cd4f2ed3cbb4cb1e2598f,SIM_PASS_OBSERVED,111,20.0723
battery_trajectory,gpfp_asap_block,ext2-synthetic-smoke-v1:segment:0:3:scale:1:resampled:60000000000ns,1,a29e7aad9b00789dd853b42ba5fab3d91903a9173f4cd4f2ed3cbb4cb1e2598f,SIM_PASS_OBSERVED,111,20.072599999999998
battery_trajectory,gpfp_asap_block,ext2-synthetic-smoke-v1:segment:0:3:scale:1:resampled:60000000000ns,1,a29e7aad9b00789dd853b42ba5fab3d91903a9173f4cd4f2ed3cbb4cb1e2598f,SIM_PASS_OBSERVED,113,20.0729
battery_trajectory,gpfp_asap_block,ext2-synthetic-smoke-v1:segment:0:3:scale:1:resampled:60000000000ns,1,a29e7aad9b00789dd853b42ba5fab3d91903a9173f4cd4f2ed3cbb4cb1e2598f,SIM_PASS_OBSERVED,113,20.0731
battery_trajectory,gpfp_asap_block,ext2-synthetic-smoke-v1:segment:0:3:scale:1:resampled:60000000000ns,1,a29e7aad9b00789dd853b42ba5fab3d91903a9173f4cd4f2ed3cbb4cb1e2598f,SIM_PASS_OBSERVED,115,20.073400000000003
battery_trajectory,gpfp_asap_block,ext2-synthetic-smoke-v1:segment:0:3:scale:1:resampled:60000000000ns,1,a29e7aad9b00789dd853b42ba5fab3d91903a9173f4cd4f2ed3cbb4cb1e2598f,SIM_PASS_OBSERVED,119,20.0746
battery_trajectory,gpfp_asap_block,ext2-synthetic-smoke-v1:segment:0:3:scale:1:resampled:60000000000ns,1,a29e7aad9b00789dd853b42ba5fab3d91903a9173f4cd4f2ed3cbb4cb1e2598f,SIM_PASS_OBSERVED,135,20.0906
battery_trajectory,gpfp_asap_block,ext2-synthetic-smoke-v1:segment:0:3:scale:1:resampled:60000000000ns,1,a29e7aad9b00789dd853b42ba5fab3d91903a9173f4cd4f2ed3cbb4cb1e2598f,SIM_PASS_OBSERVED,135,20.0916
battery_trajectory,gpfp_asap_block,ext2-synthetic-smoke-v1:segment:0:3:scale:1:resampled:60000000000ns,1,a29e7aad9b00789dd853b42ba5fab3d91903a9173f4cd4f2ed3cbb4cb1e2598f,SIM_PASS_OBSERVED,141,20.0963
battery_trajectory,gpfp_asap_block,ext2-synthetic-smoke-v1:segment:0:3:scale:1:resampled:60000000000ns,1,a29e7aad9b00789dd853b42ba5fab3d91903a9173f4cd4f2ed3cbb4cb1e2598f,SIM_PASS_OBSERVED,141,20.0972
battery_trajectory,gpfp_asap_block,ext2-synthetic-smoke-v1:segment:0:3:scale:1:resampled:60000000000ns,1,a29e7aad9b00789dd853b42ba5fab3d91903a9173f4cd4f2ed3cbb4cb1e2598f,SIM_PASS_OBSERVED,148,20.102700000000002
battery_trajectory,gpfp_asap_block,ext2-synthetic-smoke-v1:segment:0:3:scale:1:resampled:60000000000ns,1,a29e7aad9b00789dd853b42ba5fab3d91903a9173f4cd4f2ed3cbb4cb1e2598f,SIM_PASS_OBSERVED,154,20.108400000000003
battery_trajectory,gpfp_asap_block,ext2-synthetic-smoke-v1:segment:0:3:scale:1:resampled:60000000000ns,1,a29e7aad9b00789dd853b42ba5fab3d91903a9173f4cd4f2ed3cbb4cb1e2598f,SIM_PASS_OBSERVED,161,20.1154
battery_trajectory,gpfp_asap_block,ext2-synthetic-smoke-v1:segment:0:3:scale:1:resampled:60000000000ns,1,a29e7aad9b00789dd853b42ba5fab3d91903a9173f4cd4f2ed3cbb4cb1e2598f,SIM_PASS_OBSERVED,161,20.1157
battery_trajectory,gpfp_asap_block,ext2-synthetic-smoke-v1:segment:0:3:scale:1:resampled:60000000000ns,1,a29e7aad9b00789dd853b42ba5fab3d91903a9173f4cd4f2ed3cbb4cb1e2598f,SIM_PASS_OBSERVED,167,20.1172
battery_trajectory,gpfp_asap_block,ext2-synthetic-smoke-v1:segment:0:3:scale:1:resampled:60000000000ns,1,a29e7aad9b00789dd853b42ba5fab3d91903a9173f4cd4f2ed3cbb4cb1e2598f,SIM_PASS_OBSERVED,167,20.1175
battery_trajectory,gpfp_asap_block,ext2-synthetic-smoke-v1:segment:0:3:scale:1:resampled:60000000000ns,1,a29e7aad9b00789dd853b42ba5fab3d91903a9173f4cd4f2ed3cbb4cb1e2598f,SIM_PASS_OBSERVED,169,20.1177
battery_trajectory,gpfp_asap_block,ext2-synthetic-smoke-v1:segment:0:3:scale:1:resampled:60000000000ns,1,a29e7aad9b00789dd853b42ba5fab3d91903a9173f4cd4f2ed3cbb4cb1e2598f,SIM_PASS_OBSERVED,169,20.1177
battery_trajectory,gpfp_asap_block,ext2-synthetic-smoke-v1:segment:0:3:scale:1:resampled:60000000000ns,1,a29e7aad9b00789dd853b42ba5fab3d91903a9173f4cd4f2ed3cbb4cb1e2598f,SIM_PASS_OBSERVED,176,20.1247
battery_trajectory,gpfp_asap_block,ext2-synthetic-smoke-v1:segment:0:3:scale:1:resampled:60000000000ns,1,a29e7aad9b00789dd853b42ba5fab3d91903a9173f4cd4f2ed3cbb4cb1e2598f,SIM_PASS_OBSERVED,176,20.125400000000003
