taskset_id,U_norm,E0,analysis_variant,analysis_id,solver_status,certification_status,wall_clock_runtime_seconds,cpu_runtime_seconds,timeout,numeric_error,internal_conformance_failure
v93-u0-e1-t00-f8b4c71f0699,0.2,1,LOC_THETA_CW,444234783e619331aba8226ab61d65daf9527ec2a104f0778abc97ac99921e56,COMPLETED,CERTIFIED_TASKSET,0.723709173,0.718360575,False,False,False
v93-u0-e1-t00-f8b4c71f0699,0.2,1,LOC_THETA_LOC,4306277546f1a98b96053a2137932b22d47bd4713787070a3fa05483f0697f7d,COMPLETED,CERTIFIED_TASKSET,0.655960802,0.651345472,False,False,False
v93-u0-e1-t01-e826f2c4e829,0.2,1,CW_D,defebdecbe2f2855976bb976a586df9b1e47fb6daa2c7ce8b14f26936bcc1901,COMPLETED,CERTIFIED_TASKSET,0.799777726,0.794984464,False,False,False
v93-u0-e1-t01-e826f2c4e829,0.2,1,LOC_D,e2b571cc03da21ca6ff01261be89d13233d3617cff2ab08219ba45b8da0b460f,COMPLETED,CERTIFIED_TASKSET,0.811997199,0.807089446,False,False,False
v93-u0-e1-t01-e826f2c4e829,0.2,1,CW_THETA_CW,32888a78950e09bd2bb68b921053c74bacfe76acaee2b5a0180962f6f38ed914,COMPLETED,CERTIFIED_TASKSET,0.586956244,0.582511570,False,False,False
v93-u0-e1-t01-e826f2c4e829,0.2,1,LOC_THETA_CW,bf94e38c0cdec9cf14f93527f2fd49eecc6a082dc8c046bbd8d99a6d07c930d5,COMPLETED,CERTIFIED_TASKSET,0.590073021,0.585791829,False,False,False
v93-u0-e1-t01-e826f2c4e829,0.2,1,LOC_THETA_LOC,466ff14d8995f2020eee8c5cc88d2e352ef7f4229b3f77ae71d24e83cdc1a387,COMPLETED,CERTIFIED_TASKSET,0.595295301,0.590512741,False,False,False
v93-u0-e1-t02-574d8a190b8a,0.2,1,CW_D,36bb685b8f1e3a5f8e2d56896aa0404704df863d9416d539e77f1b373fb8a2cb,COMPLETED,CERTIFIED_TASKSET,3.586866366,3.581391176,False,False,False
v93-u0-e1-t02-574d8a190b8a,0.2,1,LOC_D,9c1896e483c8703e9455b59d8732fdac83c8f8e8ee063277b490494263b82f4c,COMPLETED,CERTIFIED_TASKSET,3.522428320,3.516883226,False,False,False
v93-u0-e1-t02-574d8a190b8a,0.2,1,CW_THETA_CW,ac7cfcb42f45c2d6359ff21af7aa8375a0f754fd812ea7f7444fa20189879b43,COMPLETED,CERTIFIED_TASKSET,2.507268261,2.500954165,False,False,False
v93-u0-e1-t02-574d8a190b8a,0.2,1,LOC_THETA_CW,23d3a8891101491fece2fbcdbcb43761b6e2f1191caf12ebeb6580429e3bb354,COMPLETED,CERTIFIED_TASKSET,2.182506247,2.177827028,False,False,False
v93-u0-e1-t02-574d8a190b8a,0.2,1,LOC_THETA_LOC,7697c1e98a4103939cc8593051fd12518871432e806eef6cbd89d1b3d412778a,COMPLETED,CERTIFIED_TASKSET,2.167750713,2.163452077,False,False,False
v93-u0-e1-t03-915984974c81,0.2,1,CW_D,8133de13b482e511e3794e0d65def5899415773087a0f209c62e1f5723c94b44,COMPLETED,CERTIFIED_TASKSET,0.978312740,0.973588506,False,False,False
v93-u0-e1-t03-915984974c81,0.2,1,LOC_D,a8574ccfd8dbd6edb25dfa5988226ebe04e847040b5f5109d4381ba5bccd7206,COMPLETED,CERTIFIED_TASKSET,1.004221318,0.999925326,False,False,False
v93-u0-e1-t03-915984974c81,0.2,1,CW_THETA_CW,028efa92bee9581661051e150f1db9b1a9fd6686754c839a404716f510138248,COMPLETED,CERTIFIED_TASKSET,0.780118023,0.774946829,False,False,False
v93-u0-e1-t03-915984974c81,0.2,1,LOC_THETA_CW,ff6a4db772736abf7a5cc4857679124ade010ed6f7831d93db4fe8934a2d0cf6,COMPLETED,CERTIFIED_TASKSET,0.767675835,0.763417760,False,False,False
v93-u0-e1-t03-915984974c81,0.2,1,LOC_THETA_LOC,c30d67acad3d428301d1c50f4b80d0bf833d1339c73d74bfe014e22fcec13342,COMPLETED,CERTIFIED_TASKSET,0.843020590,0.836097956,False,False,False
v93-u0-e1-t04-8faf75061cb3,0.2,1,CW_D,d73a31a322a56c1d117c4335b6872703bd84ff389ce4f24d4023b78dfeeaeedc,COMPLETED,CERTIFIED_TASKSET,0.484282822,0.478864966,False,False,False
v93-u0-e1-t04-8faf75061cb3,0.2,1,LOC_D,3fb4b3f6ea4b85ad6efc47639ab11b3d4dede681c87efaea6c55de016af3eff1,COMPLETED,CERTIFIED_TASKSET,0.557183850,0.550156981,False,False,False
v93-u0-e1-t04-8faf75061cb3,0.2,1,CW_THETA_CW,9d85c4f1df1999c33b8f30490c4278f861414f5da66e1bf9b464ea314f78309e,COMPLETED,CERTIFIED_TASKSET,0.405347088,0.398515260,False,False,False
v93-u0-e1-t04-8faf75061cb3,0.2,1,LOC_THETA_CW,c9ab6d20853316737a64c27d1417570e4664552a62c5b14757cb2a32736ac23a,COMPLETED,CERTIFIED_TASKSET,0.425374993,0.417843185,False,False,False
v93-u0-e1-t04-8faf75061cb3,0.2,1,LOC_THETA_LOC,cf5ccdf18c2ec882af8eab5be7133639b2ec741160cf1c9e540f22fdc7b828a9,COMPLETED,CERTIFIED_TASKSET,0.397325942,0.391817122,False,False,False
v93-u0-e1-t05-d56b119fb810,0.2,1,CW_D,d78c46607911e7f688b047992a7a64e58d10886d5b7e655ba1bde3aa14bbc928,COMPLETED,CERTIFIED_TASKSET,2.379686970,2.374635972,False,False,False
v93-u0-e1-t05-d56b119fb810,0.2,1,LOC_D,625c11fa84872a01747a280e588957c8cc0dbc4dedd12690661eb7c7cbf93941,COMPLETED,CERTIFIED_TASKSET,2.287063321,2.282104364,False,False,False
v93-u0-e1-t05-d56b119fb810,0.2,1,CW_THETA_CW,6c64ece3eb15d7e9d3cf358223e14b7c11ccf083cf6ae9ba24581751f3c30da9,COMPLETED,CERTIFIED_TASKSET,1.574476751,1.570049527,False,False,False
v93-u0-e1-t05-d56b119fb810,0.2,1,LOC_THETA_CW,9c4c77ca6c91dc0efc9956d4b52d298bc8a3949f9eb1b81a7a64bf8c8925defc,COMPLETED,CERTIFIED_TASKSET,1.541777989,1.537646974,False,False,False
v93-u0-e1-t05-d56b119fb810,0.2,1,LOC_THETA_LOC,202f09afe54298935cc4efb7902007a9c4a69eb21ee8b5e1ac279ff1ea956cda,COMPLETED,CERTIFIED_TASKSET,1.536216129,1.531730366,False,False,False
v93-u0-e1-t06-cfc83e02a77d,0.2,1,CW_D,c3198cb0de79c477e5b83f112909f4c10c6f031d58ac82317e8679d2d531dd5f,COMPLETED,CERTIFIED_TASKSET,0.750896454,0.745894663,False,False,False
v93-u0-e1-t06-cfc83e02a77d,0.2,1,LOC_D,c0df2748ed55f56e10ad6e18875123e5e79a91cdd352d9dd68c46accb4819afc,COMPLETED,CERTIFIED_TASKSET,0.751555720,0.747609356,False,False,False
v93-u0-e1-t06-cfc83e02a77d,0.2,1,CW_THETA_CW,eacf056cd2f29bfec9fac382bfa832e21e0efe5bcead1b5494ab583fe13b5eb0,COMPLETED,CERTIFIED_TASKSET,0.545908456,0.541347938,False,False,False
v93-u0-e1-t06-cfc83e02a77d,0.2,1,LOC_THETA_CW,3cc0ea5629c73a3d5ecdda90e45b3644c414ec289df4defe836da3dde54ee60f,COMPLETED,CERTIFIED_TASKSET,0.546660518,0.542519767,False,False,False
v93-u0-e1-t06-cfc83e02a77d,0.2,1,LOC_THETA_LOC,081da9e6d7b3efda775d9e0fa0863391b4281de1dd3f05c6b863ea257c0aea18,COMPLETED,CERTIFIED_TASKSET,0.546115109,0.541800878,False,False,False
v93-u0-e1-t07-58744ea94fe6,0.2,1,CW_D,fa265c0beece05252d84c05c65ff31cca1d1fb76f4789e2582fc3953c87fb4c2,COMPLETED,CERTIFIED_TASKSET,0.432075490,0.427158553,False,False,False
v93-u0-e1-t07-58744ea94fe6,0.2,1,LOC_D,2dfdad02a9cb4d44044ec7b504474a06b502d8e6b4a29fe3611af62aad5bde29,COMPLETED,CERTIFIED_TASKSET,0.478353161,0.473998816,False,False,False
v93-u0-e1-t07-58744ea94fe6,0.2,1,CW_THETA_CW,668769807d37d51826619740ac6706dbc98676a71c95eb08cc9030357c898431,COMPLETED,CERTIFIED_TASKSET,0.343872995,0.338678327,False,False,False
v93-u0-e1-t07-58744ea94fe6,0.2,1,LOC_THETA_CW,5cab6683e3a92cf681cadb0d7b29e2262d4fe5fde1f86d95b03b1964ef326eac,COMPLETED,CERTIFIED_TASKSET,0.351725853,0.346664751,False,False,False
v93-u0-e1-t07-58744ea94fe6,0.2,1,LOC_THETA_LOC,17b68bdb6f150c8da9cc0cf3f236793173ff9912a4d5d900156b0b4e992f1a83,COMPLETED,CERTIFIED_TASKSET,0.317297257,0.312118599,False,False,False
v93-u0-e1-t08-bb889ea3508a,0.2,1,CW_D,da08433b8879996bb982ab812dab9ab8970886777cc5f4247d6499597d4f3d4f,COMPLETED,CERTIFIED_TASKSET,4.816082180,4.811254753,False,False,False
v93-u0-e1-t08-bb889ea3508a,0.2,1,LOC_D,671fa33720633aec664151dbb8a35fcef2cb6ca5ec624226d4e7686a751e4b40,COMPLETED,CERTIFIED_TASKSET,4.556348481,4.551964462,False,False,False
v93-u0-e1-t08-bb889ea3508a,0.2,1,CW_THETA_CW,e5b26cdc9c06ddc36c12873827609c08278e2e06ff14e679c2aa12237205eb9b,COMPLETED,CERTIFIED_TASKSET,3.524532935,3.519732587,False,False,False
v93-u0-e1-t08-bb889ea3508a,0.2,1,LOC_THETA_CW,c3b232888c04a4c59f46b854d0b83c592c47115495920971240a53bbfaf88af2,COMPLETED,CERTIFIED_TASKSET,3.402088268,3.396383995,False,False,False
v93-u0-e1-t08-bb889ea3508a,0.2,1,LOC_THETA_LOC,5e43ae3bd14314045d8202a728c99dd0df48ec7de228bc774ef9788e0ed5ccf7,COMPLETED,CERTIFIED_TASKSET,3.408298278,3.403452761,False,False,False
v93-u0-e1-t09-17fccf30edcd,0.2,1,CW_D,0d62fdaffb8b3c5c7c0a9147ee5d61f0b9b475d326a415eb7dab1595ea4ef2fb,COMPLETED,CERTIFIED_TASKSET,3.236602688,3.227572631,False,False,False
v93-u0-e1-t09-17fccf30edcd,0.2,1,LOC_D,2a180dc833c4da58b394a0f3516ea965cb646279df2c4897c5c89aea873e62c6,COMPLETED,CERTIFIED_TASKSET,3.325751563,3.321298011,False,False,False
v93-u0-e1-t09-17fccf30edcd,0.2,1,CW_THETA_CW,4ab91304b2e699a6f5f0afd89f800314358a7079ffa3d21ddbcdca84c02b19e3,COMPLETED,CERTIFIED_TASKSET,2.571730597,2.566238120,False,False,False
v93-u0-e1-t09-17fccf30edcd,0.2,1,LOC_THETA_CW,24f74f7c9f38baa3a8f735eac43bf7042bae1a2419bb528c44276401fba17438,COMPLETED,CERTIFIED_TASKSET,2.510799015,2.506657901,False,False,False
v93-u0-e1-t09-17fccf30edcd,0.2,1,LOC_THETA_LOC,3c0178432f02a31aaa01836ab59c2659199ca0ceb39cdd802eb2e6663ce4ec10,COMPLETED,CERTIFIED_TASKSET,2.460370144,2.455894518,False,False,False
v93-u1-e0-t00-e34e528a3329,0.4,0,CW_D,bf0a87c0edcc0743b058af87769810e10233d3e01296cf1c0ef67012b5fedd53,NO_CANDIDATE,NOT_CERTIFIED,0.273033153,0.267506621,False,False,False
v93-u1-e0-t00-e34e528a3329,0.4,0,LOC_D,c528127b931fd0d383ccd16c059c453d31d09eab060c15b353182f5a46511615,NO_CANDIDATE,NOT_CERTIFIED,0.257893088,0.253484182,False,False,False
v93-u1-e0-t00-e34e528a3329,0.4,0,CW_THETA_CW,6d565e866bcfae5a7c6b534f9f2c1a33a7127858a967e6c82b520e686994d977,NO_CANDIDATE,NOT_CERTIFIED,0.263826987,0.259614560,False,False,False
v93-u1-e0-t00-e34e528a3329,0.4,0,LOC_THETA_CW,84f73d88c06cd118751232b77705615582c5602008b809747fc50a7c0b8806ce,NOT_APPLICABLE_DEPENDENCY,NOT_APPLICABLE,0.006490197,0.001742470,False,False,False
v93-u1-e0-t00-e34e528a3329,0.4,0,LOC_THETA_LOC,e339b729deacbe1a1010b79a758bd286e007f2aa3919a258fc7634a8549803b4,NO_CANDIDATE,NOT_CERTIFIED,0.264447202,0.258992202,False,False,False
v93-u1-e0-t01-2f8f3ba103bc,0.4,0,CW_D,ab16eb181e496bc85952b09175b9df1d7fada65c0aabd5733ee72560426515a2,NO_CANDIDATE,NOT_CERTIFIED,0.230628351,0.225922066,False,False,False
v93-u1-e0-t01-2f8f3ba103bc,0.4,0,LOC_D,58616b142b303623a855248cbc209dff31777b9e8452a750a738f2bf4d583ff1,NO_CANDIDATE,NOT_CERTIFIED,0.238490146,0.232860790,False,False,False
v93-u1-e0-t01-2f8f3ba103bc,0.4,0,CW_THETA_CW,8b5f01ff399cda7786da8f0689aba141671675610b07e1e0b722e0be10eae563,NO_CANDIDATE,NOT_CERTIFIED,0.227047573,0.222718388,False,False,False
v93-u1-e0-t01-2f8f3ba103bc,0.4,0,LOC_THETA_CW,790be895bfb32f6cd0982eb27bb5d4ae539ef355cf72e4063f4b2342d5344b7c,NOT_APPLICABLE_DEPENDENCY,NOT_APPLICABLE,0.006012305,0.001675352,False,False,False
v93-u1-e0-t01-2f8f3ba103bc,0.4,0,LOC_THETA_LOC,92649b8d871e3505657b61c39c7e224c36d1402e6daf6631630908adcbd869ce,NO_CANDIDATE,NOT_CERTIFIED,0.229561669,0.225214070,False,False,False
v93-u1-e0-t02-f41b1b237187,0.4,0,CW_D,3716ca80b6bd275a3be45a24023e1538089fefc1aa04b1c6339ce6ec51d6df03,NO_CANDIDATE,NOT_CERTIFIED,0.283751315,0.279177771,False,False,False
v93-u1-e0-t02-f41b1b237187,0.4,0,LOC_D,3d8f359e18890a64384fdc725bc2d76c440b1ddf3320c3bcc5f17dd5a3db5d70,NO_CANDIDATE,NOT_CERTIFIED,0.272568859,0.267813012,False,False,False
v93-u1-e0-t02-f41b1b237187,0.4,0,CW_THETA_CW,77175b922b59626e50ad3bca99833c32953b4da58b7eb970916521e5c6de4fb9,NO_CANDIDATE,NOT_CERTIFIED,0.272854002,0.268475482,False,False,False
v93-u1-e0-t02-f41b1b237187,0.4,0,LOC_THETA_CW,f73446a6427254094ca0491f9918a8bd1cc2a27ce6f4aa5403c910e99f229429,NOT_APPLICABLE_DEPENDENCY,NOT_APPLICABLE,0.004917100,0.001518333,False,False,False
v93-u1-e0-t02-f41b1b237187,0.4,0,LOC_THETA_LOC,e07193f681b15f987294efcee6fbf49e2238ca32031172a77f9d1424da9cdd08,NO_CANDIDATE,NOT_CERTIFIED,0.279182076,0.274238287,False,False,False
