taskset_id,U_norm,E0,relation,task_id,priority_rank,complete_candidate,local_candidate,improvement,status,common_task_count,tighter_count,equal_count,violation_count,maximum_improvement,mean_improvement
v93-u1-e1-t02-aaa1532d33ef,0.4,1,FIXED_CW_CARRY_IN,5,5,41,41,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t02-aaa1532d33ef,0.4,1,FIXED_CW_CARRY_IN,6,6,21,21,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t02-aaa1532d33ef,0.4,1,FIXED_CW_CARRY_IN,7,7,30,30,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t02-aaa1532d33ef,0.4,1,FIXED_CW_CARRY_IN,8,8,77,77,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t02-aaa1532d33ef,0.4,1,FIXED_CW_CARRY_IN,9,9,47,47,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t02-aaa1532d33ef,0.4,1,RECURSIVE_CARRY_IN,0,0,24,24,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t02-aaa1532d33ef,0.4,1,RECURSIVE_CARRY_IN,1,1,11,11,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t02-aaa1532d33ef,0.4,1,RECURSIVE_CARRY_IN,2,2,9,9,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t02-aaa1532d33ef,0.4,1,RECURSIVE_CARRY_IN,3,3,1,1,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t02-aaa1532d33ef,0.4,1,RECURSIVE_CARRY_IN,4,4,19,19,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t02-aaa1532d33ef,0.4,1,RECURSIVE_CARRY_IN,5,5,41,41,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t02-aaa1532d33ef,0.4,1,RECURSIVE_CARRY_IN,6,6,21,21,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t02-aaa1532d33ef,0.4,1,RECURSIVE_CARRY_IN,7,7,30,30,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t02-aaa1532d33ef,0.4,1,RECURSIVE_CARRY_IN,8,8,77,77,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t02-aaa1532d33ef,0.4,1,RECURSIVE_CARRY_IN,9,9,47,47,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t03-ab3e4493620a,0.4,1,DEADLINE_CARRY_IN,0,0,13,13,0,EQUAL,8,0,8,0,0,0
v93-u1-e1-t03-ab3e4493620a,0.4,1,DEADLINE_CARRY_IN,1,1,23,23,0,EQUAL,8,0,8,0,0,0
v93-u1-e1-t03-ab3e4493620a,0.4,1,DEADLINE_CARRY_IN,2,2,8,8,0,EQUAL,8,0,8,0,0,0
v93-u1-e1-t03-ab3e4493620a,0.4,1,DEADLINE_CARRY_IN,3,3,83,83,0,EQUAL,8,0,8,0,0,0
v93-u1-e1-t03-ab3e4493620a,0.4,1,DEADLINE_CARRY_IN,4,4,19,19,0,EQUAL,8,0,8,0,0,0
v93-u1-e1-t03-ab3e4493620a,0.4,1,DEADLINE_CARRY_IN,5,5,26,26,0,EQUAL,8,0,8,0,0,0
v93-u1-e1-t03-ab3e4493620a,0.4,1,DEADLINE_CARRY_IN,6,6,40,40,0,EQUAL,8,0,8,0,0,0
v93-u1-e1-t03-ab3e4493620a,0.4,1,DEADLINE_CARRY_IN,7,7,59,59,0,EQUAL,8,0,8,0,0,0
v93-u1-e1-t03-ab3e4493620a,0.4,1,FIXED_CW_CARRY_IN,0,0,13,13,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t03-ab3e4493620a,0.4,1,FIXED_CW_CARRY_IN,1,1,23,23,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t03-ab3e4493620a,0.4,1,FIXED_CW_CARRY_IN,2,2,8,8,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t03-ab3e4493620a,0.4,1,FIXED_CW_CARRY_IN,3,3,83,83,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t03-ab3e4493620a,0.4,1,FIXED_CW_CARRY_IN,4,4,11,11,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t03-ab3e4493620a,0.4,1,FIXED_CW_CARRY_IN,5,5,15,15,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t03-ab3e4493620a,0.4,1,FIXED_CW_CARRY_IN,6,6,26,26,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t03-ab3e4493620a,0.4,1,FIXED_CW_CARRY_IN,7,7,39,39,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t03-ab3e4493620a,0.4,1,FIXED_CW_CARRY_IN,8,8,99,99,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t03-ab3e4493620a,0.4,1,FIXED_CW_CARRY_IN,9,9,43,43,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t03-ab3e4493620a,0.4,1,RECURSIVE_CARRY_IN,0,0,13,13,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t03-ab3e4493620a,0.4,1,RECURSIVE_CARRY_IN,1,1,23,23,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t03-ab3e4493620a,0.4,1,RECURSIVE_CARRY_IN,2,2,8,8,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t03-ab3e4493620a,0.4,1,RECURSIVE_CARRY_IN,3,3,83,83,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t03-ab3e4493620a,0.4,1,RECURSIVE_CARRY_IN,4,4,11,11,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t03-ab3e4493620a,0.4,1,RECURSIVE_CARRY_IN,5,5,15,15,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t03-ab3e4493620a,0.4,1,RECURSIVE_CARRY_IN,6,6,26,26,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t03-ab3e4493620a,0.4,1,RECURSIVE_CARRY_IN,7,7,39,39,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t03-ab3e4493620a,0.4,1,RECURSIVE_CARRY_IN,8,8,99,99,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t03-ab3e4493620a,0.4,1,RECURSIVE_CARRY_IN,9,9,43,43,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t04-abc085f78c66,0.4,1,DEADLINE_CARRY_IN,0,0,23,23,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t04-abc085f78c66,0.4,1,DEADLINE_CARRY_IN,1,1,26,26,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t04-abc085f78c66,0.4,1,DEADLINE_CARRY_IN,2,2,15,15,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t04-abc085f78c66,0.4,1,DEADLINE_CARRY_IN,3,3,23,23,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t04-abc085f78c66,0.4,1,DEADLINE_CARRY_IN,4,4,43,43,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t04-abc085f78c66,0.4,1,DEADLINE_CARRY_IN,5,5,54,54,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t04-abc085f78c66,0.4,1,DEADLINE_CARRY_IN,6,6,64,64,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t04-abc085f78c66,0.4,1,DEADLINE_CARRY_IN,7,7,65,65,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t04-abc085f78c66,0.4,1,DEADLINE_CARRY_IN,8,8,67,67,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t04-abc085f78c66,0.4,1,DEADLINE_CARRY_IN,9,9,72,72,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t04-abc085f78c66,0.4,1,FIXED_CW_CARRY_IN,0,0,23,23,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t04-abc085f78c66,0.4,1,FIXED_CW_CARRY_IN,1,1,26,26,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t04-abc085f78c66,0.4,1,FIXED_CW_CARRY_IN,2,2,15,15,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t04-abc085f78c66,0.4,1,FIXED_CW_CARRY_IN,3,3,23,23,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t04-abc085f78c66,0.4,1,FIXED_CW_CARRY_IN,4,4,28,28,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t04-abc085f78c66,0.4,1,FIXED_CW_CARRY_IN,5,5,29,29,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t04-abc085f78c66,0.4,1,FIXED_CW_CARRY_IN,6,6,38,38,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t04-abc085f78c66,0.4,1,FIXED_CW_CARRY_IN,7,7,36,36,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t04-abc085f78c66,0.4,1,FIXED_CW_CARRY_IN,8,8,36,36,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t04-abc085f78c66,0.4,1,FIXED_CW_CARRY_IN,9,9,40,40,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t04-abc085f78c66,0.4,1,RECURSIVE_CARRY_IN,0,0,23,23,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t04-abc085f78c66,0.4,1,RECURSIVE_CARRY_IN,1,1,26,26,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t04-abc085f78c66,0.4,1,RECURSIVE_CARRY_IN,2,2,15,15,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t04-abc085f78c66,0.4,1,RECURSIVE_CARRY_IN,3,3,23,23,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t04-abc085f78c66,0.4,1,RECURSIVE_CARRY_IN,4,4,28,28,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t04-abc085f78c66,0.4,1,RECURSIVE_CARRY_IN,5,5,29,29,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t04-abc085f78c66,0.4,1,RECURSIVE_CARRY_IN,6,6,38,38,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t04-abc085f78c66,0.4,1,RECURSIVE_CARRY_IN,7,7,36,36,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t04-abc085f78c66,0.4,1,RECURSIVE_CARRY_IN,8,8,36,36,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t04-abc085f78c66,0.4,1,RECURSIVE_CARRY_IN,9,9,40,40,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t05-26407c67d1ef,0.4,1,DEADLINE_CARRY_IN,0,0,7,7,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t05-26407c67d1ef,0.4,1,DEADLINE_CARRY_IN,1,1,2,2,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t05-26407c67d1ef,0.4,1,DEADLINE_CARRY_IN,2,2,10,10,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t05-26407c67d1ef,0.4,1,DEADLINE_CARRY_IN,3,3,31,31,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t05-26407c67d1ef,0.4,1,DEADLINE_CARRY_IN,4,4,16,16,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t05-26407c67d1ef,0.4,1,DEADLINE_CARRY_IN,5,5,50,50,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t05-26407c67d1ef,0.4,1,DEADLINE_CARRY_IN,6,6,67,67,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t05-26407c67d1ef,0.4,1,DEADLINE_CARRY_IN,7,7,68,68,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t05-26407c67d1ef,0.4,1,DEADLINE_CARRY_IN,8,8,78,78,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t05-26407c67d1ef,0.4,1,DEADLINE_CARRY_IN,9,9,140,140,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t05-26407c67d1ef,0.4,1,FIXED_CW_CARRY_IN,0,0,7,7,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t05-26407c67d1ef,0.4,1,FIXED_CW_CARRY_IN,1,1,2,2,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t05-26407c67d1ef,0.4,1,FIXED_CW_CARRY_IN,2,2,10,10,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t05-26407c67d1ef,0.4,1,FIXED_CW_CARRY_IN,3,3,31,31,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t05-26407c67d1ef,0.4,1,FIXED_CW_CARRY_IN,4,4,14,14,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t05-26407c67d1ef,0.4,1,FIXED_CW_CARRY_IN,5,5,41,41,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t05-26407c67d1ef,0.4,1,FIXED_CW_CARRY_IN,6,6,51,51,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t05-26407c67d1ef,0.4,1,FIXED_CW_CARRY_IN,7,7,34,34,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t05-26407c67d1ef,0.4,1,FIXED_CW_CARRY_IN,8,8,43,43,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t05-26407c67d1ef,0.4,1,FIXED_CW_CARRY_IN,9,9,99,99,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t05-26407c67d1ef,0.4,1,RECURSIVE_CARRY_IN,0,0,7,7,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t05-26407c67d1ef,0.4,1,RECURSIVE_CARRY_IN,1,1,2,2,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t05-26407c67d1ef,0.4,1,RECURSIVE_CARRY_IN,2,2,10,10,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t05-26407c67d1ef,0.4,1,RECURSIVE_CARRY_IN,3,3,31,31,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t05-26407c67d1ef,0.4,1,RECURSIVE_CARRY_IN,4,4,14,14,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t05-26407c67d1ef,0.4,1,RECURSIVE_CARRY_IN,5,5,41,41,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t05-26407c67d1ef,0.4,1,RECURSIVE_CARRY_IN,6,6,51,51,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t05-26407c67d1ef,0.4,1,RECURSIVE_CARRY_IN,7,7,34,34,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t05-26407c67d1ef,0.4,1,RECURSIVE_CARRY_IN,8,8,43,43,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t05-26407c67d1ef,0.4,1,RECURSIVE_CARRY_IN,9,9,99,99,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t06-7c33b3866f7f,0.4,1,DEADLINE_CARRY_IN,0,0,13,13,0,EQUAL,8,0,8,0,0,0
v93-u1-e1-t06-7c33b3866f7f,0.4,1,DEADLINE_CARRY_IN,1,1,6,6,0,EQUAL,8,0,8,0,0,0
v93-u1-e1-t06-7c33b3866f7f,0.4,1,DEADLINE_CARRY_IN,2,2,2,2,0,EQUAL,8,0,8,0,0,0
v93-u1-e1-t06-7c33b3866f7f,0.4,1,DEADLINE_CARRY_IN,3,3,4,4,0,EQUAL,8,0,8,0,0,0
v93-u1-e1-t06-7c33b3866f7f,0.4,1,DEADLINE_CARRY_IN,4,4,19,19,0,EQUAL,8,0,8,0,0,0
v93-u1-e1-t06-7c33b3866f7f,0.4,1,DEADLINE_CARRY_IN,5,5,24,24,0,EQUAL,8,0,8,0,0,0
v93-u1-e1-t06-7c33b3866f7f,0.4,1,DEADLINE_CARRY_IN,6,6,29,29,0,EQUAL,8,0,8,0,0,0
v93-u1-e1-t06-7c33b3866f7f,0.4,1,DEADLINE_CARRY_IN,7,7,37,37,0,EQUAL,8,0,8,0,0,0
v93-u1-e1-t06-7c33b3866f7f,0.4,1,FIXED_CW_CARRY_IN,,,,,,NOT_APPLICABLE,0,0,0,0,,
v93-u1-e1-t06-7c33b3866f7f,0.4,1,RECURSIVE_CARRY_IN,0,0,13,13,0,EQUAL,9,0,9,0,0,0
v93-u1-e1-t06-7c33b3866f7f,0.4,1,RECURSIVE_CARRY_IN,1,1,6,6,0,EQUAL,9,0,9,0,0,0
v93-u1-e1-t06-7c33b3866f7f,0.4,1,RECURSIVE_CARRY_IN,2,2,2,2,0,EQUAL,9,0,9,0,0,0
v93-u1-e1-t06-7c33b3866f7f,0.4,1,RECURSIVE_CARRY_IN,3,3,4,4,0,EQUAL,9,0,9,0,0,0
v93-u1-e1-t06-7c33b3866f7f,0.4,1,RECURSIVE_CARRY_IN,4,4,17,17,0,EQUAL,9,0,9,0,0,0
v93-u1-e1-t06-7c33b3866f7f,0.4,1,RECURSIVE_CARRY_IN,5,5,18,18,0,EQUAL,9,0,9,0,0,0
v93-u1-e1-t06-7c33b3866f7f,0.4,1,RECURSIVE_CARRY_IN,6,6,17,17,0,EQUAL,9,0,9,0,0,0
v93-u1-e1-t06-7c33b3866f7f,0.4,1,RECURSIVE_CARRY_IN,7,7,23,23,0,EQUAL,9,0,9,0,0,0
v93-u1-e1-t06-7c33b3866f7f,0.4,1,RECURSIVE_CARRY_IN,8,8,134,134,0,EQUAL,9,0,9,0,0,0
v93-u1-e1-t07-c46a267aff7e,0.4,1,DEADLINE_CARRY_IN,0,0,15,15,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t07-c46a267aff7e,0.4,1,DEADLINE_CARRY_IN,1,1,3,3,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t07-c46a267aff7e,0.4,1,DEADLINE_CARRY_IN,2,2,15,15,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t07-c46a267aff7e,0.4,1,DEADLINE_CARRY_IN,3,3,10,10,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t07-c46a267aff7e,0.4,1,DEADLINE_CARRY_IN,4,4,31,31,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t07-c46a267aff7e,0.4,1,DEADLINE_CARRY_IN,5,5,60,60,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t07-c46a267aff7e,0.4,1,DEADLINE_CARRY_IN,6,6,54,54,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t07-c46a267aff7e,0.4,1,DEADLINE_CARRY_IN,7,7,61,61,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t07-c46a267aff7e,0.4,1,DEADLINE_CARRY_IN,8,8,69,69,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t07-c46a267aff7e,0.4,1,DEADLINE_CARRY_IN,9,9,106,106,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t07-c46a267aff7e,0.4,1,FIXED_CW_CARRY_IN,0,0,15,15,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t07-c46a267aff7e,0.4,1,FIXED_CW_CARRY_IN,1,1,3,3,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t07-c46a267aff7e,0.4,1,FIXED_CW_CARRY_IN,2,2,15,15,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t07-c46a267aff7e,0.4,1,FIXED_CW_CARRY_IN,3,3,10,10,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t07-c46a267aff7e,0.4,1,FIXED_CW_CARRY_IN,4,4,28,28,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t07-c46a267aff7e,0.4,1,FIXED_CW_CARRY_IN,5,5,47,47,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t07-c46a267aff7e,0.4,1,FIXED_CW_CARRY_IN,6,6,32,32,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t07-c46a267aff7e,0.4,1,FIXED_CW_CARRY_IN,7,7,35,35,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t07-c46a267aff7e,0.4,1,FIXED_CW_CARRY_IN,8,8,40,40,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t07-c46a267aff7e,0.4,1,FIXED_CW_CARRY_IN,9,9,62,62,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t07-c46a267aff7e,0.4,1,RECURSIVE_CARRY_IN,0,0,15,15,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t07-c46a267aff7e,0.4,1,RECURSIVE_CARRY_IN,1,1,3,3,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t07-c46a267aff7e,0.4,1,RECURSIVE_CARRY_IN,2,2,15,15,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t07-c46a267aff7e,0.4,1,RECURSIVE_CARRY_IN,3,3,10,10,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t07-c46a267aff7e,0.4,1,RECURSIVE_CARRY_IN,4,4,28,28,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t07-c46a267aff7e,0.4,1,RECURSIVE_CARRY_IN,5,5,47,47,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t07-c46a267aff7e,0.4,1,RECURSIVE_CARRY_IN,6,6,32,32,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t07-c46a267aff7e,0.4,1,RECURSIVE_CARRY_IN,7,7,35,35,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t07-c46a267aff7e,0.4,1,RECURSIVE_CARRY_IN,8,8,40,40,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t07-c46a267aff7e,0.4,1,RECURSIVE_CARRY_IN,9,9,62,62,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t08-830e97821624,0.4,1,DEADLINE_CARRY_IN,0,0,8,8,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t08-830e97821624,0.4,1,DEADLINE_CARRY_IN,1,1,15,15,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t08-830e97821624,0.4,1,DEADLINE_CARRY_IN,2,2,12,12,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t08-830e97821624,0.4,1,DEADLINE_CARRY_IN,3,3,15,15,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t08-830e97821624,0.4,1,DEADLINE_CARRY_IN,4,4,20,20,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t08-830e97821624,0.4,1,DEADLINE_CARRY_IN,5,5,45,45,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t08-830e97821624,0.4,1,DEADLINE_CARRY_IN,6,6,54,54,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t08-830e97821624,0.4,1,DEADLINE_CARRY_IN,7,7,53,53,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t08-830e97821624,0.4,1,DEADLINE_CARRY_IN,8,8,91,91,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t08-830e97821624,0.4,1,DEADLINE_CARRY_IN,9,9,122,122,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t08-830e97821624,0.4,1,FIXED_CW_CARRY_IN,0,0,8,8,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t08-830e97821624,0.4,1,FIXED_CW_CARRY_IN,1,1,15,15,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t08-830e97821624,0.4,1,FIXED_CW_CARRY_IN,2,2,12,12,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t08-830e97821624,0.4,1,FIXED_CW_CARRY_IN,3,3,15,15,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t08-830e97821624,0.4,1,FIXED_CW_CARRY_IN,4,4,12,12,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t08-830e97821624,0.4,1,FIXED_CW_CARRY_IN,5,5,33,33,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t08-830e97821624,0.4,1,FIXED_CW_CARRY_IN,6,6,36,36,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t08-830e97821624,0.4,1,FIXED_CW_CARRY_IN,7,7,30,30,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t08-830e97821624,0.4,1,FIXED_CW_CARRY_IN,8,8,60,60,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t08-830e97821624,0.4,1,FIXED_CW_CARRY_IN,9,9,82,82,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t08-830e97821624,0.4,1,RECURSIVE_CARRY_IN,0,0,8,8,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t08-830e97821624,0.4,1,RECURSIVE_CARRY_IN,1,1,15,15,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t08-830e97821624,0.4,1,RECURSIVE_CARRY_IN,2,2,12,12,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t08-830e97821624,0.4,1,RECURSIVE_CARRY_IN,3,3,15,15,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t08-830e97821624,0.4,1,RECURSIVE_CARRY_IN,4,4,12,12,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t08-830e97821624,0.4,1,RECURSIVE_CARRY_IN,5,5,33,33,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t08-830e97821624,0.4,1,RECURSIVE_CARRY_IN,6,6,36,36,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t08-830e97821624,0.4,1,RECURSIVE_CARRY_IN,7,7,30,30,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t08-830e97821624,0.4,1,RECURSIVE_CARRY_IN,8,8,60,60,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t08-830e97821624,0.4,1,RECURSIVE_CARRY_IN,9,9,82,82,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t09-bf6a60203dd1,0.4,1,DEADLINE_CARRY_IN,0,0,3,3,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t09-bf6a60203dd1,0.4,1,DEADLINE_CARRY_IN,1,1,6,6,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t09-bf6a60203dd1,0.4,1,DEADLINE_CARRY_IN,2,2,55,55,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t09-bf6a60203dd1,0.4,1,DEADLINE_CARRY_IN,3,3,26,26,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t09-bf6a60203dd1,0.4,1,DEADLINE_CARRY_IN,4,4,22,22,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t09-bf6a60203dd1,0.4,1,DEADLINE_CARRY_IN,5,5,52,52,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t09-bf6a60203dd1,0.4,1,DEADLINE_CARRY_IN,6,6,63,63,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t09-bf6a60203dd1,0.4,1,DEADLINE_CARRY_IN,7,7,72,72,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t09-bf6a60203dd1,0.4,1,DEADLINE_CARRY_IN,8,8,74,74,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t09-bf6a60203dd1,0.4,1,DEADLINE_CARRY_IN,9,9,76,76,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t09-bf6a60203dd1,0.4,1,FIXED_CW_CARRY_IN,0,0,3,3,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t09-bf6a60203dd1,0.4,1,FIXED_CW_CARRY_IN,1,1,6,6,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t09-bf6a60203dd1,0.4,1,FIXED_CW_CARRY_IN,2,2,55,55,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t09-bf6a60203dd1,0.4,1,FIXED_CW_CARRY_IN,3,3,26,26,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t09-bf6a60203dd1,0.4,1,FIXED_CW_CARRY_IN,4,4,19,19,0,EQUAL,10,0,10,0,0,0
v93-u1-e1-t09-bf6a60203dd1,0.4,1,FIXED_CW_CARRY_IN,5,5,40,40,0,EQUAL,10,0,10,0,0,0
