cell_id,taskset_id,exact_e0,relation,left_variant,right_variant,task_id,priority_rank,left_candidate,right_candidate,reduction,normalized_reduction,status,dominance_expected
3dcad6f9d2161e9dcc2e6111388712cf626d31bc2dd1ed446488a6e6ac0d7ad5,v93-5ae59c98f2-t00001-79e06ae2e5a4,1,LOC_D_VS_CW_D,CW_D,LOC_D,0,0,5,5,0,0.0,EQUAL,True
3dcad6f9d2161e9dcc2e6111388712cf626d31bc2dd1ed446488a6e6ac0d7ad5,v93-5ae59c98f2-t00001-79e06ae2e5a4,1,LOC_D_VS_CW_D,CW_D,LOC_D,1,1,5,5,0,0.0,EQUAL,True
3dcad6f9d2161e9dcc2e6111388712cf626d31bc2dd1ed446488a6e6ac0d7ad5,v93-5ae59c98f2-t00001-79e06ae2e5a4,1,LOC_D_VS_CW_D,CW_D,LOC_D,2,2,17,17,0,0.0,EQUAL,True
3dcad6f9d2161e9dcc2e6111388712cf626d31bc2dd1ed446488a6e6ac0d7ad5,v93-5ae59c98f2-t00001-79e06ae2e5a4,1,LOC_D_VS_CW_D,CW_D,LOC_D,3,3,5,5,0,0.0,EQUAL,True
3dcad6f9d2161e9dcc2e6111388712cf626d31bc2dd1ed446488a6e6ac0d7ad5,v93-5ae59c98f2-t00001-79e06ae2e5a4,1,LOC_D_VS_CW_D,CW_D,LOC_D,4,4,53,53,0,0.0,EQUAL,True
3dcad6f9d2161e9dcc2e6111388712cf626d31bc2dd1ed446488a6e6ac0d7ad5,v93-5ae59c98f2-t00001-79e06ae2e5a4,1,LOC_D_VS_CW_D,CW_D,LOC_D,5,5,23,23,0,0.0,EQUAL,True
3dcad6f9d2161e9dcc2e6111388712cf626d31bc2dd1ed446488a6e6ac0d7ad5,v93-5ae59c98f2-t00001-79e06ae2e5a4,1,LOC_D_VS_CW_D,CW_D,LOC_D,6,6,39,39,0,0.0,EQUAL,True
3dcad6f9d2161e9dcc2e6111388712cf626d31bc2dd1ed446488a6e6ac0d7ad5,v93-5ae59c98f2-t00001-79e06ae2e5a4,1,LOC_D_VS_CW_D,CW_D,LOC_D,7,7,37,37,0,0.0,EQUAL,True
3dcad6f9d2161e9dcc2e6111388712cf626d31bc2dd1ed446488a6e6ac0d7ad5,v93-5ae59c98f2-t00001-79e06ae2e5a4,1,LOC_D_VS_CW_D,CW_D,LOC_D,8,8,79,79,0,0.0,EQUAL,True
4c2026d7e41a7fc826b6051a9f377988686907cca9ae778da934dbe9d6d13fa4,v93-cfffce69e8-t00001-2ccd7d77f533,21473099401200000281/200000000000000000000,LOC_D_VS_CW_D,CW_D,LOC_D,0,0,4,4,0,0.0,EQUAL,True
4c2026d7e41a7fc826b6051a9f377988686907cca9ae778da934dbe9d6d13fa4,v93-cfffce69e8-t00001-2ccd7d77f533,21473099401200000281/200000000000000000000,LOC_D_VS_CW_D,CW_D,LOC_D,1,1,8,8,0,0.0,EQUAL,True
4c2026d7e41a7fc826b6051a9f377988686907cca9ae778da934dbe9d6d13fa4,v93-cfffce69e8-t00001-2ccd7d77f533,21473099401200000281/200000000000000000000,LOC_D_VS_CW_D,CW_D,LOC_D,2,2,4,4,0,0.0,EQUAL,True
4c2026d7e41a7fc826b6051a9f377988686907cca9ae778da934dbe9d6d13fa4,v93-cfffce69e8-t00001-2ccd7d77f533,21473099401200000281/200000000000000000000,LOC_D_VS_CW_D,CW_D,LOC_D,3,3,23,23,0,0.0,EQUAL,True
4c2026d7e41a7fc826b6051a9f377988686907cca9ae778da934dbe9d6d13fa4,v93-cfffce69e8-t00001-2ccd7d77f533,21473099401200000281/200000000000000000000,LOC_D_VS_CW_D,CW_D,LOC_D,4,4,18,18,0,0.0,EQUAL,True
4c2026d7e41a7fc826b6051a9f377988686907cca9ae778da934dbe9d6d13fa4,v93-cfffce69e8-t00001-2ccd7d77f533,21473099401200000281/200000000000000000000,LOC_D_VS_CW_D,CW_D,LOC_D,5,5,9,9,0,0.0,EQUAL,True
4c2026d7e41a7fc826b6051a9f377988686907cca9ae778da934dbe9d6d13fa4,v93-cfffce69e8-t00001-2ccd7d77f533,21473099401200000281/200000000000000000000,LOC_D_VS_CW_D,CW_D,LOC_D,6,6,59,59,0,0.0,EQUAL,True
506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,v93-5ae59c98f2-t00001-79e06ae2e5a4,21473099401200000281/200000000000000000000,LOC_D_VS_CW_D,CW_D,LOC_D,0,0,5,5,0,0.0,EQUAL,True
506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,v93-5ae59c98f2-t00001-79e06ae2e5a4,21473099401200000281/200000000000000000000,LOC_D_VS_CW_D,CW_D,LOC_D,1,1,5,5,0,0.0,EQUAL,True
506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,v93-5ae59c98f2-t00001-79e06ae2e5a4,21473099401200000281/200000000000000000000,LOC_D_VS_CW_D,CW_D,LOC_D,2,2,17,17,0,0.0,EQUAL,True
506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,v93-5ae59c98f2-t00001-79e06ae2e5a4,21473099401200000281/200000000000000000000,LOC_D_VS_CW_D,CW_D,LOC_D,3,3,5,5,0,0.0,EQUAL,True
506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,v93-5ae59c98f2-t00001-79e06ae2e5a4,21473099401200000281/200000000000000000000,LOC_D_VS_CW_D,CW_D,LOC_D,4,4,53,53,0,0.0,EQUAL,True
506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,v93-5ae59c98f2-t00001-79e06ae2e5a4,21473099401200000281/200000000000000000000,LOC_D_VS_CW_D,CW_D,LOC_D,5,5,23,23,0,0.0,EQUAL,True
506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,v93-5ae59c98f2-t00001-79e06ae2e5a4,21473099401200000281/200000000000000000000,LOC_D_VS_CW_D,CW_D,LOC_D,6,6,39,39,0,0.0,EQUAL,True
506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,v93-5ae59c98f2-t00001-79e06ae2e5a4,21473099401200000281/200000000000000000000,LOC_D_VS_CW_D,CW_D,LOC_D,7,7,37,37,0,0.0,EQUAL,True
506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,v93-5ae59c98f2-t00001-79e06ae2e5a4,21473099401200000281/200000000000000000000,LOC_D_VS_CW_D,CW_D,LOC_D,8,8,79,79,0,0.0,EQUAL,True
79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,v93-21471487b7-t00001-5f2d8a968c46,1,LOC_D_VS_CW_D,CW_D,LOC_D,0,0,4,4,0,0.0,EQUAL,True
79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,v93-21471487b7-t00001-5f2d8a968c46,1,LOC_D_VS_CW_D,CW_D,LOC_D,1,1,18,18,0,0.0,EQUAL,True
79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,v93-21471487b7-t00001-5f2d8a968c46,1,LOC_D_VS_CW_D,CW_D,LOC_D,2,2,6,6,0,0.0,EQUAL,True
79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,v93-21471487b7-t00001-5f2d8a968c46,1,LOC_D_VS_CW_D,CW_D,LOC_D,3,3,14,14,0,0.0,EQUAL,True
