cell_id,taskset_id,exact_e0,cw_runtime,loc_runtime,cw_status,loc_status
4d3e657273d609d880d180fe41751e2dffcf981b498ee04f4e30ec89449ee193,v93-5b7dce0b03-t00000-2292118c3dc7,0,0.670195232,0.670838227,COMPLETED,COMPLETED
afb38e61fb72bfeaa141a315b83f1c0cc9bf50ac4c8d3565f010c16b3de4cb8f,v93-5b7dce0b03-t00000-2292118c3dc7,1,0.759221477,0.671564227,COMPLETED,COMPLETED
