cell_id,taskset_id,exact_e0,relation,left_variant,right_variant,dominance_expected,common_candidate_task_count,tighter_count,equal_count,violation_count,mean_reduction,median_reduction,max_reduction,mean_normalized_reduction
4d3e657273d609d880d180fe41751e2dffcf981b498ee04f4e30ec89449ee193,v93-5b7dce0b03-t00000-2292118c3dc7,0,MAIN_METHOD_LOCAL_VS_COMPLETE,CW_THETA_CW,LOC_THETA_LOC,True,10,0,10,0,0.0,0.0,0,0.0
afb38e61fb72bfeaa141a315b83f1c0cc9bf50ac4c8d3565f010c16b3de4cb8f,v93-5b7dce0b03-t00000-2292118c3dc7,1,MAIN_METHOD_LOCAL_VS_COMPLETE,CW_THETA_CW,LOC_THETA_LOC,True,10,0,10,0,0.0,0.0,0,0.0
