simulation_id,cell_id,taskset_id,taskset_hash,exact_e0,M,status,reason,comparison_eligible,horizon,simulation_initial_battery,release_e0_valid,minimum_release_energy_j,service_curve_reference,no_overflow_guard,runtime_seconds,attempt_count,horizons_attempted,observed_jobs,completed_jobs,missed_jobs,censored_jobs,retained_trace_path,system_config_path,taskset_path
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,4,SIM_PASS_OBSERVED,minimum_jobs_observed,True,600,20,True,20.0,ad7b69bb73c55d1c773953239f5dfcb752a18e4ab3a88c7180f3f7117c7e548e,True,4.610064327,1,[600],74,73,0,1,,artifacts/v9_3_core3_pass_micro/simulation_inputs/80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1/system_config.yaml,artifacts/v9_3_core3_pass_micro/simulation_inputs/80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1/taskset.yaml
