analysis_id,simulation_id,cell_id,taskset_id,taskset_hash,exact_e0,analysis_variant,rta_solver_status,rta_certification_status,rta_taskset_proven,simulation_status,release_e0_valid,comparison_eligible,soundness_class,p0_violation_candidate
1e1cea40ca380f60ac65c0e37fd0f618ef6e146c24fa4f54c9686fee2527792a,80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,CW_THETA_CW,COMPLETED,CERTIFIED_TASKSET,True,SIM_PASS_OBSERVED,True,True,RTA_PASS_SIM_PASS,False
bc3d3b08a25dda856d3306b275cce080bdcc0044d8b28e6c9b6ad6731bc7792b,80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,LOC_THETA_LOC,COMPLETED,CERTIFIED_TASKSET,True,SIM_PASS_OBSERVED,True,True,RTA_PASS_SIM_PASS,False
